Time_Period,Clock,A0_Charging_kW,A0_Discharging_kW,A1S_Charging_kW,A1S_Discharging_kW,A2S_Charging_kW,A2S_Discharging_kW
1,08:00,0.0,0.0,0.0,0.0,0.0,0.0
2,08:15,0.0,0.0,0.0,0.0,0.0,0.0
3,08:30,0.0,8.0,0.0,0.0,0.0,8.0
4,08:45,-0.0,0.0,0.0,5.283368421052614,0.0,0.0
5,09:00,-0.0,0.0,0.0,7.999999999999999,0.0,0.0
6,09:15,-0.0,0.0,0.0,0.0,0.0,8.0
7,09:30,-0.0,8.0,0.0,0.0,0.0,0.0
8,09:45,-0.0,7.999999999999972,0.0,8.0,0.0,7.137894736842105
9,10:00,-0.0,0.0,0.0,0.0,0.0,0.0
10,10:15,-0.0,0.0,1.570890340006413,0.0,1.8627013658721698,0.0
11,10:30,-0.0,0.0,2.000897866875546,0.0,1.8627013658721698,0.0
12,10:45,-0.0,8.0,2.000897866875546,0.0,1.8627013658721698,0.0
13,11:00,-0.0,0.0,2.016510002225273,0.0,1.8627013658721698,0.0
14,11:15,-0.0,0.0,1.790906481966892,0.0,1.8627013658721698,0.0
15,11:30,-0.0,0.0,2.027526247714047,0.0,1.8627013658721698,0.0
16,11:45,-0.0,0.0,2.04250106903862,0.0,1.8627013658721698,0.0
17,12:00,-0.0,8.0,2.0569850250883945,0.0,1.898231651279636,0.0
18,12:15,-0.0,8.0,1.904609715861253,0.0,1.9352727982332025,0.0
19,12:30,-0.0,0.0,2.056985025088381,0.0,0.0,0.0
20,12:45,1.9788970590799921,0.0,2.056985025088381,0.0,0.0,8.0
21,13:00,1.9788970590799921,0.0,2.0569850250883874,0.0,0.0,7.644620854688044
22,13:15,1.9788970590799921,0.0,0.0,0.0,0.0,8.0
23,13:30,1.9788970590799921,0.0,0.0,7.8302437673130205,0.0,3.128659240786064
24,13:45,1.9788970590799921,0.0,0.0,8.0,0.0,7.158547267921989
25,14:00,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
26,14:15,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
27,14:30,1.9788970590799921,0.0,0.0,7.318092433299319,0.0,0.0
28,14:45,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
29,15:00,1.9788970590799921,0.0,0.0,0.0,0.0,8.0
30,15:15,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
31,15:30,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
32,15:45,1.9788970590799921,0.0,0.0,8.0,0.0,0.0
33,16:00,-0.0,0.0,0.0,6.927468819300041,0.0,8.0
34,16:15,-0.0,8.0,0.0,0.0,0.0,0.0
35,16:30,-0.0,0.0,0.0,0.0,0.0,0.0
36,16:45,-0.0,0.0,0.0,0.0,0.0,0.0
37,17:00,-0.0,5.799411961722543,0.0,7.310870062142109,0.0,8.0
38,17:15,-0.0,0.0,0.0,7.615217365150412,0.0,8.0
39,17:30,-0.0,0.0,0.0,8.0,0.0,6.6739999999999995
40,17:45,-0.0,8.0,0.0,8.0,0.0,0.0
41,18:00,-0.0,8.0,0.0,6.757093822886819,-0.0,0.0
42,18:15,-0.0,8.0,0.0,0.0,-0.0,0.0
43,18:30,-0.0,8.0,0.0,0.0,-0.0,0.0
44,18:45,-0.0,8.0,0.0,0.0,-0.0,0.0
45,19:00,-0.0,0.0,0.0,0.0,-0.0,0.0
46,19:15,-0.0,0.0,0.0,0.0,-0.0,0.0
47,19:30,-0.0,0.0,0.0,0.0,-0.0,0.0
48,19:45,-0.0,0.0,0.0,0.0,-0.0,0.0
49,20:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
50,20:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
51,20:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
52,20:45,-0.0,0.0,0.0,0.0,0.0,0.0
53,21:00,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
54,21:15,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
55,21:30,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
56,21:45,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
57,22:00,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
58,22:15,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
59,22:30,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
60,22:45,1.9788970590799921,0.0,1.6640740879786733,0.0,2.027609379391984,0.0
61,23:00,1.9788970590799921,0.0,0.0,0.0,2.027609379391984,0.0
62,23:15,1.9788970590799921,0.0,2.0569850250883914,0.0,2.027609379391984,0.0
63,23:30,1.9788970590799921,0.0,0.0,0.0,2.027609379391984,0.0
64,23:45,1.9788970590799921,0.0,0.0,0.0,2.027609379391606,0.0
65,00:00,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
66,00:15,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
67,00:30,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
68,00:45,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
69,01:00,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
70,01:15,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
71,01:30,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
72,01:45,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
73,02:00,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
74,02:15,1.9788970590799921,0.0,2.0569850250883945,0.0,2.027609379391984,0.0
