day,step,clock,status,objective,gap_percent,solve_time_s
1,1,08:00,OPTIMAL,69.01871746363467,0.9960946122021422,34.32666802406311
1,2,08:15,OPTIMAL,63.999749493164856,0.9535924874708029,14.421020984649658
1,3,08:30,OPTIMAL,64.00532287793,0.970028401598531,13.8126699924469
1,4,08:45,OPTIMAL,64.26513722891023,0.93298260089868,15.148386001586914
1,5,09:00,OPTIMAL,64.51442160417713,0.9564514699009085,15.539560794830322
1,6,09:15,OPTIMAL,64.5552726528142,0.8827842691662348,13.725514888763428
1,7,09:30,OPTIMAL,64.77729166337627,0.9307089235689489,11.03281021118164
1,8,09:45,OPTIMAL,65.05695143261609,0.9691507657881894,15.912111043930054
1,9,10:00,OPTIMAL,65.38263922161708,0.8961453621354442,8.918818235397339
1,10,10:15,OPTIMAL,65.1788384324093,0.809034073317765,11.252779960632324
1,11,10:30,OPTIMAL,65.44329562150249,0.8791048599948226,10.060107946395874
1,12,10:45,OPTIMAL,65.23950783229506,0.9662781041720341,8.752047777175903
1,13,11:00,OPTIMAL,65.0357630430877,3.3622016010573394e-6,6.1901490688323975
1,14,11:15,OPTIMAL,65.28907843614087,0.9458375381387123,8.029304027557373
1,15,11:30,OPTIMAL,65.78076777216422,0.8407444319638622,6.687835216522217
1,16,11:45,OPTIMAL,65.99377583982542,0.9463089929493823,6.213902950286865
1,17,12:00,OPTIMAL,66.21670477085648,0.7761788711789127,4.912008047103882
1,18,12:15,OPTIMAL,66.0129599816489,0.6520758373471985,4.1771509647369385
1,19,12:30,OPTIMAL,65.80921619244178,0.051983428391694696,0.33469295501708984
1,20,12:45,OPTIMAL,60.80920819244182,0.022916883427599056,1.0871248245239258
1,21,13:00,OPTIMAL,60.67258598087352,3.370610608192207e-5,0.3792910575866699
1,22,13:15,OPTIMAL,60.53615773101305,3.0329714972083315e-5,0.28172898292541504
1,23,13:30,OPTIMAL,60.399464518140746,3.034494700162663e-5,0.26383328437805176
1,24,13:45,OPTIMAL,60.26293896067771,2.839527978627394e-5,0.3254520893096924
1,25,14:00,OPTIMAL,60.12657149874086,2.6173990444166022e-5,0.2783670425415039
1,26,14:15,OPTIMAL,60.15521587188983,2.2767155331956164e-5,0.2906219959259033
1,27,14:30,OPTIMAL,60.17057985143031,1.9939084174314972e-5,0.21652483940124512
1,28,14:45,OPTIMAL,65.09361387329437,1.4822874830448212e-5,0.2923269271850586
1,29,15:00,OPTIMAL,60.427101341567344,0.6427896231449592,0.31378817558288574
1,30,15:15,OPTIMAL,60.32133391158496,4.173810892516927e-7,0.37074732780456543
1,31,15:30,OPTIMAL,60.621608421835965,1.9342170242948233e-5,0.3075900077819824
1,32,15:45,OPTIMAL,60.906038348018285,1.58881159430414e-5,0.25815510749816895
1,33,16:00,OPTIMAL,60.65398788475961,1.5575422173469105e-5,0.19540977478027344
1,34,16:15,OPTIMAL,61.04962244460173,1.02944546786844e-5,0.242232084274292
1,35,16:30,OPTIMAL,559.5851298839311,2.1992630711389722e-7,0.06347990036010742
1,36,16:45,OPTIMAL,559.3773931816005,0.0,0.15852999687194824
1,37,17:00,OPTIMAL,559.6351800721217,0.0,0.15414786338806152
1,38,17:15,OPTIMAL,559.6325395885327,0.0,0.13550591468811035
1,39,17:30,OPTIMAL,559.380492125274,0.0,0.10788297653198242
1,40,17:45,OPTIMAL,559.1284456620155,3.7849345431261615e-8,0.08492302894592285
1,41,18:00,OPTIMAL,558.903069641394,0.0,0.0959930419921875
1,42,18:15,OPTIMAL,558.6510251781353,0.0,0.12528085708618164
1,43,18:30,OPTIMAL,558.6510241781353,0.04528119327323871,0.05871939659118652
