Time_Period,Clock,A1S_Charging_kW,A1S_Discharging_kW,A2S_Charging_kW,A2S_Discharging_kW
1,08:00,0.0,0.0,0.0,0.0
2,08:15,0.0,0.0,0.0,0.0
3,08:30,0.0,0.0,0.0,0.0
4,08:45,0.0,0.0,0.0,8.0
5,09:00,0.0,8.0,0.0,0.0
6,09:15,0.0,4.573889480125912e-12,0.0,0.0
7,09:30,0.0,8.0,0.0,8.0
8,09:45,0.0,7.947684210850234,0.0,0.0
9,10:00,0.0,0.0,0.0,8.0
10,10:15,1.963430737515084,0.0,0.0,0.0
11,10:30,1.963430737515084,0.0,0.0,0.0
12,10:45,1.963430737515084,0.0,0.0,8.0
13,11:00,1.9684504471927788,0.0,0.0,0.0
14,11:15,1.9684504471927788,0.0,1.7483781174077722,0.0
15,11:30,1.983940042943598,0.0,1.7654851970148155,0.0
16,11:45,1.999069945261653,0.0,1.769259340144497,0.0
17,12:00,1.999069945261653,0.0,1.803616646308498,0.0
18,12:15,1.999069945261653,0.0,1.803616646308498,0.0
19,12:30,1.999069945261653,0.0,1.803616646308495,0.0
20,12:45,1.999069945261653,0.0,1.803616646308498,0.0
21,13:00,1.999069945261653,0.0,1.803616646308498,0.0
22,13:15,0.0,0.0,1.803616646308498,0.0
23,13:30,0.0,4.342631578947379,0.0,0.0
24,13:45,0.0,7.771440443213298,0.0,6.899545574754308
25,14:00,0.0,0.0,0.0,0.0
26,14:15,0.0,0.0,0.0,0.0
27,14:30,0.0,6.500345239830882,0.0,0.0
28,14:45,0.0,0.0,0.0,0.0
29,15:00,0.0,0.0,0.0,8.0
30,15:15,0.0,0.0,0.0,0.0
31,15:30,0.0,0.0,0.0,0.0
32,15:45,0.0,7.510087092640482,0.0,0.0
33,16:00,0.0,0.0,0.0,0.0
34,16:15,0.0,0.0,0.0,8.0
35,16:30,0.0,0.0,0.0,0.0
36,16:45,0.0,0.0,0.0,0.0
37,17:00,0.0,8.0,0.0,6.250057289732318
38,17:15,0.0,8.0,0.0,8.0
39,17:30,0.0,8.0,0.0,8.0
40,17:45,0.0,8.0,0.0,8.0
41,18:00,0.0,8.0,0.0,6.407891721593033
42,18:15,0.0,5.130311205650495,0.0,0.0
43,18:30,0.0,0.0,0.0,0.0
44,18:45,0.0,0.0,0.0,0.0
45,19:00,0.0,0.0,-0.0,0.0
46,19:15,0.0,0.0,-0.0,0.0
47,19:30,0.0,0.0,-0.0,0.0
48,19:45,0.0,0.0,-0.0,0.0
49,20:00,-0.0,0.0,-0.0,0.0
50,20:15,-0.0,0.0,-0.0,0.0
51,20:30,-0.0,0.0,-0.0,0.0
52,20:45,0.0,0.0,0.0,0.0
53,21:00,1.999069945261653,0.0,1.9396346575314087,0.0
54,21:15,1.999069945261653,0.0,1.9396346575314087,0.0
55,21:30,1.999069945261653,0.0,1.9396346575314087,0.0
56,21:45,1.999069945261653,0.0,1.9396346575314087,0.0
57,22:00,1.999069945261653,0.0,1.9396346575314087,0.0
58,22:15,1.999069945261653,0.0,1.9396346575314087,0.0
59,22:30,1.999069945261653,0.0,1.9396346575314087,0.0
60,22:45,1.7191837405405077,0.0,1.9396346575314087,0.0
61,23:00,0.0,0.0,1.9396346575314087,0.0
62,23:15,1.9990699452616216,0.0,1.9396346575314087,0.0
63,23:30,0.0,0.0,1.9396346575314087,0.0
64,23:45,0.0,0.0,1.9396346575309198,0.0
65,00:00,1.999069945261653,0.0,1.9396346575314087,0.0
66,00:15,1.999069945261653,0.0,1.9396346575314087,0.0
67,00:30,1.999069945261653,0.0,1.9396346575314087,0.0
68,00:45,1.999069945261653,0.0,1.9396346575314087,0.0
69,01:00,1.999069945261653,0.0,1.9396346575314087,0.0
70,01:15,1.999069945261653,0.0,1.9396346575314087,0.0
71,01:30,1.999069945261653,0.0,1.9396346575314087,0.0
72,01:45,1.999069945261653,0.0,1.9396346575314087,0.0
73,02:00,1.999069945261653,0.0,1.9396346575314087,0.0
74,02:15,1.999069945261653,0.0,1.9396346575314087,0.0
75,02:30,1.999069945261653,0.0,1.9396346575314087,0.0
76,02:45,1.999069945261653,0.0,1.9396346575314087,0.0
77,03:00,1.999069945261653,0.0,1.9396346575314087,0.0
78,03:15,1.999069945261653,0.0,1.9396346575314087,0.0
79,03:30,1.999069945261653,0.0,1.9396346575314087,0.0
80,03:45,1.999069945261653,0.0,1.9396346575314087,0.0
81,04:00,1.999069945261653,0.0,1.9396346575314087,0.0
82,04:15,1.999069945261653,0.0,1.9396346575314087,0.0
83,04:30,1.999069945261653,0.0,1.9396346575314087,0.0
84,04:45,1.999069945261653,0.0,1.9396346575314087,0.0
85,05:00,1.999069945261653,0.0,1.9396346575314087,0.0
86,05:15,1.999069945261653,0.0,1.9396346575314087,0.0
87,05:30,1.999069945261653,0.0,1.9396346575314087,0.0
88,05:45,1.999069945261653,0.0,1.9396346575314087,0.0
89,06:00,1.9990699452607747,0.0,1.9396346575301269,0.0
90,06:15,1.9990699452616927,0.0,1.9396346575313947,0.0
91,06:30,1.9990699452614538,0.0,1.9396346575314658,0.0
92,06:45,1.9990699452616931,0.0,1.9396346575311891,0.0
93,07:00,1.9990699452616927,0.0,1.939634657531436,0.0
94,07:15,1.999069945261692,0.0,1.9396346575314434,0.0
95,07:30,1.999069945261693,0.0,1.9396346575314507,0.0
96,07:45,1.999069945261693,0.0,1.9396346575314583,0.0
97,08:00,0.0,0.0,0.0,0.0
98,08:15,0.0,0.0,0.0,0.0
99,08:30,0.0,7.999999999999904,0.0,0.0
100,08:45,0.0,0.0,0.0,8.0
101,09:00,0.0,0.0,0.0,7.28642105263158
102,09:15,0.0,0.0,0.0,0.0
103,09:30,0.0,2.797684210526433,0.0,0.0
104,09:45,0.0,8.000000000000002,0.0,8.0
105,10:00,0.0,0.0,0.0,0.0
106,10:15,0.0,0.0,0.0,0.0
107,10:30,0.0,0.0,0.0,0.0
108,10:45,0.0,8.0,0.0,8.0
109,11:00,0.0,0.0,0.0,0.0
110,11:15,0.0,0.0,0.0,0.0
111,11:30,0.0,0.0,0.0,0.0
112,11:45,0.0,0.0,0.0,0.0
113,12:00,0.0,8.0,0.0,8.0
114,12:15,0.0,8.0,0.0,8.0
115,12:30,0.0,6.354648199445975,0.0,8.0
116,12:45,0.0,7.6655448316081065,0.0,0.0
