Time_Period,Clock,A0_Charging_kW,A0_Discharging_kW,A1S_Charging_kW,A1S_Discharging_kW,A2S_Charging_kW,A2S_Discharging_kW
1,08:00,0.0,0.0,0.0,0.0,0.0,0.0
2,08:15,0.0,0.0,0.0,5.648315789473679,0.0,0.0
3,08:30,0.0,8.0,0.0,0.0,0.0,0.0
4,08:45,-0.0,0.0,0.0,0.0,0.0,8.000000000008939
5,09:00,-0.0,0.0,0.0,2.1281793252703323e-11,0.0,0.0
6,09:15,-0.0,0.0,0.0,5.032190518379305e-13,0.0,7.375737864388974
7,09:30,-0.0,8.0,0.0,8.000000000000197,0.0,0.0
8,09:45,-0.0,7.999999999999972,0.0,8.0,0.0,0.0
9,10:00,-0.0,0.0,0.0,0.0,0.0,0.0
10,10:15,-0.0,0.0,1.9705850498822997,0.0,0.0,0.0
11,10:30,-0.0,0.0,1.9821722147221221,0.0,0.0,7.997375524392682
12,10:45,-0.0,8.0,1.9821722147221221,0.0,0.0,8.0
13,11:00,-0.0,0.0,1.9821722147221221,0.0,0.0,0.0
14,11:15,-0.0,0.0,1.9821722147221221,0.0,1.7881078302104956,0.0
15,11:30,-0.0,0.0,2.007094631597069,0.0,1.7925867856600952,0.0
16,11:45,-0.0,0.0,2.0150883378170135,0.0,1.7925867856600952,0.0
17,12:00,-0.0,8.0,2.0224655065004997,0.0,1.7925867856600952,0.0
18,12:15,-0.0,8.0,1.9757346021797584,0.0,1.7925867856600681,0.0
19,12:30,-0.0,0.0,2.0224655065004997,0.0,1.7925867856600952,0.0
20,12:45,1.9788970590799921,0.0,2.0224655065004655,0.0,1.7925867856600952,0.0
21,13:00,1.9788970590799921,0.0,2.022465506500483,0.0,1.7925867856601208,0.0
22,13:15,1.9788970590799921,0.0,0.0,0.0,1.7925867856601208,0.0
23,13:30,1.9788970590799921,0.0,0.0,7.999999999999995,0.0,0.0
24,13:45,1.9788970590799921,0.0,0.0,7.891052631555811,0.0,8.0
25,14:00,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
26,14:15,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
27,14:30,1.9788970590799921,0.0,0.0,6.372365650970742,0.0,0.0
28,14:45,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
29,15:00,1.9788970590799921,0.0,0.0,6.007770228896285,0.0,8.0
30,15:15,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
31,15:30,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
32,15:45,1.9788970590799921,0.0,0.0,7.767275251110722,0.0,8.0
33,16:00,-0.0,0.0,0.0,0.0,0.0,0.0
34,16:15,-0.0,8.0,0.0,0.0,0.0,0.0
35,16:30,-0.0,0.0,0.0,0.0,0.0,0.0
36,16:45,-0.0,0.0,0.0,0.0,0.0,0.0
37,17:00,-0.0,5.799411961722543,0.0,5.995722355204699,0.0,8.0
38,17:15,-0.0,0.0,0.0,7.684435665515543,0.0,8.0
39,17:30,-0.0,0.0,0.0,8.0,0.0,8.0
40,17:45,-0.0,8.0,0.0,8.0,0.0,8.0
41,18:00,-0.0,8.0,0.0,6.753450754446548,0.0,6.3820911696941165
42,18:15,-0.0,8.0,0.0,0.0,0.0,0.0
43,18:30,-0.0,8.0,0.0,0.0,0.0,0.0
44,18:45,-0.0,8.0,0.0,0.0,0.0,0.0
45,19:00,-0.0,0.0,0.0,0.0,-0.0,0.0
46,19:15,-0.0,0.0,0.0,0.0,-0.0,0.0
47,19:30,-0.0,0.0,0.0,0.0,-0.0,0.0
48,19:45,-0.0,0.0,0.0,0.0,-0.0,0.0
49,20:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
50,20:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
51,20:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
52,20:45,-0.0,0.0,0.0,0.0,0.0,0.0
53,21:00,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
54,21:15,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
55,21:30,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
56,21:45,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
57,22:00,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
58,22:15,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
59,22:30,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
60,22:45,1.9788970590799921,0.0,0.0,0.0,1.9944336602682884,0.0
61,23:00,1.9788970590799921,0.0,0.0,0.0,1.9944336602682884,0.0
62,23:15,1.9788970590799921,0.0,1.4253106622152394,0.0,1.9944336602682884,0.0
63,23:30,1.9788970590799921,0.0,0.0,0.0,1.9944336602682884,0.0
64,23:45,1.9788970590799921,0.0,0.0,0.0,1.9944336602677017,0.0
65,00:00,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
66,00:15,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
67,00:30,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
68,00:45,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
69,01:00,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
70,01:15,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
71,01:30,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
72,01:45,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
73,02:00,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
74,02:15,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
75,02:30,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
76,02:45,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
77,03:00,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
78,03:15,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
79,03:30,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
80,03:45,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
81,04:00,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
82,04:15,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
83,04:30,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
84,04:45,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
85,05:00,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
86,05:15,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
87,05:30,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
88,05:45,1.9788970590799921,0.0,2.0224655065004997,0.0,1.9944336602682884,0.0
89,06:00,1.9788970590799921,0.0,2.0224655065008434,0.0,1.994433660266836,0.0
90,06:15,1.9788970590799921,0.0,2.022465506498437,0.0,1.994433660268334,0.0
