Time_Period,Clock,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A1S_cum_kWh
1,08:00,0.0,0.0,4.8905,Digging,Traveling,0.0,0.0,5.2098,Digging,Traveling,0.0
2,08:15,0.0,0.0,4.2026,Digging,Idle,0.0,0.0,4.7653,Digging,Idle,0.0
3,08:30,0.0,0.0,4.9634,Digging,Idle,0.0,0.0,4.5629,Digging,Idle,0.0
4,08:45,0.0,0.0,4.7843,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,2.0
5,09:00,8.0,2.0,0.0,Charging,Serving CEV,0.0,2.0,3.4832,Digging,Idle,0.0
6,09:15,4.573889480125912e-12,2.0000000000011435,4.7095,Traveling,Idle,0.0,2.0,4.6066,Traveling,Idle,-1.1435297153639112e-12
7,09:30,8.0,4.000000000001144,0.0,Charging,Serving CEV,8.0,4.0,0.0,Charging,Serving CEV,-1.1439738045737613e-12
8,09:45,7.947684210850234,5.9869210527137025,0.0262,Charging,Serving CEV,0.0,4.0,5.3389,Digging,Idle,-1.9869210527137025
9,10:00,0.0,5.9869210527137025,4.8905,Digging,Traveling,8.0,6.0,0.2629,Charging,Serving CEV,0.013078947286297549
10,10:15,0.0,5.9869210527137025,4.2026,Digging,Charging (grid),0.0,6.0,5.1226,Digging,Idle,0.013078947286297549
11,10:30,0.0,5.9869210527137025,5.1226,Digging,Charging (grid),0.0,6.0,3.4832,Digging,Idle,0.013078947286297549
12,10:45,0.0,5.9869210527137025,0.4879,Idle,Charging (grid),8.0,8.0,0.0,Charging,Serving CEV,2.0130789472862975
13,11:00,0.0,5.9869210527137025,4.7843,Digging,Charging (grid),0.0,8.0,4.2026,Digging,Traveling,2.0130789472862975
14,11:15,0.0,5.9869210527137025,5.3956,Traveling,Charging (grid),0.0,8.0,4.6176,Traveling,Charging (grid),2.0130789472862975
15,11:30,0.0,5.9869210527137025,5.4411,Digging,Charging (grid),0.0,8.0,4.8905,Digging,Charging (grid),2.0130789472862975
16,11:45,0.0,5.9869210527137025,2.6102,Loading/Swinging,Charging (grid),0.0,8.0,4.7843,Digging,Charging (grid),2.0130789472862975
