Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,5.4411,Digging,Traveling,0.0,0.0,4.7809,Digging,Traveling,0.0,0.0,3.4832,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.8544,Digging,Idle,0.0,0.0,4.7843,Digging,Idle,0.0,0.0,4.9351,Digging,Traveling,0.0,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,0.0,0.0,4.9634,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-2.0,0.0
4,08:45,0.0,2.0,4.9634,Digging,Idle,0.0,0.0,5.1226,Digging,Idle,0.0,2.0,4.2907,Digging,Idle,-2.0,0.0
5,09:00,0.0,2.0,4.5629,Digging,Idle,7.999999999999954,1.9999999999999885,0.061,Charging,Serving CEV,0.0,2.0,4.7809,Digging,Idle,-1.1546319456101628e-14,0.0
6,09:15,0.0,2.0,4.7093,Traveling,Idle,0.0,1.9999999999999885,4.7095,Traveling,Idle,0.0,2.0,4.6066,Traveling,Idle,-1.1546319456101628e-14,0.0
7,09:30,8.0,4.0,0.061,Charging,Serving CEV,0.0,1.9999999999999885,4.4919,Digging,Idle,7.999999876181323,3.999999969045331,0.0,Charging,Serving CEV,-2.0000000000000115,-3.095466905023159e-8
8,09:45,7.999999999999972,5.999999999999993,0.4689,Charging,Serving CEV,-2.3092638912203256e-14,1.9999999999999827,4.7843,Digging,Idle,6.4173685513880825,5.604342106892352,0.5059,Charging,Serving CEV,-4.000000000000011,-0.3956578931076411
9,10:00,0.0,5.999999999999993,4.8905,Digging,Idle,8.0,3.9999999999999827,1.3131,Charging,Serving CEV,0.0,5.604342106892352,4.2582,Digging,Idle,-2.00000000000001,-0.3956578931076411
10,10:15,0.0,5.999999999999993,5.3389,Digging,Idle,4.019323004453874e-13,4.0000000000000835,4.2907,Digging,Idle,0.0,5.604342106892352,5.1226,Digging,Idle,-1.9999999999999094,-0.3956578931076411
11,10:30,0.0,5.999999999999993,4.78,Digging,Idle,7.999999999999998,6.0000000000000835,0.0,Charging,Serving CEV,0.0,5.604342106892352,4.8277,Digging,Idle,9.059419880941277e-14,-0.3956578931076411
12,10:45,8.0,7.999999999999993,0.1325,Charging,Serving CEV,8.0,8.000000000000083,0.0,Charging,Serving CEV,8.0,7.604342106892352,0.0,Charging,Serving CEV,9.059419880941277e-14,-0.3956578931076411
13,11:00,0.0,7.999999999999993,3.4832,Digging,Idle,0.0,8.000000000000083,4.8544,Digging,Idle,0.0,7.604342106892352,4.2907,Digging,Traveling,9.059419880941277e-14,-0.3956578931076411
14,11:15,0.0,7.999999999999993,4.5506,Traveling,Idle,0.0,8.000000000000083,5.3956,Traveling,Idle,0.0,7.604342106892352,4.4502,Traveling,Charging (grid),9.059419880941277e-14,-0.3956578931076411
15,11:30,0.0,7.999999999999993,4.2907,Digging,Idle,0.0,8.000000000000083,4.7809,Digging,Idle,0.0,7.604342106892352,4.2907,Digging,Charging (grid),9.059419880941277e-14,-0.3956578931076411
16,11:45,0.0,7.999999999999993,5.2098,Digging,Idle,0.0,8.000000000000083,4.6773,Digging,Idle,0.0,7.604342106892352,4.1586,Loading/Swinging,Charging (grid),9.059419880941277e-14,-0.3956578931076411
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,8.0,10.000000000000083,0.0,Charging,Serving CEV,0.0,7.604342106892352,0.0,,Charging (grid),9.059419880941277e-14,-2.395657893107641
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,3.9649473684206904,10.991236842105256,0.0,Charging,Serving CEV,0.0,7.604342106892352,0.0,,Charging (grid),-1.0087631578947374,-4.395657893107641
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,10.991236842105256,0.0,,Traveling,0.0,7.604342106892352,0.0,,Charging (grid),-1.0087631578947374,-4.395657893107641
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.991236842105256,0.0,,Charging (grid),0.0,7.604342106892352,0.0,,Charging (grid),-1.0087631578947374,-4.395657893107641
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.991236842105256,0.0,,Charging (grid),0.0,7.604342106892352,0.0,,Charging (grid),-1.0087631578947374,-4.395657893107641
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.991236842105256,0.0,,Charging (grid),0.0,7.604342106892352,0.0,,Charging (grid),-1.0087631578947374,-4.395657893107641
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.991236842105256,0.0,,Charging (grid),0.0,7.604342106892352,0.0,,Traveling,-1.0087631578947374,-4.395657893107641
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.991236842105256,0.0,,Charging (grid),8.0,9.604342106892352,0.0,Charging,Serving CEV,-1.0087631578947374,-2.395657893107641
25,14:00,0.0,11.999999999999993,5.3659,Digging,Charging (grid),0.0,10.991236842105256,2.6102,Loading/Swinging,Charging (grid),0.0,9.604342106892352,4.4919,Digging,Idle,-1.0087631578947374,-2.395657893107641
26,14:15,0.0,11.999999999999993,5.3389,Digging,Charging (grid),0.0,10.991236842105256,4.7653,Digging,Charging (grid),0.0,9.604342106892352,5.2098,Digging,Idle,-1.0087631578947374,-2.395657893107641
27,14:30,0.0,11.999999999999993,4.5506,Traveling,Charging (grid),0.0,10.991236842105256,4.6176,Traveling,Charging (grid),8.0,11.604342106892352,0.061,Charging,Serving CEV,-1.0087631578947374,-0.3956578931076411
28,14:45,0.0,11.999999999999993,2.9366,Loading/Swinging,Charging (grid),0.0,10.991236842105256,4.9351,Digging,Charging (grid),0.0,11.604342106892352,5.3364,Traveling,Idle,-1.0087631578947374,-0.3956578931076411
29,15:00,0.0,11.999999999999993,0.2629,Idle,Charging (grid),0.0,10.991236842105256,0.0264,Idle,Charging (grid),0.0,11.604342106892352,4.5629,Digging,Idle,-1.0087631578947374,-0.3956578931076411
30,15:15,0.0,11.999999999999993,2.2701,Loading/Swinging,Charging (grid),0.0,10.991236842105256,5.8726,Loading/Swinging,Charging (grid),0.0,11.604342106892352,3.0004,Loading/Swinging,Idle,-1.0087631578947374,-0.3956578931076411
31,15:30,0.0,11.999999999999993,4.3319,Loading/Swinging,Charging (grid),0.0,10.991236842105256,3.4361,Loading/Swinging,Charging (grid),0.0,11.604342106892352,5.8726,Loading/Swinging,Idle,-1.0087631578947374,-0.3956578931076411
32,15:45,0.0,11.999999999999993,3.7658,Loading/Swinging,Charging (grid),0.0,10.991236842105256,2.4555,Loading/Swinging,Charging (grid),8.0,13.604342106892352,0.0,Charging,Serving CEV,-1.0087631578947374,1.604342106892359
33,16:00,0.0,11.999999999999993,3.7534,Traveling,Traveling,0.0,10.991236842105256,0.2481,Idle,Traveling,0.0,13.604342106892352,2.4016,Loading/Swinging,Idle,-1.0087631578947374,1.604342106892359
34,16:15,8.0,13.999999999999993,0.0,Charging,Serving CEV,6.611108033241041,12.644013850415515,0.0,Charging,Serving CEV,0.0,13.604342106892352,4.4502,Traveling,Idle,-1.3559861495844778,-0.3956578931076411
35,16:30,0.0,13.999999999999993,3.7658,Loading/Swinging,Idle,0.0,12.644013850415515,4.7305,Traveling,Idle,0.0,13.604342106892352,3.7992,Loading/Swinging,Idle,-1.3559861495844778,-0.3956578931076411
36,16:45,0.0,13.999999999999993,3.0868,Loading/Swinging,Idle,0.0,12.644013850415515,3.4369,Loading/Swinging,Idle,0.0,13.604342106892352,3.4369,Loading/Swinging,Idle,-1.3559861495844778,-0.3956578931076411
37,17:00,5.799411961722543,15.449852990430628,0.0,Charging,Serving CEV,8.0,14.644013850415515,0.0,Charging,Serving CEV,8.0,15.604342106892352,0.0,Charging,Serving CEV,-0.805839140015113,0.1544891164617237
38,17:15,0.0,15.449852990430628,0.0,,Idle,8.0,16.644013850415515,0.0,Charging,Serving CEV,8.0,17.604342106892354,0.0,Charging,Serving CEV,1.194160859984887,2.1544891164617255
39,17:30,0.0,15.449852990430628,0.0,,Idle,8.0,18.644013850415515,0.0,Charging,Serving CEV,8.0,19.604342106892354,0.0,Charging,Serving CEV,3.194160859984887,4.1544891164617255
40,17:45,8.0,17.449852990430628,0.0,Charging,Serving CEV,6.703310103513627,20.319841376293923,0.0,Charging,Serving CEV,8.0,21.604342106892354,0.0,Charging,Serving CEV,2.8699883858632944,4.1544891164617255
41,18:00,8.0,19.449852990430628,0.0,Charging,Serving CEV,8.0,22.319841376293923,0.0,Charging,Serving CEV,8.0,23.604342106892354,0.0,Charging,Serving CEV,2.8699883858632944,4.1544891164617255
42,18:15,8.0,21.449852990430628,0.0,Charging,Serving CEV,7.226141573499279,24.12637676966874,0.0,Charging,Serving CEV,2.3227700762427332,24.185034625953037,0.0,Charging,Serving CEV,2.6765237792381136,2.735181635522409
