Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.2026,Digging,Traveling,0.0,0.0,5.1226,Digging,Traveling,0.0,0.0,3.4832,Digging,Traveling,0.0,0.0
2,08:15,0.0,0.0,4.6773,Digging,Idle,5.392210526316336,1.348052631579084,0.4689,Charging,Serving CEV,0.0,0.0,4.9634,Digging,Idle,1.348052631579084,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,0.0,1.348052631579084,5.3659,Digging,Idle,0.0,0.0,5.1226,Digging,Idle,-0.651947368420916,-2.0
4,08:45,0.0,2.0,4.7809,Digging,Idle,0.0,1.348052631579084,4.7425,Digging,Idle,0.0,0.0,4.2907,Digging,Idle,-0.651947368420916,-2.0
5,09:00,0.0,2.0,4.9351,Digging,Idle,0.0,1.348052631579084,4.2026,Digging,Idle,8.0,2.0,0.4879,Charging,Serving CEV,-0.651947368420916,0.0
6,09:15,0.0,2.0,4.5117,Traveling,Idle,0.0,1.348052631579084,6.1076,Traveling,Idle,0.0,2.0,4.5726,Traveling,Idle,-0.651947368420916,0.0
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,7.999999999999988,3.3480526315790806,0.4689,Charging,Serving CEV,8.0,4.0,0.5059,Charging,Serving CEV,-0.6519473684209194,0.0
8,09:45,7.999999999999972,5.999999999999993,0.4879,Charging,Serving CEV,8.0,5.348052631579081,0.0,Charging,Serving CEV,7.817157894777619,5.954289473694405,0.0,Charging,Serving CEV,-0.6519473684209123,-0.04571052630558814
9,10:00,0.0,5.999999999999993,4.2907,Digging,Idle,0.0,5.348052631579081,4.7809,Digging,Traveling,0.0,5.954289473694405,3.4361,Loading/Swinging,Traveling,-0.6519473684209123,-0.04571052630558814
10,10:15,0.0,5.999999999999993,4.5629,Digging,Idle,0.0,5.348052631579081,4.7809,Digging,Charging (grid),0.0,5.954289473694405,4.4919,Digging,Charging (grid),-0.6519473684209123,-0.04571052630558814
