Time_Period,MCS_1_A1S_kWh,MCS_1_A2S_kWh
1,250.0,250.0
2,250.0,250.0
3,250.0,250.0
4,248.09148970418985,250.0
5,248.09148970418985,247.89473684210526
6,248.09148970418957,247.89473684210526
7,246.8200296217374,245.78947368421052
8,246.8200296217374,245.78947368421032
9,244.71476646384392,244.01131934621606
10,244.71476646384392,244.01131934621606
11,244.71476646384392,244.44824906180668
12,244.71476646384392,244.8851787773973
13,242.60950330594918,245.32210849298792
14,242.60950330594918,245.76168908413237
15,242.60950330594918,246.20126967527682
16,242.60950330594918,246.65390764076082
17,242.60950330594918,247.10654560624482
18,240.50424014805444,247.55918357172882
19,238.3989769901597,248.01182153721285
20,238.3989769901597,248.46445950269688
21,238.85156091917233,248.9170974681809
22,239.30414484818496,249.36973543366494
23,239.7567287771976,249.36973543366494
24,240.20931270621023,247.2644722757702
25,240.66189663522286,245.15920911787546
26,241.1144805642355,245.15920911787546
27,241.56711172977626,245.15920911787546
28,242.01974289531702,245.15920911787546
29,242.4723740608578,245.15920911787546
30,242.92500522639855,243.05394595998072
31,243.37763639193932,243.05394595998072
32,243.83026755748008,243.05394595998072
33,244.28289872302085,240.94868280208598
34,244.28289872302085,240.94868280208598
35,242.7989438853834,240.94868280208598
36,242.7989438853834,240.94868280208598
37,242.7989438853834,240.94868280208598
38,240.7649032735455,238.84341964419124
39,238.76669488469489,236.7381564862965
40,236.76660058937122,234.63289332840176
41,234.76660555228298,232.52763017050702
42,232.66134239438824,230.42236701261228
43,230.77214545728208,230.24323535915246
44,230.77214545728208,230.24323535915246
45,230.77214545728208,230.24323535915246
46,230.77214545728208,230.24323535915246
47,230.77214545728208,230.24323535915246
48,230.77214545728208,230.24323535915246
49,230.77214545728208,230.24323535915246
50,230.77214545728208,230.24323535915246
51,230.77214545728208,230.24323535915246
52,230.77214545728208,230.24323535915246
53,230.77214545728208,230.24323535915246
54,231.22477662282284,230.6958733246365
55,231.6774077883636,231.14851129012052
56,232.13003895390437,231.60114925560455
57,232.58267011944514,232.05378722108858
58,233.0353012849859,232.5064251865726
59,233.48793245052667,232.95906315205664
60,233.94056361606744,233.41170111754067
61,234.3931947816082,233.8643390830247
62,234.61054037161418,234.31697704850873
63,235.06317153715494,234.76961501399276
64,235.51580270269568,235.2222529794768
65,235.51580270269568,235.51558510451133
66,235.96843386823645,235.96822306999536
67,236.4210650337772,236.4208610354794
68,236.87369619931798,236.87349900096342
69,237.32632736485874,237.32613696644745
70,237.7789585303995,237.77877493193148
71,238.23158969594027,238.2314128974155
72,238.68422086148104,238.68405086289954
73,239.1368520270218,239.13668882838357
74,239.58948319256257,239.5893267938676
75,240.04211435810333,240.04196475935163
76,240.4947455236441,240.49460272483566
77,240.94737668918486,240.9472406903197
78,241.40000785472563,241.39987865580372
79,241.8526390202664,241.85251662128775
80,242.30527018580716,242.30515458677178
81,242.75790135134793,242.7577925522558
82,243.2105325168887,243.21043051773984
83,243.66316368242946,243.66306848322387
84,244.11579484797022,244.1157064487079
85,244.568426013511,244.56834441419193
86,245.02105717905175,245.02098237967596
87,245.47368834459252,245.47362034516
88,245.92631951013328,245.92625831064402
89,246.37895067567405,246.37889627612805
90,246.83158184121467,246.83153424161185
91,247.28421300675544,247.28417220709588
92,247.73684417229614,247.73681017257988
93,248.1894753378369,248.1894481380639
94,248.64210650337768,248.6420861035479
95,249.09473766891844,249.09472406903194
96,249.54736883445923,249.54736203451597
97,250.0,250.0
