Time_Period,MCS_1_A1S_kWh,MCS_1_A2S_kWh
1,250.0,250.0
2,250.0,250.0
3,250.0,250.0
4,250.0,249.52139445324292
5,250.0,249.52139445324292
6,247.89473684210526,249.52139445324292
7,247.89473684210526,249.52139445324292
8,247.89473684210526,247.49780255035265
9,245.78947368421052,247.49780255035265
10,243.68421052631575,247.99616200858134
11,243.68421052631575,248.38664844157714
12,243.68421052631575,248.47155954559
13,241.57894736841484,248.47155954559
14,241.57894736841484,248.9768774565472
15,241.57894736841484,249.49176185482403
16,241.57894736841484,250.0
17,241.57894736841484,250.0
18,239.4736842105201,249.89472140236006
19,238.96342116333938,247.78945824446532
20,238.96342116333938,245.68419508657058
21,239.4151152860073,245.68419508657058
22,239.86680940867524,245.05313440838464
23,240.31850353134317,242.9478712504899
24,240.7701976540111,240.84260809259516
25,241.22189177667903,240.84260809259516
26,241.67358589934696,240.84260809259516
27,242.12549735245008,240.84260809259516
28,242.5774088055532,240.84260809259516
29,243.02932025865633,240.84260809259516
30,243.48123171175945,238.73734493470042
31,243.93314316486257,238.73734493470042
32,244.3850546179657,238.73734493470042
33,244.83696607106882,238.73734493470042
34,244.83696607106882,238.73734493470042
35,242.76316878511662,236.63208177680568
36,242.76316878511662,234.52681861891094
37,242.76316878511662,234.52681861891094
38,240.65790562722188,232.4215554610162
39,238.74132213829623,230.31629230312146
40,236.73693179560811,228.21102914522672
41,234.63166863771337,227.42658147094636
42,232.52640547981864,227.42658147094636
43,230.74824319868588,227.42658147094636
44,230.74824319868588,227.42658147094636
45,230.74824319868588,227.42658147094636
46,230.74824319868588,227.42658147094636
47,230.74824319868588,227.42658147094636
48,230.74824319868588,227.42658147094636
49,230.74824319868588,227.42658147094636
50,230.74824319868588,227.42658147094636
51,230.74824319868588,227.42658147094636
52,230.74824319868588,227.42658147094636
53,230.74824319868588,227.42658147094636
54,231.200154651789,227.9414658692232
55,231.65206610489213,228.45635026750006
56,232.10397755799525,228.9712346657769
57,232.55588901109837,229.48611906405375
58,233.0078004642015,230.0010034623306
59,233.45971191730462,230.51588786060745
60,233.91162337040774,231.0307722588843
61,234.36353482351086,231.54565665716115
62,234.63501059449396,232.060541055438
63,235.08692204759708,232.57542545371484
64,235.5388335007002,233.0903098519917
65,235.5388335007002,233.5236992551408
66,235.99074495380333,234.03858365341765
67,236.44265640690645,234.5534680516945
68,236.89456786000957,235.06835244997134
69,237.3464793131127,235.5832368482482
70,237.79839076621582,236.09812124652504
71,238.25030221931894,236.6130056448019
72,238.70221367242206,237.12789004307874
73,239.15412512552518,237.64277444135558
74,239.6060365786283,238.15765883963243
75,240.05794803173143,238.67254323790928
76,240.50985948483455,239.18742763618613
77,240.96177093793767,239.70231203446298
78,241.4136823910408,240.21719643273983
79,241.86559384414392,240.73208083101667
80,242.31750529724704,241.24696522929352
81,242.76941675035016,241.76184962757037
82,243.22132820345328,242.27673402584722
83,243.6732396565564,242.79161842412407
84,244.12515110965953,243.30650282240092
85,244.57706256276265,243.82138722067776
86,245.02897401586577,244.3362716189546
87,245.4808854689689,244.85115601723146
88,245.93279692207201,245.3660404155083
89,246.38470837517514,245.88092481378516
90,246.83661982827817,246.39580921206203
91,247.2885312813813,246.91069361033865
92,247.74044273448442,247.42557800861556
93,248.1923541875875,247.9404624068924
94,248.64426564069063,248.4553468051693
95,249.09617709379373,248.9702312034462
96,249.54808854689688,249.4851156017231
97,250.0,250.0
