replan_at,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,00:00,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45
08:00,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,247.5,247.5,245.395,245.395,245.395,245.395,245.395,243.289,241.184,239.079,236.974,234.868,233.332,233.332,233.332,233.332,233.332,231.227,231.227,231.227,229.121,229.121,227.016,227.016,227.016,227.016,227.016,224.911,222.805,222.424,222.424,219.924,219.924,219.924,219.924,219.924,219.924,219.924,219.924,219.924,219.924,219.924,219.924,220.607,221.291,221.975,222.658,223.342,224.025,224.709,225.392,226.076,226.759,227.443,228.127,228.81,229.494,230.177,230.861,231.544,232.228,232.911,233.595,234.278,234.962,235.646,236.329,237.013,237.696,238.38,239.063,239.747,240.43,241.114,241.797,242.481,243.165,243.848,244.532,245.215,245.899,246.582,247.266,247.949,248.633,249.316,250.0
08:15,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,247.5,245.395,245.395,243.289,241.184,239.079,236.974,234.932,234.932,234.138,234.138,234.138,234.138,234.138,234.138,232.033,232.033,232.033,229.927,229.927,229.927,229.927,229.927,227.822,225.717,223.612,222.431,219.931,219.931,219.931,219.931,219.931,219.931,219.931,219.931,219.931,219.931,219.931,219.931,220.615,221.298,221.981,222.665,223.348,224.032,224.715,225.398,226.082,226.765,227.449,228.132,228.815,229.499,230.182,230.865,231.549,232.232,232.916,233.599,234.282,234.966,235.649,236.332,237.016,237.699,238.383,239.066,239.749,240.433,241.116,241.799,242.483,243.166,243.85,244.533,245.216,245.9,246.583,247.266,247.95,248.633,249.317,250.0
08:30,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,247.5,245.395,245.395,243.289,241.184,239.079,236.974,234.936,234.936,234.936,234.086,234.086,234.086,231.981,231.981,231.981,231.981,231.981,229.875,229.875,229.875,229.875,229.875,227.77,225.665,223.56,223.56,222.379,219.879,219.879,219.879,219.879,219.879,219.879,219.879,219.879,219.879,219.879,219.879,220.564,221.248,221.933,222.618,223.302,223.987,224.671,225.356,226.04,226.725,227.41,228.094,228.779,229.463,230.148,230.832,231.517,232.201,232.886,233.571,234.255,234.94,235.624,236.309,236.993,237.678,238.362,239.047,239.732,240.416,241.101,241.785,242.47,243.154,243.839,244.524,245.208,245.893,246.577,247.262,247.946,248.631,249.315,250.0
08:45,250.0,250.0,250.0,247.5,245.395,245.395,245.395,243.289,243.289,243.289,243.289,241.184,241.184,241.184,241.184,241.184,239.079,236.974,234.868,232.906,232.906,232.906,232.906,232.906,232.906,232.906,232.906,230.8,230.8,230.8,230.8,228.695,228.695,228.695,228.695,228.695,226.59,224.485,222.379,222.379,222.379,222.379,222.379,219.879,219.879,219.879,219.879,219.879,219.879,219.879,219.879,219.879,220.564,221.248,221.933,222.618,223.302,223.987,224.671,225.356,226.04,226.725,227.41,228.094,228.779,229.463,230.148,230.832,231.517,232.201,232.886,233.571,234.255,234.94,235.624,236.309,236.993,237.678,238.362,239.047,239.732,240.416,241.101,241.785,242.47,243.154,243.839,244.524,245.208,245.893,246.577,247.262,247.946,248.631,249.315,250.0
09:00,250.0,250.0,250.0,247.5,245.578,245.578,243.473,243.473,243.473,243.473,243.473,243.473,243.473,243.473,243.473,243.473,241.368,239.263,237.157,235.052,232.947,232.947,232.947,232.947,232.947,232.947,230.842,230.842,230.842,230.842,230.842,228.736,228.736,228.736,228.736,228.736,226.631,224.526,222.42,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,220.604,221.288,221.971,222.655,223.339,224.022,224.706,225.389,226.073,226.757,227.44,228.124,228.808,229.491,230.175,230.858,231.542,232.226,232.909,233.593,234.277,234.96,235.644,236.327,237.011,237.695,238.378,239.062,239.746,240.429,241.113,241.796,242.48,243.164,243.847,244.531,245.215,245.898,246.582,247.265,247.949,248.633,249.316,250.0
09:15,250.0,250.0,250.0,247.5,245.578,245.578,243.473,243.473,243.473,243.473,243.473,241.368,241.368,241.368,241.368,241.368,239.263,237.157,235.052,232.947,232.947,232.947,232.947,232.947,232.947,232.947,232.947,232.947,230.842,230.842,230.842,228.736,228.736,228.736,228.736,228.736,226.631,224.526,222.42,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,220.604,221.288,221.971,222.655,223.339,224.022,224.706,225.389,226.073,226.757,227.44,228.124,228.808,229.491,230.175,230.858,231.542,232.226,232.909,233.593,234.277,234.96,235.644,236.327,237.011,237.695,238.378,239.062,239.746,240.429,241.113,241.796,242.48,243.164,243.847,244.531,245.215,245.898,246.582,247.265,247.949,248.633,249.316,250.0
09:30,250.0,250.0,250.0,247.5,245.578,245.578,245.578,245.578,245.578,245.578,245.578,243.546,243.546,243.546,243.546,243.546,241.44,239.335,237.23,235.125,233.019,233.019,233.019,233.019,233.019,233.019,233.019,233.019,230.914,230.914,230.914,228.809,228.809,228.809,228.809,228.809,226.704,224.598,222.493,219.993,219.993,219.993,219.993,219.993,219.993,219.993,219.993,219.993,219.993,219.993,219.993,219.993,220.675,221.357,222.039,222.721,223.403,224.085,224.767,225.449,226.131,226.813,227.495,228.177,228.859,229.541,230.223,230.905,231.587,232.269,232.951,233.633,234.315,234.996,235.678,236.36,237.042,237.724,238.406,239.088,239.77,240.452,241.134,241.816,242.498,243.18,243.862,244.544,245.226,245.908,246.59,247.272,247.954,248.636,249.318,250.0
09:45,250.0,250.0,250.0,247.5,245.578,245.578,245.578,245.578,245.578,245.578,245.578,243.55,243.55,243.55,243.55,243.55,241.445,239.34,237.234,235.129,235.129,233.024,233.024,233.024,233.024,233.024,233.024,233.024,230.919,230.919,230.919,228.813,228.813,228.813,228.813,228.813,226.708,224.603,222.497,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,220.679,221.361,222.043,222.725,223.407,224.089,224.771,225.452,226.134,226.816,227.498,228.18,228.862,229.544,230.226,230.907,231.589,232.271,232.953,233.635,234.317,234.999,235.681,236.362,237.044,237.726,238.408,239.09,239.772,240.454,241.136,241.817,242.499,243.181,243.863,244.545,245.227,245.909,246.591,247.272,247.954,248.636,249.318,250.0
10:00,250.0,250.0,250.0,247.5,245.578,245.578,245.578,245.578,245.578,245.578,245.578,244.948,244.948,244.948,244.948,244.948,244.948,243.55,241.445,239.34,237.234,235.129,233.024,233.024,233.024,233.024,230.919,230.919,230.919,230.919,230.919,228.813,228.813,228.813,228.813,228.813,226.708,224.603,222.497,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,219.997,220.679,221.361,222.043,222.725,223.407,224.089,224.771,225.452,226.134,226.816,227.498,228.18,228.862,229.544,230.226,230.907,231.589,232.271,232.953,233.635,234.317,234.999,235.681,236.362,237.044,237.726,238.408,239.09,239.772,240.454,241.136,241.817,242.499,243.181,243.863,244.545,245.227,245.909,246.591,247.272,247.954,248.636,249.318,250.0
10:15,250.0,250.0,250.0,247.5,245.578,245.578,245.578,245.578,245.578,245.578,245.578,245.068,245.068,245.068,245.068,245.068,245.068,243.67,241.565,239.46,237.354,235.249,233.144,233.144,233.144,233.144,231.039,231.039,231.039,231.039,231.039,228.933,228.933,228.933,228.933,228.933,226.828,224.723,222.618,222.618,222.618,222.618,222.618,222.618,222.618,220.118,220.118,220.118,220.118,220.118,220.118,220.118,220.797,221.476,222.155,222.834,223.513,224.192,224.872,225.551,226.23,226.909,227.588,228.267,228.946,229.626,230.305,230.984,231.663,232.342,233.021,233.7,234.38,235.059,235.738,236.417,237.096,237.775,238.454,239.134,239.813,240.492,241.171,241.85,242.529,243.209,243.888,244.567,245.246,245.925,246.604,247.283,247.963,248.642,249.321,250.0
