Time_Period,MCS_1_A1S_kWh,MCS_1_A2S_kWh
1,250.0,250.0
2,250.0,250.0
3,248.79464272277852,250.0
4,248.79464272277846,250.00000000004445
5,248.79464272277846,247.8947368421497
6,246.74692470603026,247.8947368421497
7,246.74692470603026,245.78947368425497
8,245.07472835646738,245.78947368425497
9,245.07472835646738,243.68421052636023
10,245.07472835646738,243.68421052636023
11,245.07472835646738,243.68421052636023
12,245.07472835646738,243.68421052636023
13,242.96946519857264,241.5789473684655
14,242.96946519857264,241.5789473684655
15,242.96946519857264,242.00678777760538
16,242.96946519857264,242.44129748450473
17,242.96946519857264,242.87622194007733
18,240.8642020406779,243.33683983232257
19,238.75893888278316,243.7974577245678
20,238.75893888278316,244.25807561681304
21,239.21847056446458,244.71869350905828
22,239.678002246146,245.17931140130352
23,240.13753392782743,245.63992929354876
24,240.59706560950886,245.63992929354876
25,241.0565972911903,243.82480002373703
26,241.5161289728717,243.82480002373703
27,241.97640204559437,243.82480002373703
28,242.43667511831703,243.82480002373703
29,242.89797888770303,243.82480002373703
30,243.35928265708904,241.7195368658423
31,243.82058642647505,241.7195368658423
32,244.28189019586105,241.7195368658423
33,244.74319396524706,239.61427370794755
34,244.74319396524706,239.61427370794755
35,242.63793080735232,239.61427370794755
36,242.63793080735232,239.61427370794755
37,242.63793080735232,239.61427370794755
38,240.53266764945758,237.5090105500528
39,238.42740449156284,235.40374739215807
40,236.6215227094379,233.29848423426333
41,234.6113059611287,231.1932210763686
42,232.50604280323395,229.08795791847385
43,230.6173838509289,228.7727849949893
44,230.6173838509289,228.7727849949893
45,230.6173838509289,228.7727849949893
46,230.6173838509289,228.7727849949893
47,230.6173838509289,228.7727849949893
48,230.6173838509289,228.7727849949893
49,230.6173838509289,228.7727849949893
50,230.6173838509289,228.7727849949893
51,230.6173838509289,228.7727849949893
52,230.6173838509289,228.7727849949893
53,230.6173838509289,228.7727849949893
54,231.0786876203149,229.25522169964864
55,231.5399913897009,229.73765840430798
56,232.0012951590869,230.2200951089673
57,232.46259892847291,230.70253181362665
58,232.92390269785892,231.18496851828598
59,233.38520646724493,231.66740522294532
60,233.84651023663093,232.14984192760465
61,234.30781400601694,232.632278632264
62,234.31567184087604,233.11471533692333
63,234.77697561026204,233.59715204158266
64,235.23827937964802,234.079588746242
65,235.23827937964802,234.56202545090133
66,235.69958314903403,235.04446215556067
67,236.16088691842003,235.52689886022
