Time_Period,MCS_1_A1R_kWh,MCS_1_A2R_kWh
1,250.0,250.0
2,250.0,250.0
3,250.0,250.0
4,250.0,250.0
5,250.0,250.0
6,247.89473684210526,247.89473684210526
7,247.89473684210526,247.89473684210526
8,247.89473684210478,247.89473684210526
9,247.89473684210478,247.89473684210526
10,247.89473684210478,248.3745088563096
11,245.78947368421004,248.91339845719398
12,245.78947368421007,248.91339845719398
13,245.78947368421007,248.91339845719398
14,245.78947368421007,248.91339845719398
15,244.90849203840153,248.91339845719398
16,242.8032288805068,247.45957777435729
17,242.8032288805068,247.45957777435729
18,240.84782717830782,247.45957777435729
19,238.8454798994762,245.35431461646255
20,238.8454798994762,243.2490514585678
21,239.297865434685,241.14378830067307
22,239.7502509698938,239.03852514277833
23,240.20263650510262,239.03852514277833
24,240.65502204031142,239.03852514277833
25,241.10740757552023,239.03852514277833
26,241.55979311072903,239.03852514277833
27,242.01217864593784,239.03852514277833
28,242.46456418114664,239.03852514277833
29,242.91694971635545,239.03852514277833
30,243.36933525156425,236.9332619848836
31,243.82172078677306,236.9332619848836
32,244.2751739715955,236.9332619848836
33,244.7290422667565,236.9332619848836
34,244.7290422667565,236.9332619848836
35,242.67203414780477,236.9332619848836
36,242.67203414780477,234.82799882698885
37,242.67203414780477,234.82799882698885
38,240.6039793455958,232.7227356690941
39,238.60756117729102,230.61747251119937
40,236.60737265983337,228.51220935330463
41,234.60738258180484,226.4069461954099
42,232.5021194239101,225.8127726565728
43,230.6129222258008,225.8127726565728
44,230.6129222258008,225.8127726565728
45,230.6129222258008,225.8127726565728
46,230.6129222258008,225.8127726565728
47,230.6129222258008,225.8127726565728
48,230.6129222258008,225.8127726565728
49,230.6129222258008,225.8127726565728
50,230.6129222258008,225.8127726565728
51,230.6129222258008,225.8127726565728
52,230.6129222258008,225.8127726565728
53,230.6129222258008,225.8127726565728
54,231.06679052096177,226.36248236892342
55,231.52065881612276,226.91219208127404
56,231.97452711128375,227.46190179362466
57,232.42839540644474,228.01161150597528
58,232.88226370160572,228.5613212183259
59,233.3361319967667,229.11103093067652
60,233.7900002919277,229.66074064302714
61,234.24386858708868,230.21045035537776
62,234.56847796452666,230.76016006772838
63,235.02234625968765,231.309869780079
64,235.47621455484864,231.85957949242962
65,235.47621455484864,232.40928920478024
66,235.93008285000963,232.95899891713086
67,236.3839511451706,233.50870862948148
68,236.8378194403316,234.0584183418321
69,237.2916877354926,234.6081280541827
70,237.74555603065357,235.15783776653333
71,238.19942432581456,235.70754747888395
72,238.65329262097555,236.25725719123457
73,239.10716091613654,236.8069669035852
74,239.56102921129752,237.3566766159358
75,240.0148975064585,237.90638632828643
76,240.4687658016195,238.45609604063705
77,240.92263409678048,239.00580575298767
78,241.37650239194147,239.5555154653383
79,241.83037068710246,240.1052251776889
80,242.28423898226345,240.65493489003953
81,242.73810727742443,241.20464460239015
82,243.19197557258542,241.75435431474077
83,243.6458438677464,242.30406402709139
84,244.0997121629074,242.853773739442
85,244.55358045806838,243.40348345179262
86,245.00744875322937,243.95319316414324
87,245.46131704839036,244.50290287649386
88,245.91518534355134,245.05261258884448
89,246.36905363871233,245.6023223011951
90,246.8229219338731,246.15203201354566
91,247.27679022903408,246.70174172589628
92,247.73065852419506,247.25145143824687
93,248.18452681935605,247.8011611505975
94,248.63839511451704,248.3508708629481
95,249.09226340967803,248.90058057529873
96,249.546131704839,249.45029028764938
97,250.0,250.0
