Time_Period,MCS_1_A0_kWh,MCS_1_A1S_kWh,MCS_1_A2S_kWh
1,250.0,250.0,250.0
2,250.0,250.0,250.0
3,250.0,248.75178119518395,250.0
4,247.89473684210526,248.75178119518395,250.0
5,247.8947368421053,248.75178119518395,250.0
6,247.8947368421053,246.6465180372871,247.89473684210526
7,245.78947368421055,246.6465180372871,245.78947368421052
8,244.68975069252076,246.6465180372868,244.3369092882262
9,244.68975069252076,244.54125487939206,244.3369092882262
10,244.68975069252076,244.54125487939206,244.77760457138388
11,244.68975069252076,245.03374609639778,245.23185895271087
12,244.68975069252076,245.5287314639179,245.56831028028682
13,242.58448753462602,246.02632429297861,246.02869753641653
14,242.58448753462602,246.52653533018918,246.49098313819394
15,242.58448753462602,246.99873377673663,246.95796685942847
16,242.58448753462602,247.46828049871823,247.43692913368332
17,242.58448753462602,247.9777694420035,247.91909797943734
18,240.47922437673128,248.48994110930565,248.40462604667357
19,238.37396121883654,248.97565666539572,248.8901541139098
20,238.37396121883654,249.4878283326978,249.37610119357444
21,238.83710939398355,250.0,249.86204827323908
22,239.30025756913057,250.0,249.86204827323908
23,239.76340574427758,248.51707821765285,247.75678511534434
24,240.2265539194246,246.48986357461848,245.6515219574496
25,240.6897020945716,244.49129592425186,243.54625879955486
26,241.1528502697186,244.49129592425186,243.54625879955486
27,241.61599844486562,244.49129592425186,243.54625879955486
28,242.07914662001264,242.67323981577076,243.54625879955486
29,242.54229479515965,242.67323981577076,243.54625879955486
30,243.00544297030666,242.67323981577076,241.44099564166012
31,243.46859114545367,241.10239769648803,241.44099564166012
32,243.93173932060068,241.10239769648803,241.44099564166012
33,244.3948874957477,241.06445067442814,239.74202808254753
34,244.3948874957477,241.06445067442814,239.74202808254753
35,242.28962433785296,241.06445067442814,239.74202808254753
36,242.28962433785296,241.06445067442814,239.74202808254753
37,242.28962433785296,241.06445067442814,237.6367649246528
38,242.28962433785296,240.57691604838936,235.53150176675805
39,242.28962433785296,238.47165289049462,233.42623860886331
40,242.28962433785296,236.50285277385956,231.32097545096858
41,242.28962433785296,234.39758961596482,229.21571229307384
42,242.28962433785296,232.50675084094007,227.98502134599948
43,242.28962433785296,230.40148768304533,227.98502134599948
44,242.28962433785296,228.50654567951477,227.98502134599948
45,240.18436117995822,228.50654567951477,227.98502134599948
46,238.07909802206348,228.50654567951477,227.98502134599948
47,238.07909802206348,228.50654567951477,227.98502134599948
48,235.97383486416874,228.50654567951477,227.98502134599948
49,233.868571706274,228.50654567951477,227.98502134599948
50,233.83200660932107,228.50654567951477,227.98502134599948
51,231.72674345142633,228.50654567951477,227.98502134599948
52,229.6214802935316,228.50654567951477,227.98502134599948
53,229.6214802935316,228.50654567951477,227.98502134599948
54,230.0846284686786,229.01871734681697,228.48536176995404
55,230.5477766438256,229.53088901411917,228.9857021939086
56,231.01092481897263,230.04306068142137,229.48604261786315
57,231.47407299411964,230.55523234872356,229.9863830418177
58,231.93722116926665,231.06740401602576,230.48672346577226
59,232.40036934441366,231.57957568332796,230.9870638897268
