Time_Period,Clock,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A1R_cum_kWh
1,08:00,0.0,0.0,4.764336498431121,Digging,Traveling,0.0,0.0,4.764336498431121,Digging,Traveling,0.0
2,08:15,0.0,0.0,4.989984663182659,Digging,Idle,0.0,0.0,4.989984663182659,Digging,Idle,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,0.0,0.0,4.6363591868503535,Digging,Idle,-2.0
4,08:45,0.0,2.0,4.6363591868503535,Digging,Idle,0.0,0.0,4.517112418656664,Digging,Idle,-2.0
5,09:00,0.0,2.0,4.517112418656664,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,0.0
6,09:15,0.0,2.0,5.137897960482434,Traveling,Idle,0.0,2.0,5.137897960482434,Traveling,Idle,0.0
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,0.0,2.0,4.336638499868317,Digging,Idle,-2.0
8,09:45,0.0,4.0,4.336638499868317,Digging,Idle,0.0,2.0,5.008074212365046,Digging,Idle,-2.0
9,10:00,8.0,6.0,0.0,Charging,Serving CEV,0.0,2.0,4.9644221838317835,Digging,Idle,-4.0
10,10:15,0.0,6.0,5.008074212365046,Digging,Idle,5.194883702693069,3.2987209256732672,0.0,Charging,Serving CEV,-2.7012790743267328
11,10:30,0.0,6.0,4.9644221838317835,Digging,Idle,0.0,3.2987209256732672,4.778902569832251,Digging,Idle,-2.7012790743267328
12,10:45,0.0,6.0,0.0,Idle,Idle,0.0,3.2987209256732672,4.4927734972254285,Traveling,Idle,-2.7012790743267328
13,11:00,0.0,6.0,4.778902569832251,Digging,Idle,0.0,3.2987209256732672,4.845273315283702,Digging,Idle,-2.7012790743267328
14,11:15,0.0,6.0,4.4927734972254285,Traveling,Idle,0.0,3.2987209256732672,4.6622272316452165,Digging,Idle,-2.7012790743267328
15,11:30,0.0,6.0,4.845273315283702,Digging,Idle,8.0,5.298720925673267,0.0,Charging,Serving CEV,-0.7012790743267328
16,11:45,0.0,6.0,4.6622272316452165,Digging,Idle,0.0,5.298720925673267,4.872525412844321,Digging,Idle,-0.7012790743267328
17,12:00,8.0,8.0,0.0,Charging,Serving CEV,8.000000000000002,7.298720925673267,0.0,Charging,Serving CEV,-0.7012790743267328
18,12:15,0.0,8.0,0.0,Idle,Idle,1.2397163899123829,7.6086500231513625,0.0,Charging,Serving CEV,-0.3913499768486375
19,12:30,0.0,8.0,0.0,Idle,Idle,3.9175070437961956,8.58802678410041,0.0,Charging,Serving CEV,0.5880267841004105
20,12:45,8.0,10.0,0.0,Charging,Serving CEV,8.0,10.58802678410041,0.0,Charging,Serving CEV,0.5880267841004105
21,13:00,0.0,10.0,0.0,Idle,Idle,0.0,10.58802678410041,0.0,Idle,Idle,0.5880267841004105
22,13:15,7.0908022376549695,11.772700559413742,0.0,Charging,Serving CEV,0.0,10.58802678410041,0.0,Idle,Idle,-1.1846737753133318
23,13:30,0.0,11.772700559413742,0.0,Idle,Idle,8.0,12.58802678410041,0.0,Charging,Serving CEV,0.8153262246866682
24,13:45,8.0,13.772700559413742,0.0,Charging,Serving CEV,8.0,14.58802678410041,0.0,Charging,Serving CEV,0.8153262246866682
25,14:00,0.0,13.772700559413742,4.872525412844321,Digging,Idle,0.0,14.58802678410041,5.2254933443060985,Digging,Idle,0.8153262246866682
26,14:15,0.0,13.772700559413742,5.2254933443060985,Digging,Idle,0.0,14.58802678410041,4.749989717804096,Traveling,Idle,0.8153262246866682
27,14:30,0.5130187571504194,13.900955248701347,0.0,Charging,Serving CEV,0.0,14.58802678410041,3.0489857920151766,Loading/Swinging,Idle,0.6870715353990633
28,14:45,0.0,13.900955248701347,4.749989717804096,Traveling,Idle,0.0,14.58802678410041,3.10878482887631,Loading/Swinging,Idle,0.6870715353990633
29,15:00,0.0,13.900955248701347,3.0489857920151766,Loading/Swinging,Idle,3.6415901360427867,15.498424318111107,0.0,Charging,Serving CEV,1.59746906940976
30,15:15,0.0,13.900955248701347,3.10878482887631,Loading/Swinging,Idle,0.0,15.498424318111107,3.091936889713172,Loading/Swinging,Idle,1.59746906940976
31,15:30,0.0,13.900955248701347,3.091936889713172,Loading/Swinging,Idle,0.0,15.498424318111107,3.178041707501309,Loading/Swinging,Idle,1.59746906940976
32,15:45,7.813797228408762,15.854404555803537,0.0,Charging,Serving CEV,0.0,15.498424318111107,4.763406214464165,Traveling,Idle,-0.3559802376924299
33,16:00,0.0,15.854404555803537,3.178041707501309,Loading/Swinging,Idle,0.0,15.498424318111107,3.5703346457907466,Loading/Swinging,Idle,-0.3559802376924299
34,16:15,0.0,15.854404555803537,4.763406214464165,Traveling,Idle,8.0,17.498424318111105,0.0,Charging,Serving CEV,1.6440197623075683
35,16:30,0.0,15.854404555803537,3.5703346457907466,Loading/Swinging,Idle,0.0,17.498424318111105,3.293469348992297,Loading/Swinging,Idle,1.6440197623075683
36,16:45,0.0,15.854404555803537,3.293469348992297,Loading/Swinging,Idle,2.0432728675182474,18.00924253499067,0.0,Charging,Serving CEV,2.154837979187132
37,17:00,0.6193519167485135,16.009242534990666,0.0,Charging,Serving CEV,8.0,20.00924253499067,0.0,Charging,Serving CEV,4.0000000000000036
38,17:15,8.0,18.009242534990666,0.0,Charging,Serving CEV,8.0,22.00924253499067,0.0,Charging,Serving CEV,4.0000000000000036
39,17:30,8.0,20.009242534990666,0.0,Charging,Serving CEV,8.0,24.00924253499067,0.0,Charging,Serving CEV,4.0000000000000036
40,17:45,8.0,22.009242534990666,0.0,Charging,Serving CEV,0.0,24.00924253499067,0.0,Idle,Traveling,2.0000000000000036
41,18:00,8.0,24.009242534990666,0.0,Charging,Serving CEV,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
