Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,3.4832,Digging,Traveling,0.0,0.0,5.1226,Digging,Traveling,0.0,0.0,5.2098,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.7809,Digging,Idle,5.392210526316336,1.348052631579084,0.0,Charging,Serving CEV,0.0,0.0,4.7425,Digging,Idle,1.348052631579084,0.0
3,08:30,8.0,2.0,0.0262,Charging,Serving CEV,0.0,1.348052631579084,4.7425,Digging,Idle,0.0,0.0,5.3659,Digging,Traveling,-0.651947368420916,-2.0
4,08:45,0.0,2.0,5.2098,Digging,Idle,0.0,1.348052631579084,5.3659,Digging,Idle,8.0,2.0,0.2629,Charging,Serving CEV,-0.651947368420916,0.0
5,09:00,0.0,2.0,4.2026,Digging,Idle,7.999999999997733,3.3480526315785175,0.0,Charging,Serving CEV,7.980105263157902,3.9950263157894756,0.0,Charging,Serving CEV,1.3480526315785175,1.9950263157894756
6,09:15,0.0,2.0,4.6066,Traveling,Idle,0.0,3.3480526315785175,5.2098,Digging,Idle,0.0,3.9950263157894756,4.2582,Digging,Idle,1.3480526315785175,1.9950263157894756
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,7.703368421061605,5.273894736843919,0.4879,Charging,Serving CEV,0.0,3.9950263157894756,4.6483,Traveling,Idle,1.2738947368439186,-0.004973684210524354
8,09:45,7.999999999999972,5.999999999999993,0.0,Charging,Serving CEV,0.0,5.273894736843919,4.6483,Traveling,Idle,8.0,5.995026315789476,0.1325,Charging,Serving CEV,-0.7261052631560743,-0.0049736842105172485
9,10:00,0.0,5.999999999999993,5.4411,Digging,Idle,0.0,5.273894736843919,4.8277,Digging,Idle,0.0,5.995026315789476,5.2098,Digging,Idle,-0.7261052631560743,-0.0049736842105172485
10,10:15,0.0,5.999999999999993,4.8277,Digging,Idle,0.0,5.273894736843919,4.8905,Digging,Idle,0.0,5.995026315789476,5.2098,Digging,Idle,-0.7261052631560743,-0.0049736842105172485
11,10:30,0.0,5.999999999999993,4.7843,Digging,Idle,0.0,5.273894736843919,4.7425,Digging,Idle,0.0,5.995026315789476,4.8544,Digging,Idle,-0.7261052631560743,-0.0049736842105172485
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,7.767296398885017,7.215718836565173,0.0,Charging,Serving CEV,0.0,5.995026315789476,4.2907,Digging,Idle,-0.7842811634348195,-2.0049736842105172
