Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A1S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.2582,Digging,Traveling,0.0,0.0,4.9634,Digging,Traveling,0.0
2,08:15,0.0,0.0,4.8277,Digging,Idle,4.358842105263168,1.089710526315792,0.0,Charging,Serving CEV,1.089710526315792
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,0.0,1.089710526315792,5.1226,Digging,Idle,-0.910289473684208
4,08:45,0.0,2.0,4.7425,Digging,Idle,5.841934158533762e-13,1.0897105263159381,4.6773,Digging,Idle,-0.9102894736840619
5,09:00,0.0,2.0,5.1226,Digging,Idle,0.0,1.0897105263159381,4.4919,Digging,Idle,-0.9102894736840619
6,09:15,0.0,2.0,4.4502,Traveling,Idle,-9.565681580170349e-13,1.089710526315699,5.3364,Traveling,Idle,-0.910289473684301
7,09:30,8.0,4.0,0.4879,Charging,Serving CEV,8.0,3.0897105263156988,0.7188,Charging,Serving CEV,-0.9102894736843012
8,09:45,7.999999999999972,5.999999999999993,0.4689,Charging,Serving CEV,8.000000000003489,5.089710526316571,0.2629,Charging,Serving CEV,-0.910289473683422
9,10:00,0.0,5.999999999999993,4.2582,Digging,Idle,0.0,5.089710526316571,5.4411,Digging,Idle,-0.910289473683422
10,10:15,0.0,5.999999999999993,5.4411,Digging,Idle,0.0,5.089710526316571,5.3389,Digging,Idle,-0.910289473683422
11,10:30,0.0,5.999999999999993,4.2582,Digging,Idle,0.0,5.089710526316571,3.4361,Loading/Swinging,Idle,-0.910289473683422
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,8.000000000000004,7.089710526316572,0.0,Charging,Serving CEV,-0.9102894736834211
13,11:00,0.0,7.999999999999993,3.4832,Digging,Idle,0.0,7.089710526316572,3.1344,Loading/Swinging,Idle,-0.9102894736834211
14,11:15,0.0,7.999999999999993,4.5117,Traveling,Idle,0.0,7.089710526316572,5.3364,Traveling,Idle,-0.9102894736834211
15,11:30,0.0,7.999999999999993,5.2098,Digging,Idle,0.0,7.089710526316572,4.2582,Digging,Idle,-0.9102894736834211
16,11:45,0.0,7.999999999999993,4.2907,Digging,Idle,0.0,7.089710526316572,4.8544,Digging,Idle,-0.9102894736834211
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,8.0,9.089710526316573,0.0,Charging,Serving CEV,-0.9102894736834202
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,8.000000000000002,11.089710526316573,0.0,Charging,Serving CEV,-0.9102894736834202
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,11.089710526316573,0.0,,Traveling,-0.9102894736834202
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,11.089710526316573,0.0,,Charging (grid),-0.9102894736834202
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,11.089710526316573,0.0,,Charging (grid),-0.9102894736834202
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,11.089710526316573,0.0,,Charging (grid),-0.9102894736834202
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),0.0,11.089710526316573,0.0,,Charging (grid),-0.9102894736834202
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,11.089710526316573,0.0,,Charging (grid),-0.9102894736834202
25,14:00,0.0,11.999999999999993,4.2582,Digging,Charging (grid),0.0,11.089710526316573,3.4034,Loading/Swinging,Charging (grid),-0.9102894736834202
26,14:15,0.0,11.999999999999993,3.4832,Digging,Charging (grid),0.0,11.089710526316573,3.0868,Loading/Swinging,Charging (grid),-0.9102894736834202
27,14:30,0.0,11.999999999999993,4.6483,Traveling,Charging (grid),0.0,11.089710526316573,4.5726,Traveling,Charging (grid),-0.9102894736834202
28,14:45,0.0,11.999999999999993,3.0004,Loading/Swinging,Charging (grid),0.0,11.089710526316573,4.7653,Digging,Charging (grid),-0.9102894736834202
29,15:00,0.0,11.999999999999993,0.0,Idle,Charging (grid),0.0,11.089710526316573,0.4879,Idle,Charging (grid),-0.9102894736834202
30,15:15,0.0,11.999999999999993,5.8726,Loading/Swinging,Charging (grid),0.0,11.089710526316573,3.8487,Loading/Swinging,Charging (grid),-0.9102894736834202
31,15:30,0.0,11.999999999999993,2.4555,Loading/Swinging,Charging (grid),0.0,11.089710526316573,5.8726,Loading/Swinging,Charging (grid),-0.9102894736834202
32,15:45,0.0,11.999999999999993,2.9596,Loading/Swinging,Charging (grid),0.0,11.089710526316573,4.4919,Digging,Charging (grid),-0.9102894736834202
33,16:00,0.0,11.999999999999993,4.5721,Traveling,Traveling,0.0,11.089710526316573,0.0,Idle,Traveling,-0.9102894736834202
34,16:15,8.0,13.999999999999993,0.2629,Charging,Serving CEV,7.8376398891933965,13.049120498614922,0.0,Charging,Serving CEV,-0.9508795013850708
35,16:30,0.0,13.999999999999993,2.9366,Loading/Swinging,Idle,0.0,13.049120498614922,4.7746,Traveling,Idle,-0.9508795013850708
36,16:45,0.0,13.999999999999993,2.4555,Loading/Swinging,Idle,0.0,13.049120498614922,4.5629,Digging,Idle,-0.9508795013850708
37,17:00,5.799411961722543,15.449852990430628,0.0,Charging,Serving CEV,7.413703163726661,14.902546289546587,0.0,Charging,Serving CEV,-0.5473067008840413
38,17:15,0.0,15.449852990430628,0.0,,Idle,8.0,16.902546289546585,0.0,Charging,Serving CEV,1.452693299115957
39,17:30,0.0,15.449852990430628,0.0,,Idle,7.188752465067019,18.699734405813338,0.0,Charging,Serving CEV,3.24988141538271
40,17:45,8.0,17.449852990430628,0.0,Charging,Serving CEV,7.621644607101736,20.60514555758877,0.0,Charging,Serving CEV,3.155292567158142
