min_activity_duration_s,dist_threshold,idle_window,fsm_min_dwell_seconds,enable_fsm,override_travelling_only,accuracy_percent,cycles_per_hr,productivity_lcy_hr,run_folder
1.0,0.1,30,1.0,True,True,41.44,171.63,261.09,Run_00097
1.0,0.1,30,1.0,True,False,44.23,130.18,198.03,Run_00098
1.0,0.1,30,1.0,False,True,43.44,233.81,355.68,Run_00099
1.0,0.1,30,1.0,False,False,45.05,179.99,273.81,Run_00100
1.0,0.1,30,2.0,True,True,40.22,127.27,193.60,Run_00101
1.0,0.1,30,2.0,True,False,43.27,97.81,148.80,Run_00102
1.0,0.1,30,2.0,False,True,43.44,233.81,355.68,Run_00103
1.0,0.1,30,2.0,False,False,45.05,179.99,273.81,Run_00104
1.0,0.1,30,3.0,True,True,39.22,102.90,156.67,Run_00105
1.0,0.1,30,3.0,True,False,42.59,73.45,111.83,Run_00106
1.0,0.1,30,3.0,False,True,43.44,233.81,355.68,Run_00107
1.0,0.1,30,3.0,False,False,45.05,179.99,273.81,Run_00108
1.0,0.1,40,1.0,True,True,41.45,171.99,261.64,Run_00109
1.0,0.1,40,1.0,True,False,44.81,134.54,204.67,Run_00110
1.0,0.1,40,1.0,False,True,43.45,233.45,355.12,Run_00111
1.0,0.1,40,1.0,False,False,45.64,183.27,278.79,Run_00112
1.0,0.1,40,2.0,True,True,40.15,126.90,193.05,Run_00113
1.0,0.1,40,2.0,True,False,43.87,98.91,150.46,Run_00114
1.0,0.1,40,2.0,False,True,43.45,233.45,355.12,Run_00115
1.0,0.1,40,2.0,False,False,45.64,183.27,278.79,Run_00116
1.0,0.1,40,3.0,True,True,39.12,102.90,156.67,Run_00117
1.0,0.1,40,3.0,True,False,42.92,76.72,116.81,Run_00118
1.0,0.1,40,3.0,False,True,43.45,233.45,355.12,Run_00119
1.0,0.1,40,3.0,False,False,45.64,183.27,278.79,Run_00120
1.0,0.1,50,1.0,True,True,41.49,172.36,262.19,Run_00121
1.0,0.1,50,1.0,True,False,45.11,136.72,207.99,Run_00122
1.0,0.1,50,1.0,False,True,43.50,233.45,355.12,Run_00123
1.0,0.1,50,1.0,False,False,46.06,185.45,282.11,Run_00124
1.0,0.1,50,2.0,True,True,40.16,127.27,193.60,Run_00125
1.0,0.1,50,2.0,True,False,44.19,100.72,153.22,Run_00126
1.0,0.1,50,2.0,False,True,43.50,233.45,355.12,Run_00127
1.0,0.1,50,2.0,False,False,46.06,185.45,282.11,Run_00128
1.0,0.1,50,3.0,True,True,39.20,102.54,156.12,Run_00129
1.0,0.1,50,3.0,True,False,42.84,77.82,118.47,Run_00130
1.0,0.1,50,3.0,False,True,43.50,233.45,355.12,Run_00131
1.0,0.1,50,3.0,False,False,46.06,185.45,282.11,Run_00132
1.0,0.1,60,1.0,True,True,41.53,171.99,261.64,Run_00133
1.0,0.1,60,1.0,True,False,45.38,140.72,214.07,Run_00134
1.0,0.1,60,1.0,False,True,43.57,233.08,354.57,Run_00135
1.0,0.1,60,1.0,False,False,46.42,190.17,289.30,Run_00136
1.0,0.1,60,2.0,True,True,40.24,126.90,193.05,Run_00137
1.0,0.1,60,2.0,True,False,44.44,103.27,157.10,Run_00138
1.0,0.1,60,2.0,False,True,43.57,233.08,354.57,Run_00139
1.0,0.1,60,2.0,False,False,46.42,190.17,289.30,Run_00140
1.0,0.1,60,3.0,True,True,39.42,103.27,157.22,Run_00141
1.0,0.1,60,3.0,True,False,43.11,82.54,125.73,Run_00142
1.0,0.1,60,3.0,False,True,43.57,233.08,354.57,Run_00143
1.0,0.1,60,3.0,False,False,46.42,190.17,289.30,Run_00144
1.0,0.1,70,1.0,True,True,41.52,171.27,260.53,Run_00145
1.0,0.1,70,1.0,True,False,45.38,141.45,215.18,Run_00146
1.0,0.1,70,1.0,False,True,43.55,233.81,355.68,Run_00147
1.0,0.1,70,1.0,False,False,46.43,191.26,290.96,Run_00148
1.0,0.1,70,2.0,True,True,40.31,126.90,193.05,Run_00149
1.0,0.1,70,2.0,True,False,44.48,104.72,159.31,Run_00150
1.0,0.1,70,2.0,False,True,43.55,233.81,355.68,Run_00151
1.0,0.1,70,2.0,False,False,46.43,191.26,290.96,Run_00152
1.0,0.1,70,3.0,True,True,39.47,102.54,156.12,Run_00153
1.0,0.1,70,3.0,True,False,43.12,81.45,124.06,Run_00154
1.0,0.1,70,3.0,False,True,43.55,233.81,355.68,Run_00155
1.0,0.1,70,3.0,False,False,46.43,191.26,290.96,Run_00156
1.0,0.1,80,1.0,True,True,41.58,170.90,259.98,Run_00157
1.0,0.1,80,1.0,True,False,45.62,143.99,219.05,Run_00158
1.0,0.1,80,1.0,False,True,43.60,233.08,354.57,Run_00159
1.0,0.1,80,1.0,False,False,46.73,195.63,297.60,Run_00160
1.0,0.1,80,2.0,True,True,40.36,126.54,192.50,Run_00161
1.0,0.1,80,2.0,True,False,44.71,106.90,162.63,Run_00162
1.0,0.1,80,2.0,False,True,43.60,233.08,354.57,Run_00163
1.0,0.1,80,2.0,False,False,46.73,195.63,297.60,Run_00164
1.0,0.1,80,3.0,True,True,39.54,101.81,155.01,Run_00165
1.0,0.1,80,3.0,True,False,43.47,82.54,125.73,Run_00166
1.0,0.1,80,3.0,False,True,43.60,233.08,354.57,Run_00167
1.0,0.1,80,3.0,False,False,46.73,195.63,297.60,Run_00168
1.0,0.2,20,1.0,True,True,41.31,175.99,267.73,Run_00169
1.0,0.2,20,1.0,True,False,37.92,92.00,139.95,Run_00170
1.0,0.2,20,1.0,False,True,43.69,233.08,354.57,Run_00171
1.0,0.2,20,1.0,False,False,39.33,125.45,190.84,Run_00172
1.0,0.2,20,2.0,True,True,39.84,129.09,196.37,Run_00173
1.0,0.2,20,2.0,True,False,38.54,65.09,99.01,Run_00174
1.0,0.2,20,2.0,False,True,43.69,233.08,354.57,Run_00175
1.0,0.2,20,2.0,False,False,39.33,125.45,190.84,Run_00176
1.0,0.2,20,3.0,True,True,39.47,104.36,158.88,Run_00177
1.0,0.2,20,3.0,True,False,38.51,50.54,76.95,Run_00178
1.0,0.2,20,3.0,False,True,43.69,233.08,354.57,Run_00179
1.0,0.2,20,3.0,False,False,39.33,125.45,190.84,Run_00180
1.0,0.2,30,1.0,True,True,41.43,174.90,266.07,Run_00181
1.0,0.2,30,1.0,True,False,39.63,97.09,147.69,Run_00182
1.0,0.2,30,1.0,False,True,43.69,232.72,354.02,Run_00183
1.0,0.2,30,1.0,False,False,40.72,131.99,200.79,Run_00184
1.0,0.2,30,2.0,True,True,40.04,127.63,194.16,Run_00185
1.0,0.2,30,2.0,True,False,40.03,70.54,107.31,Run_00186
1.0,0.2,30,2.0,False,True,43.69,232.72,354.02,Run_00187
1.0,0.2,30,2.0,False,False,40.72,131.99,200.79,Run_00188
1.0,0.2,30,3.0,True,True,39.59,104.00,158.33,Run_00189
1.0,0.2,30,3.0,True,False,39.81,52.36,79.80,Run_00190
1.0,0.2,30,3.0,False,True,43.69,232.72,354.02,Run_00191
1.0,0.2,30,3.0,False,False,40.72,131.99,200.79,Run_00192
1.0,0.2,40,1.0,True,True,41.43,174.90,266.07,Run_00193
1.0,0.2,40,1.0,True,False,40.51,98.54,149.90,Run_00194
1.0,0.2,40,1.0,False,True,43.65,231.99,352.91,Run_00195
1.0,0.2,40,1.0,False,False,41.70,134.90,205.22,Run_00196
1.0,0.2,40,2.0,True,True,39.94,127.63,194.16,Run_00197
1.0,0.2,40,2.0,True,False,40.42,72.72,110.63,Run_00198
1.0,0.2,40,2.0,False,True,43.65,231.99,352.91,Run_00199
1.0,0.2,40,2.0,False,False,41.70,134.90,205.22,Run_00200
1.0,0.2,40,3.0,True,True,39.43,102.90,156.67,Run_00201
1.0,0.2,40,3.0,True,False,40.27,55.27,84.24,Run_00202
1.0,0.2,40,3.0,False,True,43.65,231.99,352.91,Run_00203
1.0,0.2,40,3.0,False,False,41.70,134.90,205.22,Run_00204
1.0,0.2,50,1.0,True,True,41.45,173.08,263.30,Run_00205
1.0,0.2,50,1.0,True,False,41.05,101.09,153.78,Run_00206
1.0,0.2,50,1.0,False,True,43.67,231.99,352.91,Run_00207
1.0,0.2,50,1.0,False,False,42.28,138.18,210.20,Run_00208
1.0,0.2,50,2.0,True,True,39.92,127.27,193.60,Run_00209
1.0,0.2,50,2.0,True,False,40.68,74.18,112.84,Run_00210
1.0,0.2,50,2.0,False,True,43.67,231.99,352.91,Run_00211
1.0,0.2,50,2.0,False,False,42.28,138.18,210.20,Run_00212
1.0,0.2,50,3.0,True,True,39.42,101.81,155.01,Run_00213
1.0,0.2,50,3.0,True,False,40.61,58.18,88.67,Run_00214
1.0,0.2,50,3.0,False,True,43.67,231.99,352.91,Run_00215
1.0,0.2,50,3.0,False,False,42.28,138.18,210.20,Run_00216
1.0,0.2,60,1.0,True,True,41.42,173.45,263.85,Run_00217
1.0,0.2,60,1.0,True,False,42.09,106.18,161.52,Run_00218
1.0,0.2,60,1.0,False,True,43.60,231.99,352.91,Run_00219
1.0,0.2,60,1.0,False,False,42.98,145.45,221.26,Run_00220
1.0,0.2,60,2.0,True,True,39.92,127.99,194.71,Run_00221
1.0,0.2,60,2.0,True,False,41.70,78.91,120.03,Run_00222
1.0,0.2,60,2.0,False,True,43.60,231.99,352.91,Run_00223
1.0,0.2,60,2.0,False,False,42.98,145.45,221.26,Run_00224
1.0,0.2,60,3.0,True,True,39.44,104.36,158.88,Run_00225
1.0,0.2,60,3.0,True,False,41.47,62.54,96.03,Run_00226
1.0,0.2,60,3.0,False,True,43.60,231.99,352.91,Run_00227
1.0,0.2,60,3.0,False,False,42.98,145.45,221.26,Run_00228
1.0,0.2,70,1.0,True,True,41.41,173.81,264.41,Run_00229
1.0,0.2,70,1.0,True,False,42.32,109.09,165.95,Run_00230
1.0,0.2,70,1.0,False,True,43.64,231.99,352.91,Run_00231
1.0,0.2,70,1.0,False,False,43.31,148.36,225.69,Run_00232
1.0,0.2,70,2.0,True,True,40.07,128.36,195.26,Run_00233
1.0,0.2,70,2.0,True,False,42.03,81.45,123.91,Run_00234
1.0,0.2,70,2.0,False,True,43.64,231.99,352.91,Run_00235
1.0,0.2,70,2.0,False,False,43.31,148.36,225.69,Run_00236
1.0,0.2,70,3.0,True,True,39.58,104.72,159.44,Run_00237
1.0,0.2,70,3.0,True,False,41.70,64.00,98.26,Run_00238
1.0,0.2,70,3.0,False,True,43.64,231.99,352.91,Run_00239
1.0,0.2,70,3.0,False,False,43.31,148.36,225.69,Run_00240
1.0,0.2,80,1.0,True,True,41.43,173.81,264.41,Run_00241
1.0,0.2,80,1.0,True,False,42.63,110.54,168.16,Run_00242
1.0,0.2,80,1.0,False,True,43.63,231.99,352.91,Run_00243
1.0,0.2,80,1.0,False,False,43.58,151.27,230.11,Run_00244
1.0,0.2,80,2.0,True,True,40.01,127.99,194.71,Run_00245
1.0,0.2,80,2.0,True,False,42.08,81.09,123.35,Run_00246
1.0,0.2,80,2.0,False,True,43.63,231.99,352.91,Run_00247
1.0,0.2,80,2.0,False,False,43.58,151.27,230.11,Run_00248
1.0,0.2,80,3.0,True,True,39.54,104.36,158.88,Run_00249
1.0,0.2,80,3.0,True,False,41.87,66.54,102.17,Run_00250
1.0,0.2,80,3.0,False,True,43.63,231.99,352.91,Run_00251
1.0,0.2,80,3.0,False,False,43.58,151.27,230.11,Run_00252
1.0,0.3,20,1.0,True,True,41.18,175.63,267.17,Run_00253
1.0,0.3,20,1.0,True,False,34.01,70.54,107.42,Run_00254
1.0,0.3,20,1.0,False,True,43.59,231.99,352.91,Run_00255
1.0,0.3,20,1.0,False,False,35.28,97.81,148.96,Run_00256
1.0,0.3,20,2.0,True,True,39.73,129.81,197.48,Run_00257
1.0,0.3,20,2.0,True,False,35.34,50.91,78.10,Run_00258
1.0,0.3,20,2.0,False,True,43.59,231.99,352.91,Run_00259
1.0,0.3,20,2.0,False,False,35.28,97.81,148.96,Run_00260
1.0,0.3,20,3.0,True,True,39.50,104.72,159.44,Run_00261
1.0,0.3,20,3.0,True,False,35.85,37.45,58.95,Run_00262
1.0,0.3,20,3.0,False,True,43.59,231.99,352.91,Run_00263
1.0,0.3,20,3.0,False,False,35.28,97.81,148.96,Run_00264
1.0,0.3,30,1.0,True,True,41.22,174.17,264.96,Run_00265
1.0,0.3,30,1.0,True,False,35.42,74.54,113.40,Run_00266
1.0,0.3,30,1.0,False,True,43.62,232.35,353.46,Run_00267
1.0,0.3,30,1.0,False,False,36.66,101.81,154.88,Run_00268
1.0,0.3,30,2.0,True,True,39.74,128.72,195.82,Run_00269
1.0,0.3,30,2.0,True,False,36.52,55.63,84.63,Run_00270
1.0,0.3,30,2.0,False,True,43.62,232.35,353.46,Run_00271
1.0,0.3,30,2.0,False,False,36.66,101.81,154.88,Run_00272
1.0,0.3,30,3.0,True,True,39.57,105.09,159.99,Run_00273
1.0,0.3,30,3.0,True,False,36.80,40.36,61.52,Run_00274
1.0,0.3,30,3.0,False,True,43.62,232.35,353.46,Run_00275
1.0,0.3,30,3.0,False,False,36.66,101.81,154.88,Run_00276
1.0,0.3,40,1.0,True,True,41.25,174.17,264.96,Run_00277
1.0,0.3,40,1.0,True,False,36.13,77.82,118.37,Run_00278
1.0,0.3,40,1.0,False,True,43.67,232.35,353.46,Run_00279
1.0,0.3,40,1.0,False,False,37.63,105.45,160.41,Run_00280
1.0,0.3,40,2.0,True,True,39.77,128.36,195.26,Run_00281
1.0,0.3,40,2.0,True,False,37.34,56.72,86.29,Run_00282
1.0,0.3,40,2.0,False,True,43.67,232.35,353.46,Run_00283
1.0,0.3,40,2.0,False,False,37.63,105.45,160.41,Run_00284
1.0,0.3,40,3.0,True,True,39.56,104.36,158.88,Run_00285
1.0,0.3,40,3.0,True,False,37.32,43.63,66.50,Run_00286
1.0,0.3,40,3.0,False,True,43.67,232.35,353.46,Run_00287
1.0,0.3,40,3.0,False,False,37.63,105.45,160.41,Run_00288
1.0,0.3,50,1.0,True,True,41.30,174.54,265.51,Run_00289
1.0,0.3,50,1.0,True,False,36.60,78.91,120.03,Run_00290
1.0,0.3,50,1.0,False,True,43.70,232.35,353.46,Run_00291
1.0,0.3,50,1.0,False,False,38.05,106.54,162.07,Run_00292
1.0,0.3,50,2.0,True,True,39.93,129.45,196.92,Run_00293
1.0,0.3,50,2.0,True,False,37.64,59.63,90.71,Run_00294
1.0,0.3,50,2.0,False,True,43.70,232.35,353.46,Run_00295
1.0,0.3,50,2.0,False,False,38.05,106.54,162.07,Run_00296
1.0,0.3,50,3.0,True,True,39.59,104.72,159.44,Run_00297
1.0,0.3,50,3.0,True,False,37.62,45.82,69.83,Run_00298
1.0,0.3,50,3.0,False,True,43.70,232.35,353.46,Run_00299
1.0,0.3,50,3.0,False,False,38.05,106.54,162.07,Run_00300
1.0,0.3,60,1.0,True,True,41.27,174.17,264.96,Run_00301
1.0,0.3,60,1.0,True,False,36.97,80.72,122.80,Run_00302
1.0,0.3,60,1.0,False,True,43.67,232.35,353.46,Run_00303
1.0,0.3,60,1.0,False,False,38.32,110.18,167.60,Run_00304
1.0,0.3,60,2.0,True,True,40.02,129.45,196.92,Run_00305
1.0,0.3,60,2.0,True,False,37.74,63.27,96.24,Run_00306
1.0,0.3,60,2.0,False,True,43.67,232.35,353.46,Run_00307
1.0,0.3,60,2.0,False,False,38.32,110.18,167.60,Run_00308
1.0,0.3,60,3.0,True,True,39.58,104.72,159.44,Run_00309
1.0,0.3,60,3.0,True,False,37.70,47.63,73.14,Run_00310
1.0,0.3,60,3.0,False,True,43.67,232.35,353.46,Run_00311
1.0,0.3,60,3.0,False,False,38.32,110.18,167.60,Run_00312
1.0,0.3,70,1.0,True,True,41.23,174.17,264.96,Run_00313
1.0,0.3,70,1.0,True,False,37.29,82.18,125.01,Run_00314
1.0,0.3,70,1.0,False,True,43.64,231.99,352.91,Run_00315
1.0,0.3,70,1.0,False,False,38.51,111.63,169.82,Run_00316
1.0,0.3,70,2.0,True,True,40.02,129.09,196.37,Run_00317
1.0,0.3,70,2.0,True,False,37.92,62.18,94.58,Run_00318
1.0,0.3,70,2.0,False,True,43.64,231.99,352.91,Run_00319
1.0,0.3,70,2.0,False,False,38.51,111.63,169.82,Run_00320
1.0,0.3,70,3.0,True,True,39.60,104.36,158.88,Run_00321
1.0,0.3,70,3.0,True,False,37.86,48.36,74.25,Run_00322
1.0,0.3,70,3.0,False,True,43.64,231.99,352.91,Run_00323
1.0,0.3,70,3.0,False,False,38.51,111.63,169.82,Run_00324
1.0,0.3,80,1.0,True,True,41.29,174.54,265.51,Run_00325
1.0,0.3,80,1.0,True,False,37.64,84.00,127.78,Run_00326
1.0,0.3,80,1.0,False,True,43.66,231.99,352.91,Run_00327
1.0,0.3,80,1.0,False,False,38.74,114.18,173.69,Run_00328
1.0,0.3,80,2.0,True,True,40.05,129.45,196.92,Run_00329
1.0,0.3,80,2.0,True,False,38.04,62.91,95.69,Run_00330
1.0,0.3,80,2.0,False,True,43.66,231.99,352.91,Run_00331
1.0,0.3,80,2.0,False,False,38.74,114.18,173.69,Run_00332
1.0,0.3,80,3.0,True,True,39.60,104.36,158.88,Run_00333
1.0,0.3,80,3.0,True,False,38.09,49.45,75.93,Run_00334
1.0,0.3,80,3.0,False,True,43.66,231.99,352.91,Run_00335
1.0,0.3,80,3.0,False,False,38.74,114.18,173.69,Run_00336
1.0,0.4,20,1.0,True,True,41.14,176.36,268.28,Run_00337
1.0,0.4,20,1.0,True,False,32.22,57.45,87.49,Run_00338
1.0,0.4,20,1.0,False,True,43.55,231.63,352.36,Run_00339
1.0,0.4,20,1.0,False,False,33.06,76.36,116.29,Run_00340
1.0,0.4,20,2.0,True,True,39.76,130.90,199.13,Run_00341
1.0,0.4,20,2.0,True,False,33.05,42.18,64.71,Run_00342
1.0,0.4,20,2.0,False,True,43.55,231.63,352.36,Run_00343
1.0,0.4,20,2.0,False,False,33.06,76.36,116.29,Run_00344
1.0,0.4,20,3.0,True,True,39.25,106.90,162.76,Run_00345
1.0,0.4,20,3.0,True,False,33.84,30.91,48.28,Run_00346
1.0,0.4,20,3.0,False,True,43.55,231.63,352.36,Run_00347
1.0,0.4,20,3.0,False,False,33.06,76.36,116.29,Run_00348
1.0,0.4,30,1.0,True,True,41.16,176.72,268.83,Run_00349
1.0,0.4,30,1.0,True,False,32.79,65.45,99.57,Run_00350
1.0,0.4,30,1.0,False,True,43.55,231.26,351.80,Run_00351
1.0,0.4,30,1.0,False,False,34.01,86.54,131.65,Run_00352
1.0,0.4,30,2.0,True,True,39.78,131.27,199.69,Run_00353
1.0,0.4,30,2.0,True,False,33.90,49.45,75.22,Run_00354
1.0,0.4,30,2.0,False,True,43.55,231.26,351.80,Run_00355
1.0,0.4,30,2.0,False,False,34.01,86.54,131.65,Run_00356
1.0,0.4,30,3.0,True,True,39.19,105.81,161.10,Run_00357
1.0,0.4,30,3.0,True,False,34.44,36.36,55.42,Run_00358
1.0,0.4,30,3.0,False,True,43.55,231.26,351.80,Run_00359
1.0,0.4,30,3.0,False,False,34.01,86.54,131.65,Run_00360
1.0,0.4,40,1.0,True,True,41.15,175.27,266.62,Run_00361
1.0,0.4,40,1.0,True,False,33.44,67.63,102.89,Run_00362
1.0,0.4,40,1.0,False,True,43.52,231.63,352.36,Run_00363
1.0,0.4,40,1.0,False,False,34.76,90.91,138.29,Run_00364
1.0,0.4,40,2.0,True,True,39.77,130.90,199.13,Run_00365
1.0,0.4,40,2.0,True,False,34.62,51.27,77.99,Run_00366
1.0,0.4,40,2.0,False,True,43.52,231.63,352.36,Run_00367
1.0,0.4,40,2.0,False,False,34.76,90.91,138.29,Run_00368
1.0,0.4,40,3.0,True,True,39.26,105.45,160.54,Run_00369
1.0,0.4,40,3.0,True,False,34.75,40.00,60.96,Run_00370
1.0,0.4,40,3.0,False,True,43.52,231.63,352.36,Run_00371
1.0,0.4,40,3.0,False,False,34.76,90.91,138.29,Run_00372
1.0,0.4,50,1.0,True,True,41.18,174.90,266.07,Run_00373
1.0,0.4,50,1.0,True,False,33.69,68.36,103.99,Run_00374
1.0,0.4,50,1.0,False,True,43.55,231.26,351.80,Run_00375
1.0,0.4,50,1.0,False,False,34.92,93.09,141.61,Run_00376
1.0,0.4,50,2.0,True,True,39.86,130.18,198.03,Run_00377
1.0,0.4,50,2.0,True,False,34.93,50.54,76.88,Run_00378
1.0,0.4,50,2.0,False,True,43.55,231.26,351.80,Run_00379
1.0,0.4,50,2.0,False,False,34.92,93.09,141.61,Run_00380
1.0,0.4,50,3.0,True,True,39.17,105.81,161.10,Run_00381
1.0,0.4,50,3.0,True,False,34.91,40.36,61.52,Run_00382
1.0,0.4,50,3.0,False,True,43.55,231.26,351.80,Run_00383
1.0,0.4,50,3.0,False,False,34.92,93.09,141.61,Run_00384
