Time_Period,MCS_1_A0_kWh,MCS_1_A1S_kWh
1,250.0,250.0
2,250.0,250.0
3,248.67243767313022,248.6802391971105
4,248.6724376731308,248.6802391971105
5,248.6724376731308,248.68023919711084
6,246.56717451523605,246.574976039216
7,246.56717451523605,246.574976039216
8,246.56717451523605,246.574976039216
9,244.4619113573413,244.46971288132298
10,244.4619113573413,244.46971288132298
11,244.78466066481974,244.46971288132323
12,245.2587824225634,244.46971288132323
13,245.73290418030706,242.36444972342795
14,246.20702593805072,242.36444972342795
15,246.68114769579438,242.36444972342795
16,247.15526945353804,242.36444972342795
17,247.6293912112817,242.36444972342795
18,248.10351296902536,240.919086093991
19,248.57763472676902,238.88989470606668
20,249.05175648451268,238.88989470606668
21,249.52587824225634,239.34147624733797
22,250.0,239.79305778860925
23,250.0,240.24463932988053
24,247.89473684210526,240.6962208711518
25,245.78947368421052,241.1478024124231
26,245.78947368421052,241.59938395369437
27,245.78947368421052,242.05096549496565
28,245.78947368421052,242.50254703623693
29,243.68421052631578,242.95412857750821
30,243.68421052631578,243.4057101187795
31,243.68421052631578,243.85729166005078
32,243.68421052631578,244.30887320132206
33,243.68421052631578,244.76050130768778
34,241.57894736842104,244.76050130768778
35,241.57894736842104,242.850826238338
36,241.57894736842104,242.850826238338
37,241.57894736842104,242.850826238338
38,239.4736842105263,242.80922499346985
39,237.36842105263156,240.7061513747787
40,235.26315789473682,238.71157630207824
41,235.26315789473682,236.7112907795888
42,233.15789473684208,234.60602762169407
43,231.05263157894734,232.50076446379933
44,231.05263157894734,230.7223861394982
45,229.13864265927918,230.7223861394982
46,229.13864265927918,230.7223861394982
47,229.13864265927918,230.7223861394982
48,229.13864265927918,230.7223861394982
49,229.13864265927918,230.7223861394982
50,229.13864265927918,230.7223861394982
51,229.13864265927918,230.7223861394982
52,229.13864265927918,230.7223861394982
53,229.13864265927918,230.7223861394982
54,229.61276441702285,231.17401424586393
55,230.0868861747665,231.62564235222965
56,230.56100793251017,232.07727045859536
57,231.03512969025383,232.52889856496108
58,231.50925144799749,232.9805266713268
59,231.98337320574115,233.43215477769252
60,232.4574949634848,233.88378288405823
61,232.93161672122847,234.33541099042395
62,233.40573847897213,234.64464438356524
63,233.87986023671579,235.09627248993095
64,234.35398199445945,235.5479005962967
65,234.8281037522031,235.5479005962967
66,235.30222550994677,235.99952870266245
67,235.77634726769043,236.4511568090282
68,236.25046902543409,236.90278491539394
69,236.72459078317775,237.35441302175968
70,237.1987125409214,237.80604112812543
71,237.67283429866507,238.25766923449117
72,238.14695605640873,238.70929734085692
73,238.6210778141524,239.16092544722267
74,239.09519957189605,239.6125535535884
75,239.5693213296397,240.06418165995416
76,240.04344308738337,240.5158097663199
77,240.51756484512703,240.96743787268565
78,240.9916866028707,241.4190659790514
79,241.46580836061435,241.87069408541714
80,241.939930118358,242.3223221917829
81,242.41405187610167,242.77395029814863
82,242.88817363384533,243.22557840451438
83,243.362295391589,243.67720651088013
84,243.83641714933265,244.12883461724587
85,244.3105389070763,244.58046272361162
86,244.78466066481997,245.03209082997736
87,245.25878242256363,245.4837189363431
88,245.7329041803073,245.93534704270886
89,246.20702593805095,246.3869751490746
90,246.6811476957946,246.83860325543978
91,247.15526945353827,247.29023136180552
92,247.62939121128193,247.74185946817127
93,248.1035129690256,248.19348757453702
94,248.57763472676925,248.64511568090276
95,249.0517564845129,249.0967437872685
96,249.52587824225634,249.54837189363425
97,250.0,250.0
