Time_Period,Clock,approach0_Charging_kW,approach0_Discharging_kW,shrinking_Charging_kW,shrinking_Discharging_kW,receding_Charging_kW,receding_Discharging_kW
79,03:30,2.878297658020648,0.0,2.896556172972009,0.0,2.8965561729720095,0.0
80,03:45,2.878297658020648,0.0,2.896556172972009,0.0,2.8965561729720095,0.0
81,04:00,2.878297658020648,0.0,2.896556172972009,0.0,2.8965561729720095,0.0
82,04:15,2.878297658020648,0.0,2.896556172972009,0.0,2.8965561729720095,0.0
83,04:30,2.878297658020648,0.0,2.896556172972009,0.0,2.8965561729720095,0.0
84,04:45,2.878297658020648,0.0,2.896556172972009,0.0,2.8965561729720095,0.0
85,05:00,2.878297658020648,0.0,2.896556172972009,0.0,2.8965561729720095,0.0
86,05:15,2.878297658020648,0.0,2.896556172972009,0.0,2.8965561729720095,0.0
87,05:30,2.878297658020648,0.0,2.896556172972009,0.0,2.8965561729720095,0.0
88,05:45,2.878297658020648,0.0,2.896556172972009,0.0,2.8965561729720095,0.0
89,06:00,2.878297658020648,0.0,2.896556172972671,0.0,2.8965561729707194,0.0
90,06:15,2.878297658020648,0.0,2.896556172968632,0.0,2.8965561729720024,0.0
91,06:30,2.878297658020648,0.0,2.896556172972671,0.0,2.8965561729719393,0.0
92,06:45,2.878297658020648,0.0,2.896556172972522,0.0,2.896556172972026,0.0
93,07:00,2.878297658020648,0.0,2.896556172972671,0.0,2.8965561729719136,0.0
94,07:15,2.878297658020648,0.0,2.8965561729727303,0.0,2.8965561729721068,0.0
95,07:30,2.878297658020648,0.0,2.8965561729726113,0.0,2.8965561729719194,0.0
96,07:45,2.878297658020648,0.0,2.8965561729727307,0.0,2.8965561729721325,0.0
