Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.917169885385958,Digging,Traveling,0.0,0.0,4.917169885385958,Digging,Traveling,0.0,0.0,4.917169885385958,Digging,Traveling,0.0,0.0
2,08:15,0.0,0.0,4.967090118906024,Digging,Idle,5.175968300406273,1.2939920751015683,0.0,Charging,Serving CEV,-0.0,0.0,4.967090118906024,Digging,Idle,1.2939920751015683,0.0
3,08:30,7.999999999999999,1.9999999999999998,0.0,Charging,Serving CEV,0.0,1.2939920751015683,4.967090118906024,Digging,Idle,0.0,0.0,4.8671498426615125,Digging,Idle,-0.7060079248984314,-1.9999999999999998
4,08:45,0.0,1.9999999999999998,4.8671498426615125,Digging,Idle,0.0,1.2939920751015683,4.8671498426615125,Digging,Idle,0.0,0.0,4.846747622549963,Digging,Idle,-0.7060079248984314,-1.9999999999999998
5,09:00,0.0,1.9999999999999998,4.846747622549963,Digging,Idle,0.0,1.2939920751015683,4.846747622549963,Digging,Idle,8.000000000000071,2.0000000000000178,0.0,Charging,Serving CEV,-0.7060079248984314,1.7985612998927536e-14
6,09:15,8.0,4.0,0.0,Charging,Serving CEV,0.0,1.2939920751015683,4.568434181178208,Traveling,Idle,0.0,2.0000000000000178,4.568434181178208,Traveling,Idle,-2.7060079248984317,-1.9999999999999822
7,09:30,4.178947368421149,5.044736842105287,0.0,Charging,Serving CEV,8.0,3.2939920751015683,0.0,Charging,Serving CEV,-0.0,2.0000000000000178,4.717690298720717,Digging,Idle,-1.7507447670037188,-3.0447368421052694
8,09:45,0.0,5.044736842105287,4.568434181178208,Traveling,Idle,7.999999999999712,5.293992075101496,0.0,Charging,Serving CEV,8.0,4.000000000000018,0.0,Charging,Serving CEV,0.24925523299620878,-1.0447368421052694
9,10:00,0.0,5.044736842105287,3.3212694210733544,Loading/Swinging,Idle,0.0,5.293992075101496,4.717690298720717,Digging,Traveling,8.0,6.000000000000018,0.0,Charging,Serving CEV,0.24925523299620878,0.9552631578947306
10,10:15,0.0,5.044736842105287,4.717690298720717,Digging,Idle,0.0,5.293992075101496,4.7305259843610505,Digging,Charging (grid),0.0,6.000000000000018,4.7305259843610505,Digging,Idle,0.24925523299620878,0.9552631578947306
11,10:30,0.0,5.044736842105287,4.7305259843610505,Digging,Idle,0.0,5.293992075101496,4.788023817481726,Digging,Charging (grid),-0.0,6.000000000000018,4.788023817481726,Digging,Idle,0.24925523299620878,0.9552631578947306
12,10:45,8.0,7.044736842105287,0.0,Charging,Serving CEV,0.0,5.293992075101496,4.880658634713983,Digging,Charging (grid),0.0,6.000000000000018,4.880658634713983,Digging,Idle,-1.7507447670037912,-1.0447368421052694
13,11:00,0.0,7.044736842105287,4.788023817481726,Digging,Idle,0.0,5.293992075101496,0.0,Idle,Charging (grid),8.000000000000629,8.000000000000174,0.0,Charging,Serving CEV,-1.7507447670037912,0.9552631578948869
14,11:15,0.0,7.044736842105287,4.910243966195298,Traveling,Idle,0.0,5.293992075101496,4.910243966195298,Traveling,Charging (grid),-0.0,8.000000000000174,4.910243966195298,Traveling,Idle,-1.7507447670037912,0.9552631578948869
15,11:30,0.0,7.044736842105287,4.880658634713983,Digging,Idle,0.0,5.293992075101496,3.3212694210733544,Loading/Swinging,Charging (grid),0.0,8.000000000000174,4.777776117160995,Digging,Idle,-1.7507447670037912,0.9552631578948869
16,11:45,0.0,7.044736842105287,4.777776117160995,Digging,Idle,0.0,5.293992075101496,4.777776117160995,Digging,Charging (grid),0.0,8.000000000000174,4.752285683117001,Digging,Idle,-1.7507447670037912,0.9552631578948869
17,12:00,8.0,9.044736842105287,0.0,Charging,Serving CEV,0.0,5.293992075101496,0.0,,Charging (grid),7.475527342933796,9.868881835733623,0.0,Charging,Serving CEV,-3.7507447670037912,0.8241449936283356
18,12:15,8.0,11.044736842105287,0.0,Charging,Serving CEV,0.0,5.293992075101496,0.0,,Charging (grid),5.484038319190717,11.239891415531302,0.0,Charging,Serving CEV,-5.750744767003791,0.19515457342601472
19,12:30,0.0,11.044736842105287,0.0,,Traveling,0.0,5.293992075101496,0.0,,Charging (grid),0.0,11.239891415531302,0.0,,Traveling,-5.750744767003791,0.19515457342601472
20,12:45,0.0,11.044736842105287,0.0,,Charging (grid),0.0,5.293992075101496,0.0,,Charging (grid),0.0,11.239891415531302,0.0,,Charging (grid),-5.750744767003791,0.19515457342601472
21,13:00,0.0,11.044736842105287,0.0,,Charging (grid),0.0,5.293992075101496,0.0,,Charging (grid),0.0,11.239891415531302,0.0,,Charging (grid),-5.750744767003791,0.19515457342601472
22,13:15,0.0,11.044736842105287,0.0,,Charging (grid),0.0,5.293992075101496,0.0,,Traveling,0.0,11.239891415531302,0.0,,Charging (grid),-5.750744767003791,0.19515457342601472
23,13:30,0.0,11.044736842105287,0.0,,Charging (grid),6.911905268424327,7.021968392207578,0.0,Charging,Serving CEV,0.0,11.239891415531302,0.0,,Charging (grid),-4.022768449897709,0.19515457342601472
24,13:45,0.0,11.044736842105287,0.0,,Charging (grid),7.636215512188195,8.931022270254626,0.0,Charging,Serving CEV,0.0,11.239891415531302,0.0,,Charging (grid),-2.113714571850661,0.19515457342601472
25,14:00,0.0,11.044736842105287,4.752285683117001,Digging,Charging (grid),0.0,8.931022270254626,4.752285683117001,Digging,Idle,0.0,11.239891415531302,4.552603911696518,Digging,Charging (grid),-2.113714571850661,0.19515457342601472
26,14:15,0.0,11.044736842105287,4.552603911696518,Digging,Charging (grid),0.0,8.931022270254626,4.552603911696518,Digging,Idle,0.0,11.239891415531302,3.3212694210733544,Loading/Swinging,Charging (grid),-2.113714571850661,0.19515457342601472
27,14:30,0.0,11.044736842105287,4.917956608521258,Traveling,Charging (grid),7.303240862320117,10.756832485834655,0.0,Charging,Serving CEV,0.0,11.239891415531302,4.917956608521258,Traveling,Charging (grid),-0.2879043562706318,0.19515457342601472
28,14:45,0.0,11.044736842105287,4.73046856733142,Digging,Charging (grid),0.0,10.756832485834655,4.917956608521258,Traveling,Idle,0.0,11.239891415531302,3.2582141027008595,Loading/Swinging,Charging (grid),-0.2879043562706318,0.19515457342601472
29,15:00,0.0,11.044736842105287,0.0,Idle,Charging (grid),0.0,10.756832485834655,3.2582141027008595,Loading/Swinging,Idle,0.0,11.239891415531302,0.0,Idle,Charging (grid),-0.2879043562706318,0.19515457342601472
