day,step,clock,cev,p_dig_kW,p_load_kW,p_trav_kW,p_idle_kW,activity_executed,soe_cev_kWh,soe_mcs_kWh,infeasible_flag
1,1,08:00,1,5.2098,0.0,0.0,0.0,Digging,13.49755,250.0,false
1,2,08:15,1,4.7653,0.0,0.0,0.0,Digging,12.306225000000001,250.0,false
1,3,08:30,1,4.5629,0.0,0.0,0.0,Digging,11.165500000000002,250.0,false
1,4,08:45,1,0.0,0.0,0.0,0.0,Charging,13.165500000000002,247.89473684210526,false
1,5,09:00,1,3.4832,0.0,0.0,0.0,Digging,12.294700000000002,247.89473684210526,false
1,6,09:15,1,0.0,0.0,4.6066,0.0,Traveling,11.143050000000002,247.89473684210526,false
1,7,09:30,1,0.0,0.0,0.0,0.0,Charging,13.143050000000002,245.78947368421052,false
1,8,09:45,1,5.3389,0.0,0.0,0.0,Digging,11.808325000000002,245.78947368421052,false
1,9,10:00,1,0.0,0.0,0.0,0.2629,Charging,13.742600000000001,243.68421052631578,false
1,10,10:15,1,5.1226,0.0,0.0,0.0,Digging,12.461950000000002,243.68421052631578,false
1,11,10:30,1,3.4832,0.0,0.0,0.0,Digging,11.591150000000003,243.68421052631578,false
1,12,10:45,1,0.0,0.0,0.0,0.0,Charging,13.591150000000003,241.57894736842104,false
1,13,11:00,1,4.2026,0.0,0.0,0.0,Digging,12.540500000000002,241.57894736842104,false
1,14,11:15,1,0.0,0.0,4.6176,0.0,Traveling,11.3861,241.99418717130538,false
1,15,11:30,1,4.8905,0.0,0.0,0.0,Digging,10.163475,242.4134899055964,false
1,16,11:45,1,4.7843,0.0,0.0,0.0,Digging,8.9674,242.83368899888072,false
1,17,12:00,1,0.0,0.0,0.0,0.0,,8.9674,243.262047952379,false
1,18,12:15,1,0.0,0.0,0.0,0.0,,8.9674,243.69040690587727,false
1,19,12:30,1,0.0,0.0,0.0,0.0,,8.9674,244.11876585937554,false
1,20,12:45,1,0.0,0.0,0.0,0.0,,8.9674,244.54712481287382,false
1,21,13:00,1,0.0,0.0,0.0,0.0,,8.9674,244.9754837663721,false
1,22,13:15,1,0.0,0.0,0.0,0.0,,8.9674,245.40384271987037,false
1,23,13:30,1,0.0,0.0,0.0,0.0,,8.9674,245.40384271987037,false
1,24,13:45,1,0.0,0.0,0.0,0.0,Charging,10.692286393688576,243.58817283177714,false
1,25,14:00,1,0.0,3.4369,0.0,0.0,Loading/Swinging,9.833061393688576,243.58817283177714,false
1,26,14:15,1,4.7809,0.0,0.0,0.0,Digging,8.637836393688575,243.58817283177714,false
1,27,14:30,1,0.0,0.0,3.7534,0.0,Traveling,7.699486393688575,243.58817283177714,false
1,28,14:45,1,0.0,2.9903,0.0,0.0,Loading/Swinging,6.951911393688575,243.58817283177714,false
1,29,15:00,1,0.0,0.0,0.0,0.0,Charging,8.951911393688576,241.4829096738824,false
1,30,15:15,1,0.0,2.9366,0.0,0.0,Loading/Swinging,8.217761393688576,241.4829096738824,false
1,31,15:30,1,4.8905,0.0,0.0,0.0,Digging,6.995136393688576,241.4829096738824,false
1,32,15:45,1,0.0,3.1344,0.0,0.0,Loading/Swinging,6.211536393688577,241.4829096738824,false
1,33,16:00,1,0.0,0.0,4.5117,0.0,Traveling,5.083611393688576,241.4829096738824,false
1,34,16:15,1,0.0,0.0,0.0,0.0262,Charging,7.0770613936885765,239.37764651598766,false
1,35,16:30,1,0.0,2.9903,0.0,0.0,Loading/Swinging,6.329486393688576,239.37764651598766,false
1,36,16:45,1,0.0,2.4555,0.0,0.0,Loading/Swinging,5.715611393688576,239.37764651598766,false
1,37,17:00,1,0.0,0.0,0.0,0.0,Charging,7.2781257161216555,237.73289459763706,false
1,38,17:15,1,0.0,0.0,0.0,0.0,Charging,9.278125716121655,235.62763143974232,false
1,39,17:30,1,0.0,0.0,0.0,0.0,Charging,11.278125716121655,233.52236828184758,false
1,40,17:45,1,0.0,0.0,0.0,0.0,Charging,13.278125716121655,231.41710512395284,false
1,41,18:00,1,0.0,0.0,0.0,0.0,Charging,14.8,229.73081782879677,false
1,42,18:15,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,43,18:30,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,44,18:45,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,45,19:00,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,46,19:15,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,47,19:30,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,48,19:45,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,49,20:00,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,50,20:15,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,51,20:30,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,52,20:45,1,0.0,0.0,0.0,0.0,,14.8,229.73081782879677,false
1,53,21:00,1,0.0,0.0,0.0,0.0,,14.8,230.1914810599605,false
1,54,21:15,1,0.0,0.0,0.0,0.0,,14.8,230.65214429112422,false
1,55,21:30,1,0.0,0.0,0.0,0.0,,14.8,231.11280752228794,false
1,56,21:45,1,0.0,0.0,0.0,0.0,,14.8,231.57347075345166,false
1,57,22:00,1,0.0,0.0,0.0,0.0,,14.8,232.03413398461538,false
1,58,22:15,1,0.0,0.0,0.0,0.0,,14.8,232.4947972157791,false
1,59,22:30,1,0.0,0.0,0.0,0.0,,14.8,232.95546044694282,false
1,60,22:45,1,0.0,0.0,0.0,0.0,,14.8,233.41612367810654,false
1,61,23:00,1,0.0,0.0,0.0,0.0,,14.8,233.87678690927027,false
1,62,23:15,1,0.0,0.0,0.0,0.0,,14.8,234.337450140434,false
1,63,23:30,1,0.0,0.0,0.0,0.0,,14.8,234.7981133715977,false
1,64,23:45,1,0.0,0.0,0.0,0.0,,14.8,235.25877660276132,false
1,65,00:00,1,0.0,0.0,0.0,0.0,,14.8,235.71943983392504,false
1,66,00:15,1,0.0,0.0,0.0,0.0,,14.8,236.18010306508876,false
1,67,00:30,1,0.0,0.0,0.0,0.0,,14.8,236.64076629625248,false
1,68,00:45,1,0.0,0.0,0.0,0.0,,14.8,237.1014295274162,false
1,69,01:00,1,0.0,0.0,0.0,0.0,,14.8,237.56209275857992,false
1,70,01:15,1,0.0,0.0,0.0,0.0,,14.8,238.02275598974364,false
