Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,5.30264233159133,Digging,Traveling,0.0,0.0,5.30264233159133,Digging,Traveling,0.0,0.0,5.30264233159133,Digging,Idle,0.0,0.0
2,08:15,5.04473684210517,1.2611842105262925,0.0,Charging,Serving CEV,5.581728770181082,1.3954321925452704,0.0,Charging,Serving CEV,0.0,0.0,2.723965325503851,Loading/Swinging,Idle,0.13424798201897792,-1.2611842105262925
3,08:30,-2.1227464230832993e-12,1.2611842105257618,5.341593790671668,Digging,Idle,0.0,1.3954321925452704,5.341593790671668,Digging,Idle,0.0,0.0,5.341593790671668,Digging,Traveling,0.1342479820195086,-1.2611842105257618
4,08:45,0.0,1.2611842105257618,5.311687106182523,Digging,Idle,0.0,1.3954321925452704,5.311687106182523,Digging,Idle,0.0,0.0,5.311687106182523,Digging,Idle,0.1342479820195086,-1.2611842105257618
5,09:00,7.999999999999997,3.2611842105257614,0.0,Charging,Serving CEV,7.895348312493125,3.3692692706685516,0.0,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,0.10808506014279029,-1.2611842105257614
6,09:15,0.0,3.2611842105257614,4.374301284916125,Digging,Idle,0.0,3.3692692706685516,4.374301284916125,Digging,Idle,0.0,2.0,5.528697074593177,Traveling,Traveling,0.10808506014279029,-1.2611842105257614
7,09:30,0.0,3.2611842105257614,5.528697074593177,Traveling,Idle,7.144246178166382,5.155330815210148,0.0,Charging,Serving CEV,0.0,2.0,4.374301284916125,Digging,Traveling,1.8941466046843862,-1.2611842105257614
8,09:45,8.0,5.261184210525761,0.0,Charging,Serving CEV,0.0,5.155330815210148,5.528697074593177,Traveling,Idle,0.0,2.0,4.315963615822609,Digging,Idle,-0.10585339531561377,-3.2611842105257614
9,10:00,0.0,5.261184210525761,4.315963615822609,Digging,Traveling,0.0,5.155330815210148,4.315963615822609,Digging,Idle,8.0,4.0,0.0,Charging,Serving CEV,-0.10585339531561377,-1.2611842105257614
10,10:15,0.0,5.261184210525761,4.164603327846952,Digging,Charging (grid),0.0,5.155330815210148,4.164603327846952,Digging,Idle,0.0,4.0,4.164603327846952,Digging,Traveling,-0.10585339531561377,-1.2611842105257614
11,10:30,0.0,5.261184210525761,4.102980436264462,Digging,Charging (grid),0.0,5.155330815210148,4.102980436264462,Digging,Idle,0.0,4.0,4.102980436264462,Digging,Charging (grid),-0.10585339531561377,-1.2611842105257614
12,10:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),8.0,7.155330815210148,0.0,Charging,Serving CEV,0.0,4.0,5.754316064415277,Traveling,Charging (grid),1.8941466046843862,-1.2611842105257614
13,11:00,0.0,5.261184210525761,5.455984629626272,Digging,Charging (grid),0.0,7.155330815210148,5.455984629626272,Digging,Idle,0.0,4.0,5.455984629626272,Digging,Charging (grid),1.8941466046843862,-1.2611842105257614
14,11:15,0.0,5.261184210525761,5.754316064415277,Traveling,Charging (grid),0.0,7.155330815210148,5.754316064415277,Traveling,Idle,0.0,4.0,0.0,Idle,Charging (grid),1.8941466046843862,-1.2611842105257614
