Time_Period,Clock,A0_Charging_kW,A0_Discharging_kW,A1S_Charging_kW,A1S_Discharging_kW,A2S_Charging_kW,A2S_Discharging_kW
1,08:00,0.0,0.0,0.0,0.0,0.0,0.0
2,08:15,0.0,0.0,0.0,4.810669893425804,0.0,0.0
3,08:30,0.0,7.999999999999999,0.0,0.0,0.0,7.999999999947835
4,08:45,-0.0,0.0,0.0,0.0,0.0,0.0
5,09:00,-0.0,0.0,0.0,7.9999999999999964,0.0,0.0
6,09:15,-0.0,8.0,0.0,0.0,0.0,8.0
7,09:30,-0.0,4.178947368421149,0.0,8.0,0.0,0.0
8,09:45,-0.0,0.0,0.0,0.0,0.0,8.0
9,10:00,-0.0,0.0,0.0,0.0,0.0,0.0
10,10:15,-0.0,0.0,0.0,0.0,0.0,0.0
11,10:30,-0.0,0.0,0.0,0.0,0.0,0.0
12,10:45,-0.0,8.0,0.0,8.0,0.0,8.0
13,11:00,-0.0,0.0,0.0,0.0,0.0,0.0
14,11:15,-0.0,0.0,0.0,0.0,0.0,0.0
15,11:30,-0.0,0.0,0.0,0.0,0.0,0.0
16,11:45,-0.0,0.0,0.0,0.0,0.0,0.0
17,12:00,-0.0,8.0,0.0,8.0,0.0,8.000000000000028
18,12:15,-0.0,8.0,0.0,4.645641125895207,0.0,7.999999999999995
19,12:30,-0.0,0.0,0.0,8.0,0.0,0.0
20,12:45,1.9500975795663558,0.0,0.0,0.0,1.974757352887046,0.0
21,13:00,1.9500975795663558,0.0,2.0734220609430825,0.0,1.974757352887046,0.0
22,13:15,1.9500975795663558,0.0,2.0734220609430825,0.0,1.974757352887046,0.0
23,13:30,1.9500975795663558,0.0,2.0734220609430825,0.0,1.974757352887046,0.0
24,13:45,1.9500975795663558,0.0,2.0734220609430825,0.0,1.9758922900310976,0.0
25,14:00,1.9500975795663558,0.0,2.073422060943081,0.0,1.9758922900310976,0.0
26,14:15,1.9500975795663558,0.0,2.083983368898907,0.0,1.9991409967135092,0.0
27,14:30,1.9500975795663558,0.0,2.0958109864805574,0.0,2.0008915715594413,0.0
28,14:45,1.9500975795663558,0.0,2.12111832687575,0.0,0.0,0.0
29,15:00,1.9500975795663558,0.0,2.12111832687575,0.0,0.0,8.0
30,15:15,1.9500975795663558,0.0,2.12111832687575,0.0,0.0,0.0
