Time_Period,Clock,A0_Charging_kW,A0_Discharging_kW,A1S_Charging_kW,A1S_Discharging_kW,A2S_Charging_kW,A2S_Discharging_kW
1,08:00,0.0,0.0,0.0,0.0,0.0,0.0
2,08:15,0.0,0.0,0.0,4.516526315789478,0.0,0.0
3,08:30,0.0,8.0,0.0,0.0,0.0,0.0
4,08:45,-0.0,0.0,0.0,-1.9251219455128514e-12,0.0,0.0
5,09:00,-0.0,0.0,0.0,8.000000000000135,0.0,8.0
6,09:15,-0.0,0.0,0.0,0.0,0.0,0.0
7,09:30,-0.0,8.0,0.0,0.0,0.0,7.800908297000342
8,09:45,-0.0,7.999999999999972,0.0,8.0,0.0,7.221254424210173
9,10:00,-0.0,0.0,0.0,0.0,0.0,0.0
10,10:15,-0.0,0.0,0.0,0.0,1.799490858250182,0.0
11,10:30,-0.0,0.0,0.0,0.0,1.804721340304934,0.0
12,10:45,-0.0,8.0,0.0,7.09786703601282,1.8209564873281785,0.0
13,11:00,-0.0,0.0,0.0,0.0,1.8308384540456053,0.0
14,11:15,-0.0,0.0,0.0,0.0,1.8308384540456053,0.0
15,11:30,-0.0,0.0,0.0,0.0,1.8546653766422956,0.0
16,11:45,-0.0,0.0,0.0,0.0,1.8805199397149797,0.0
17,12:00,-0.0,8.0,0.0,7.465480682315662,1.8809640040709823,0.0
18,12:15,-0.0,8.0,0.0,7.60707996408822,1.9569038621042596,0.0
19,12:30,-0.0,0.0,0.0,0.0,1.9569038621042596,0.0
20,12:45,1.9788970590799921,0.0,1.910610514040251,0.0,1.9569038621042596,0.0
21,13:00,1.9788970590799921,0.0,1.910610514040251,0.0,1.9569038621042596,0.0
22,13:15,1.9788970590799921,0.0,1.910610514040234,0.0,0.0,0.0
23,13:30,1.9788970590799921,0.0,1.9106105140402498,0.0,0.0,8.0
24,13:45,1.9788970590799921,0.0,1.910610514040251,0.0,0.0,8.0
25,14:00,1.9788970590799921,0.0,1.910610514040251,0.0,0.0,0.0
26,14:15,1.9788970590799921,0.0,1.925443751607042,0.0,0.0,0.0
27,14:30,1.9788970590799921,0.0,1.925443751607042,0.0,0.0,0.0
28,14:45,1.9788970590799921,0.0,1.925443751607042,0.0,0.0,0.0
29,15:00,1.9788970590799921,0.0,1.9455633025619943,0.0,0.0,8.0
30,15:15,1.9788970590799921,0.0,1.9455633025619943,0.0,0.0,0.0
31,15:30,1.9788970590799921,0.0,1.9455633025619943,0.0,0.0,0.0
32,15:45,1.9788970590799921,0.0,1.9455633025619943,0.0,0.0,8.0
33,16:00,-0.0,0.0,0.0,0.0,0.0,0.0
34,16:15,-0.0,8.0,0.0,7.252469475574316,0.0,0.0
35,16:30,-0.0,0.0,0.0,0.0,0.0,0.0
36,16:45,-0.0,0.0,0.0,0.0,0.0,0.0
