Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.764336498431121,Digging,Traveling,0.0,0.0,4.764336498431121,Digging,Idle,0.0
2,08:15,5.04473684210517,1.2611842105262925,0.0,Charging,Serving CEV,0.0,0.0,4.989984663182659,Digging,Idle,-1.2611842105262925
3,08:30,-2.1227464230832993e-12,1.2611842105257618,4.989984663182659,Digging,Idle,0.0,0.0,4.6363591868503535,Digging,Traveling,-1.2611842105257618
4,08:45,0.0,1.2611842105257618,4.6363591868503535,Digging,Idle,0.0,0.0,2.921367853046169,Loading/Swinging,Idle,-1.2611842105257618
5,09:00,7.999999999999997,3.2611842105257614,0.0,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,-1.2611842105257614
6,09:15,0.0,3.2611842105257614,4.517112418656664,Digging,Idle,0.0,2.0,4.9943834316994495,Traveling,Traveling,-1.2611842105257614
7,09:30,0.0,3.2611842105257614,4.9943834316994495,Traveling,Idle,0.0,2.0,4.517112418656664,Digging,Traveling,-1.2611842105257614
8,09:45,8.0,5.261184210525761,0.0,Charging,Serving CEV,0.0,2.0,4.336638499868317,Digging,Idle,-3.2611842105257614
9,10:00,0.0,5.261184210525761,4.336638499868317,Digging,Traveling,8.0,4.0,0.0,Charging,Serving CEV,-1.2611842105257614
10,10:15,0.0,5.261184210525761,5.008074212365046,Digging,Charging (grid),0.0,4.0,5.008074212365046,Digging,Idle,-1.2611842105257614
11,10:30,0.0,5.261184210525761,4.9644221838317835,Digging,Charging (grid),8.0,6.0,0.0,Charging,Serving CEV,0.7388157894742386
12,10:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),8.0,8.0,0.0,Charging,Serving CEV,2.7388157894742386
13,11:00,0.0,5.261184210525761,4.778902569832251,Digging,Charging (grid),0.0,8.0,4.9644221838317835,Digging,Traveling,2.7388157894742386
