Time_Period,MCS_1_A0_kWh,MCS_1_A2S_kWh
1,250.0,250.0
2,250.0,250.0
3,248.67243767313022,250.0
4,248.6724376731308,250.0
5,248.6724376731308,250.0
6,246.56717451523605,247.89473684210526
7,246.56717451523605,247.89473684210526
8,246.56717451523605,247.89473684210526
9,244.4619113573413,247.89473684210526
10,244.4619113573413,245.78947368421052
11,244.78466066481974,245.78947368421052
12,245.2587824225634,243.68421052631578
13,245.73290418030706,241.57894736842104
14,246.20702593805072,241.57894736842104
15,246.68114769579438,242.00667211620626
16,247.15526945353804,242.43439686399148
17,247.6293912112817,242.8621216117767
18,248.10351296902536,243.2905793002111
19,248.57763472676902,243.7203636767959
20,249.05175648451268,244.1501480533807
21,249.52587824225634,244.5881831259529
22,250.0,245.0262181985251
23,250.0,245.4642532710973
24,247.89473684210526,245.4642532710973
25,245.78947368421052,243.35899011320257
26,245.78947368421052,243.35899011320257
27,245.78947368421052,243.35899011320257
28,245.78947368421052,243.35899011320257
29,243.68421052631578,241.25372695530783
30,243.68421052631578,241.25372695530783
31,243.68421052631578,241.25372695530783
32,243.68421052631578,241.25372695530783
33,243.68421052631578,239.1484637974131
34,241.57894736842104,239.1484637974131
35,241.57894736842104,239.1484637974131
36,241.57894736842104,239.1484637974131
37,241.57894736842104,239.1484637974131
38,239.4736842105263,237.04320063951835
39,237.36842105263156,234.9379374816236
40,235.26315789473682,232.83267432372887
41,235.26315789473682,230.72741116583413
42,233.15789473684208,228.79539140907488
43,231.05263157894734,228.79539140907488
44,231.05263157894734,228.79539140907488
45,229.13864265927918,228.79539140907488
46,229.13864265927918,228.79539140907488
47,229.13864265927918,228.79539140907488
48,229.13864265927918,228.79539140907488
49,229.13864265927918,228.79539140907488
50,229.13864265927918,228.79539140907488
51,229.13864265927918,228.79539140907488
52,229.13864265927918,228.79539140907488
53,229.13864265927918,228.79539140907488
54,229.61276441702285,229.2773143315959
55,230.0868861747665,229.75923725411693
56,230.56100793251017,230.24116017663795
57,231.03512969025383,230.72308309915897
58,231.50925144799749,231.20500602168
59,231.98337320574115,231.68692894420101
60,232.4574949634848,232.16885186672204
61,232.93161672122847,232.65077478924306
62,233.40573847897213,233.13269771176408
63,233.87986023671579,233.6146206342851
64,234.35398199445945,234.09654355680613
65,234.8281037522031,234.57846647932718
66,235.30222550994677,235.06038940184823
67,235.77634726769043,235.54231232436928
68,236.25046902543409,236.02423524689033
69,236.72459078317775,236.50615816941138
70,237.1987125409214,236.98808109193243
71,237.67283429866507,237.47000401445348
72,238.14695605640873,237.95192693697453
73,238.6210778141524,238.43384985949558
74,239.09519957189605,238.91577278201663
75,239.5693213296397,239.39769570453768
76,240.04344308738337,239.87961862705873
77,240.51756484512703,240.36154154957978
78,240.9916866028707,240.84346447210083
79,241.46580836061435,241.32538739462188
80,241.939930118358,241.80731031714294
81,242.41405187610167,242.289233239664
82,242.88817363384533,242.77115616218504
83,243.362295391589,243.2530790847061
84,243.83641714933265,243.73500200722714
85,244.3105389070763,244.2169249297482
86,244.78466066481997,244.69884785226924
87,245.25878242256363,245.1807707747903
88,245.7329041803073,245.66269369731134
89,246.20702593805095,246.1446166198324
90,246.6811476957946,246.62653954235262
91,247.15526945353827,247.10846246487367
92,247.62939121128193,247.59038538739472
93,248.1035129690256,248.07230830991577
94,248.57763472676925,248.55423123243682
95,249.0517564845129,249.03615415495787
96,249.52587824225634,249.51807707747895
97,250.0,250.0
