day,step,clock,cev,p_dig_kW,p_load_kW,p_trav_kW,p_idle_kW,activity_executed,soe_cev_kWh,soe_mcs_kWh,infeasible_flag
1,1,08:00,1,5.257171176668226,0.0,0.0,0.0,Digging,13.485707205832945,250.0,false
1,2,08:15,1,0.0,0.0,0.0,0.0,Charging,14.687462778640757,248.73499413388652,false
1,3,08:30,1,5.262850991206029,0.0,0.0,0.0,Digging,13.37175003083925,248.73499413388652,false
1,4,08:45,1,5.271603006483285,0.0,0.0,0.0,Digging,12.05384927921843,248.73499413388652,false
1,5,09:00,1,0.0,0.0,0.0,0.0,Charging,14.053849279218353,246.62973097599186,false
1,6,09:15,1,5.243515152625685,0.0,0.0,0.0,Digging,12.742970491061932,246.62973097599186,false
1,7,09:30,1,0.0,0.0,0.0,0.0,Charging,14.742970491061337,244.52446781809775,false
1,8,09:45,1,0.0,0.0,5.49978473139018,0.0,Traveling,13.368024308213792,244.52446781809775,false
1,9,10:00,1,5.2255121995057054,0.0,0.0,0.0,Digging,12.061646258337365,244.52446781809775,false
1,10,10:15,1,5.383467569679832,0.0,0.0,0.0,Digging,10.715779365917408,244.52446781809775,false
1,11,10:30,1,5.303736440506365,0.0,0.0,0.0,Digging,9.389845255790817,244.52446781809775,false
1,12,10:45,1,0.0,0.0,0.0,0.0,Charging,11.389845255790817,242.419204660203,false
1,13,11:00,1,5.363790768841857,0.0,0.0,0.0,Digging,10.048897563580352,242.419204660203,false
1,14,11:15,1,0.0,0.0,5.55402949032208,0.0,Traveling,8.660390190999832,242.419204660203,false
1,15,11:30,1,5.352952653995257,0.0,0.0,0.0,Digging,7.322152027501018,242.419204660203,false
1,16,11:45,1,5.318711569052477,0.0,0.0,0.0,Digging,5.992474135237899,242.419204660203,false
1,17,12:00,1,0.0,0.0,0.0,0.0,Charging,7.992474135237917,240.31394150230824,false
1,18,12:15,1,0.0,0.0,0.0,0.0,Charging,9.146922413934838,239.09873278789044,false
1,19,12:30,1,0.0,0.0,0.0,0.0,Charging,11.146922413934838,236.9934696299957,false
1,20,12:45,1,0.0,0.0,0.0,0.0,,11.146922413934838,236.9934696299957,false
1,21,13:00,1,0.0,0.0,0.0,0.0,,11.146922413934838,237.48576625138458,false
1,22,13:15,1,0.0,0.0,0.0,0.0,,11.146922413934838,237.97806287277345,false
1,23,13:30,1,0.0,0.0,0.0,0.0,,11.146922413934838,238.47035949416232,false
1,24,13:45,1,0.0,0.0,0.0,0.0,,11.146922413934838,238.9626561155512,false
1,25,14:00,1,0.0,3.5344967171927126,0.0,0.0,Loading/Swinging,10.263298234636661,239.45495273694007,false
1,26,14:15,1,0.0,3.5331467553815306,0.0,0.0,Loading/Swinging,9.380011545791278,239.94929105469086,false
1,27,14:30,1,0.0,0.0,5.521032700551708,0.0,Traveling,7.999753370653352,240.445704423718,false
1,28,14:45,1,5.244077326987146,0.0,0.0,0.0,Digging,6.688734038906565,240.94670218248203,false
1,29,15:00,1,0.0,0.0,0.0,0.0,Idle,6.688734038906565,241.45030599691884,false
1,30,15:15,1,0.0,3.6189272634161047,0.0,0.0,Loading/Swinging,5.784002223052539,241.95390981135566,false
1,31,15:30,1,0.0,3.641592563178864,0.0,0.0,Loading/Swinging,4.873604082257823,242.45751362579247,false
1,32,15:45,1,5.280980658110259,0.0,0.0,0.0,Digging,3.5533589177302582,242.45751362579247,false
1,33,16:00,1,0.0,0.0,0.0,0.0,Charging,5.462639004329987,240.44774511358224,false
1,34,16:15,1,0.0,0.0,0.0,0.0,Charging,7.362150578719476,238.44825924580383,false
1,35,16:30,1,0.0,0.0,5.502323404969119,0.0,Traveling,5.986569727477196,238.44825924580383,false
1,36,16:45,1,0.0,3.5696215400348903,0.0,0.0,Loading/Swinging,5.094164342468473,238.44825924580383,false
1,37,17:00,1,0.0,0.0,0.0,0.0,Charging,7.094164342468473,236.34299608790909,false
1,38,17:15,1,0.0,0.0,0.0,0.0,Charging,9.094164342468474,234.23773293001435,false
1,39,17:30,1,0.0,0.0,0.0,0.0,Charging,9.100307139870083,234.23126682748634,false
1,40,17:45,1,0.0,0.0,0.0,0.0,Charging,11.09998383474368,232.1263439907773,false
1,41,18:00,1,0.0,0.0,0.0,0.0,Charging,13.09998383474368,230.02108083288255,false
1,42,18:15,1,0.0,0.0,0.0,0.0,Charging,14.8,228.1374064115459,false
1,43,18:30,1,0.0,0.0,0.0,0.0,,14.8,228.1374064115459,false
1,44,18:45,1,0.0,0.0,0.0,0.0,,14.8,228.1374064115459,false
1,45,19:00,1,0.0,0.0,0.0,0.0,,14.8,228.1374064115459,false
1,46,19:15,1,0.0,0.0,0.0,0.0,,14.8,228.1374064115459,false
1,47,19:30,1,0.0,0.0,0.0,0.0,,14.8,228.1374064115459,false
1,48,19:45,1,0.0,0.0,0.0,0.0,,14.8,228.1374064115459,false
1,49,20:00,1,0.0,0.0,0.0,0.0,,14.8,228.1374064115459,false
1,50,20:15,1,0.0,0.0,0.0,0.0,,14.8,228.1374064115459,false
1,51,20:30,1,0.0,0.0,0.0,0.0,,14.8,228.1374064115459,false
1,52,20:45,1,0.0,0.0,0.0,0.0,,14.8,228.1374064115459,false
1,53,21:00,1,0.0,0.0,0.0,0.0,,14.8,228.6410102259827,false
