Time_Period,Clock,A0_Charging_kW,A0_Discharging_kW,A1R_Charging_kW,A1R_Discharging_kW,A2R_Charging_kW,A2R_Discharging_kW
375,05:30,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
376,05:45,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
377,06:00,2.878418534374208,0.0,2.8962322263671587,0.0,2.8962322263664415,0.0
378,06:15,2.878418534374208,0.0,2.8962322263671587,0.0,2.896232226367164,0.0
379,06:30,2.878418534374208,0.0,2.8962322263671587,0.0,2.896232226366985,0.0
380,06:45,2.878418534374208,0.0,2.8962322263671587,0.0,2.8962322263671587,0.0
381,07:00,2.878418534374208,0.0,2.8962322263671587,0.0,2.896232226367144,0.0
382,07:15,2.878418534374208,0.0,2.8962322263671587,0.0,2.896232226367267,0.0
383,07:30,2.878418534374208,0.0,2.8962322263671587,0.0,2.8962322263670504,0.0
384,07:45,2.878418534374208,0.0,2.8962322263671587,0.0,2.8962322263672786,0.0
385,08:00,0.0,0.0,0.0,0.0,0.0,0.0
386,08:15,0.0,0.0,0.0,0.0,0.0,0.0
387,08:30,0.0,0.0,0.0,8.0,0.0,0.0
388,08:45,0.0,0.0,0.0,0.0,0.0,0.0
389,09:00,1.2596879525940835e-13,0.0,0.0,0.0,-0.0,0.0
390,09:15,0.0,8.0,0.0,8.0,0.0,0.0
391,09:30,-0.0,8.0,0.0,0.0,0.0,0.0
392,09:45,-0.0,0.0,0.0,7.556766217250967,0.0,0.0
393,10:00,-0.0,0.0,0.0,0.0,0.0,8.0
394,10:15,-0.0,0.0,0.0,0.0,0.0,0.0
395,10:30,-0.0,0.0,0.0,0.0,0.0,0.0
396,10:45,-0.0,8.0,0.0,8.000000000000007,0.0,8.0
397,11:00,-0.0,0.0,0.0,0.0,0.0,0.0
398,11:15,-0.0,0.0,0.0,0.0,0.0,0.0
399,11:30,-0.0,0.0,0.0,0.0,0.0,0.0
400,11:45,-0.0,0.0,0.0,0.0,0.0,0.0
401,12:00,-0.0,8.0,0.0,8.0,0.0,8.0
402,12:15,-0.0,8.0,0.0,0.0,0.0,8.0
403,12:30,-0.0,8.0,0.0,0.0,0.0,8.0
404,12:45,-0.0,8.0,0.0,7.330462235531797,0.0,0.0
405,13:00,-0.0,2.06798585373512,0.0,0.0,0.0,0.0
406,13:15,-0.0,0.0,0.0,0.0,0.0,4.6404529883250945
407,13:30,-0.0,0.0,0.0,6.775399999999998,0.0,0.0
408,13:45,-0.0,0.0,0.0,0.0,0.0,8.0
409,14:00,-0.0,0.0,0.0,0.0,0.0,0.0
410,14:15,-0.0,8.646641599146527e-14,0.0,0.0,0.0,0.0
411,14:30,-0.0,7.999999999999765,0.0,1.7107179865185174,0.0,0.0
412,14:45,-0.0,0.0,0.0,0.0,0.0,8.0
413,15:00,-0.0,0.0,0.0,0.0,0.0,0.0
414,15:15,-0.0,-3.232969447708456e-13,0.0,0.0,0.0,0.0
415,15:30,-0.0,0.0,0.0,0.0,0.0,0.0
416,15:45,-0.0,7.999999999999962,0.0,7.668188553238852,0.0,0.0
417,16:00,-0.0,0.0,0.0,0.0,0.0,8.0
418,16:15,-0.0,0.0,0.0,0.0,0.0,0.0
419,16:30,-0.0,0.0,0.0,0.0,0.0,0.0
420,16:45,-0.0,0.0,0.0,0.0,0.0,8.0
421,17:00,-0.0,8.0,0.0,0.7184371537375256,0.0,8.0
422,17:15,-0.0,8.0,0.0,8.0,0.0,8.0
423,17:30,-0.0,5.956800000000512,0.0,8.0,0.0,3.119519157952574
424,17:45,-0.0,0.0,0.0,8.0,0.0,0.0
425,18:00,-0.0,0.0,0.0,8.0,-0.0,0.0
426,18:15,-0.0,0.0,0.0,0.0,-0.0,0.0
427,18:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
428,18:45,-0.0,0.0,-0.0,0.0,-0.0,0.0
429,19:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
430,19:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
431,19:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
432,19:45,-0.0,0.0,-0.0,0.0,-0.0,0.0
433,20:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
434,20:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
435,20:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
436,20:45,-0.0,0.0,0.0,0.0,0.0,0.0
437,21:00,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
438,21:15,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
439,21:30,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
440,21:45,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
441,22:00,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
442,22:15,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
443,22:30,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
444,22:45,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
445,23:00,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
446,23:15,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
447,23:30,2.8966201423756,0.0,2.889951451681631,0.0,2.889951451681631,0.0
448,23:45,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
449,00:00,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
450,00:15,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
451,00:30,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
452,00:45,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
453,01:00,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
454,01:15,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
455,01:30,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
456,01:45,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
457,02:00,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
458,02:15,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
459,02:30,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
460,02:45,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
461,03:00,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
462,03:15,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
463,03:30,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
464,03:45,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
465,04:00,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
466,04:15,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
467,04:30,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
468,04:45,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
469,05:00,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
470,05:15,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
471,05:30,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
472,05:45,2.8966201423756,0.0,2.889951451682184,0.0,2.8899514516818754,0.0
473,06:00,2.8966201423756,0.0,2.88995145166352,0.0,2.889951451675947,0.0
474,06:15,2.8966201423756,0.0,2.8899514516822187,0.0,2.88995145168162,0.0
475,06:30,2.8966201423756,0.0,2.8899514516822187,0.0,2.8899514516819194,0.0
476,06:45,2.8966201423756,0.0,2.8899514516822187,0.0,2.8899514516819194,0.0
477,07:00,2.8966201423756,0.0,2.8899514516822187,0.0,2.8899514516819194,0.0
478,07:15,2.8966201423756,0.0,2.8899514516822187,0.0,2.8899514516819496,0.0
479,07:30,2.8966201423756,0.0,2.8899514516822182,0.0,2.8899514516818297,0.0
480,07:45,2.8966201423756,0.0,2.8899514516822484,0.0,2.889951451682009,0.0
