Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A1R_minus_A0_cum_kWh,A2R_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.367018249215561,Digging,Traveling,0.0,0.0,4.367018249215561,Digging,Traveling,0.0,0.0,4.367018249215561,Digging,Idle,0.0,0.0
2,08:15,5.04473684210517,1.2611842105262925,0.0,Charging,Serving CEV,0.0,0.0,4.282357668408671,Digging,Idle,0.0,0.0,4.282357668408671,Digging,Traveling,-1.2611842105262925,-1.2611842105262925
3,08:30,-2.1227464230832993e-12,1.2611842105257618,4.282357668408671,Digging,Idle,0.0,0.0,4.303029593425177,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-1.2611842105257618,0.7388157894742382
4,08:45,0.0,1.2611842105257618,4.303029593425177,Digging,Idle,7.636847906367798,1.9092119765919495,0.0,Charging,Serving CEV,0.0,2.0,4.303029593425177,Digging,Idle,0.6480277660661877,0.7388157894742382
5,09:00,7.999999999999997,3.2611842105257614,0.0,Charging,Serving CEV,0.0,1.9092119765919495,4.243406209328333,Digging,Idle,0.0,2.0,2.736592896007588,Loading/Swinging,Idle,-1.3519722339338118,-1.2611842105257614
6,09:15,0.0,3.2611842105257614,4.243406209328333,Digging,Idle,-1.6342482922482304e-13,1.9092119765919087,3.722201019758783,Traveling,Idle,0.0,2.0,3.722201019758783,Traveling,Idle,-1.3519722339338527,-1.2611842105257614
7,09:30,0.0,3.2611842105257614,3.722201019758783,Traveling,Idle,8.0,3.9092119765919087,0.0,Charging,Serving CEV,8.0,4.0,0.0,Charging,Serving CEV,0.6480277660661473,0.7388157894742386
8,09:45,8.0,5.261184210525761,0.0,Charging,Serving CEV,0.0,3.9092119765919087,4.153169249934159,Digging,Idle,0.0,4.0,4.243406209328333,Digging,Traveling,-1.3519722339338527,-1.2611842105257614
9,10:00,0.0,5.261184210525761,4.153169249934159,Digging,Traveling,8.0,5.909211976591909,0.0,Charging,Serving CEV,0.0,4.0,4.153169249934159,Digging,Charging (grid),0.6480277660661473,-1.2611842105257614
10,10:15,0.0,5.261184210525761,4.273312893817478,Digging,Charging (grid),0.0,5.909211976591909,4.273312893817478,Digging,Idle,0.0,4.0,4.273312893817478,Digging,Charging (grid),0.6480277660661473,-1.2611842105257614
11,10:30,0.0,5.261184210525761,4.295138908084109,Digging,Charging (grid),0.0,5.909211976591909,4.295138908084109,Digging,Idle,0.0,4.0,4.295138908084109,Digging,Charging (grid),0.6480277660661473,-1.2611842105257614
12,10:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),8.0,7.909211976591909,0.0,Charging,Serving CEV,0.0,4.0,0.0,Idle,Charging (grid),2.6480277660661473,-1.2611842105257614
13,11:00,0.0,5.261184210525761,4.374301284916125,Digging,Charging (grid),0.0,7.909211976591909,4.374301284916125,Digging,Traveling,0.0,4.0,3.827436748612714,Traveling,Charging (grid),2.6480277660661473,-1.2611842105257614
14,11:15,0.0,5.261184210525761,3.827436748612714,Traveling,Charging (grid),0.0,7.909211976591909,3.827436748612714,Traveling,Charging (grid),0.0,4.0,4.374301284916125,Digging,Idle,2.6480277660661473,-1.2611842105257614
15,11:30,0.0,5.261184210525761,4.35471334235815,Digging,Charging (grid),0.0,7.909211976591909,2.736592896007588,Loading/Swinging,Charging (grid),0.0,4.0,4.35471334235815,Digging,Charging (grid),2.6480277660661473,-1.2611842105257614
16,11:45,0.0,5.261184210525761,4.315963615822609,Digging,Charging (grid),0.0,7.909211976591909,4.35471334235815,Digging,Charging (grid),0.0,4.0,4.315963615822609,Digging,Charging (grid),2.6480277660661473,-1.2611842105257614
17,12:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,7.909211976591909,0.0,Idle,Charging (grid),0.0,4.0,0.0,Idle,Charging (grid),2.6480277660661473,-1.2611842105257614
18,12:15,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,7.909211976591909,0.0,Idle,Charging (grid),0.0,4.0,0.0,Idle,Charging (grid),2.6480277660661473,-1.2611842105257614
19,12:30,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,7.909211976591909,0.0,Idle,Charging (grid),0.0,4.0,0.0,Idle,Traveling,2.6480277660661473,-1.2611842105257614
20,12:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,7.909211976591909,0.0,Idle,Charging (grid),6.902996436191107,5.725749109047777,0.0,Charging,Serving CEV,2.6480277660661473,0.4645648985220152
