day,step,clock,cev,p_dig_kW,p_load_kW,p_trav_kW,p_idle_kW,activity_executed,soe_cev_kWh,soe_mcs_kWh,infeasible_flag
1,1,08:00,1,4.256430114614043,0.0,0.0,0.0,Digging,13.73589247134649,250.0,false
1,2,08:15,1,4.206509881093977,0.0,0.0,0.0,Digging,12.684265001072996,250.0,false
1,3,08:30,1,4.306450157338489,0.0,0.0,0.0,Digging,11.607652461738374,250.0,false
1,4,08:45,1,4.326852377450038,0.0,0.0,0.0,Digging,10.525939367375864,250.0,false
1,5,09:00,1,0.0,0.0,0.0,0.0,Charging,12.525939367375864,247.89473684210526,false
1,6,09:15,1,0.0,0.0,0.0,0.0,Charging,14.525939367375866,245.78947368421052,false
1,7,09:30,1,0.0,0.0,3.9136394459863433,0.0,Traveling,13.54752950587928,245.78947368421052,false
1,8,09:45,1,4.306290298720717,0.0,0.0,0.0,Digging,12.470956931199101,245.78947368421052,false
1,9,10:00,1,4.31912598436105,0.0,0.0,0.0,Digging,11.391175435108838,245.78947368421052,false
1,10,10:15,1,4.376623817481726,0.0,0.0,0.0,Digging,10.297019480738031,245.78947368421092,false
1,11,10:30,1,0.0,0.0,0.0,0.0,Charging,12.297019480738031,243.68421052631618,false
1,12,10:45,1,0.0,0.0,0.0,0.0,Charging,14.297019480719689,241.57894736844074,false
1,13,11:00,1,4.292941365286017,0.0,0.0,0.0,Digging,13.223784139398184,241.57894736844074,false
1,14,11:15,1,0.0,0.0,3.7036155424053945,0.0,Traveling,12.297880253796835,241.94921414665936,false
1,15,11:30,1,4.3663761171609945,0.0,0.0,0.0,Digging,11.206286224506586,242.31948092487798,false
1,16,11:45,1,4.340885683117001,0.0,0.0,0.0,Digging,10.121064803727336,242.6897477030966,false
1,17,12:00,1,0.0,0.0,0.0,0.0,,10.121064803727336,243.06001448131522,false
1,18,12:15,1,0.0,0.0,0.0,0.0,,10.121064803727336,243.43028125953379,false
1,19,12:30,1,0.0,0.0,0.0,0.0,,10.121064803727336,243.8005480377524,false
1,20,12:45,1,0.0,0.0,0.0,0.0,,10.121064803727336,244.17081481597103,false
1,21,13:00,1,0.0,0.0,0.0,0.0,,10.121064803727336,244.54108159418965,false
1,22,13:15,1,0.0,0.0,0.0,0.0,,10.121064803727336,244.91134837240827,false
1,23,13:30,1,0.0,0.0,0.0,0.0,,10.121064803727336,245.2816151506269,false
1,24,13:45,1,0.0,0.0,0.0,0.0,,10.121064803727336,245.6518819288455,false
1,25,14:00,1,4.141203911696517,0.0,0.0,0.0,Digging,9.085763825803207,246.02214870706413,false
1,26,14:15,1,0.0,2.744213452885372,0.0,0.0,Loading/Swinging,8.399710462581865,246.39241548528275,false
1,27,14:30,1,0.0,0.0,3.690791118152906,0.0,Traveling,7.477012683043639,246.76268226350138,false
1,28,14:45,1,0.0,2.6164500557693224,0.0,0.0,Loading/Swinging,6.822900169101308,246.76268226350138,false
1,29,15:00,1,0.0,0.0,0.0,0.0,Charging,8.822900169101308,244.65741910560664,false
1,30,15:15,1,0.0,2.723497397448102,0.0,0.0,Loading/Swinging,8.142025819739283,244.65741910560664,false
1,31,15:30,1,0.0,2.70780882638865,0.0,0.0,Loading/Swinging,7.4650736131421205,244.65741910560664,false
1,32,15:45,1,4.31906856733142,0.0,0.0,0.0,Digging,6.385306471309265,244.65741910560664,false
1,33,16:00,1,0.0,0.0,0.0,0.0,Charging,8.385306471309265,242.5521559477119,false
1,34,16:15,1,0.0,0.0,3.7421103612071507,0.0,Traveling,7.449778881007478,242.5521559477119,false
1,35,16:30,1,0.0,2.6878760823838697,0.0,0.0,Loading/Swinging,6.7778098604115105,242.5521559477119,false
