day,step,clock,cev,p_dig_kW,p_load_kW,p_trav_kW,p_idle_kW,activity_executed,soe_cev_kWh,soe_mcs_kWh,infeasible_flag
1,1,08:00,1,4.256430114614043,0.0,0.0,0.0,Digging,13.73589247134649,250.0,false
1,2,08:15,1,0.0,0.0,0.0,0.0,Charging,14.8,248.8209334862565,false
1,3,08:30,1,4.206509881093977,0.0,0.0,0.0,Digging,13.748372529726506,248.8209334862565,false
1,4,08:45,1,4.306450157338489,0.0,0.0,0.0,Digging,12.671759990391802,248.8209334862566,false
1,5,09:00,1,4.326852377450038,0.0,0.0,0.0,Digging,11.590046896029378,248.8209334862565,false
1,6,09:15,1,0.0,0.0,3.9136394459863433,0.0,Traveling,10.611637034532793,248.8209334862565,false
1,7,09:30,1,0.0,0.0,0.0,0.0,Charging,11.815676998182484,247.55352299820422,false
1,8,09:45,1,4.306290298720717,0.0,0.0,0.0,Digging,10.739104423502305,247.55352299820422,false
1,9,10:00,1,0.0,0.0,0.0,0.0,Charging,12.73910442350249,245.44825984030928,false
1,10,10:15,1,4.31912598436105,0.0,0.0,0.0,Digging,11.659322927412227,245.44825984030928,false
1,11,10:30,1,4.376623817481726,0.0,0.0,0.0,Digging,10.565166973041794,245.44825984030928,false
1,12,10:45,1,0.0,0.0,0.0,0.0,Charging,12.565166973042876,243.3429966824134,false
1,13,11:00,1,4.292941365286017,0.0,0.0,0.0,Digging,11.491931631721371,243.3429966824134,false
1,14,11:15,1,0.0,0.0,3.7036155424053945,0.0,Traveling,10.566027746120023,243.3429966824134,false
1,15,11:30,1,4.3663761171609945,0.0,0.0,0.0,Digging,9.474433716829774,243.3429966824134,false
1,16,11:45,1,4.340885683117001,0.0,0.0,0.0,Digging,8.389212296050523,243.3429966824134,false
1,17,12:00,1,0.0,0.0,0.0,0.0,Charging,10.389212296050523,241.23773352451866,false
1,18,12:15,1,0.0,0.0,0.0,0.0,Charging,11.032146721260503,240.56096044535025,false
1,19,12:30,1,0.0,0.0,0.0,0.0,,11.032146721260503,240.56096044535025,false
1,20,12:45,1,0.0,0.0,0.0,0.0,,11.032146721260503,240.98426387105488,false
1,21,13:00,1,0.0,0.0,0.0,0.0,,11.032146721260503,241.4075672967595,false
1,22,13:15,1,0.0,0.0,0.0,0.0,,11.032146721260503,241.83087072246414,false
1,23,13:30,1,0.0,0.0,0.0,0.0,,11.032146721260503,242.25417414816877,false
1,24,13:45,1,0.0,0.0,0.0,0.0,,11.032146721260503,242.6774775738734,false
1,25,14:00,1,4.141203911696517,0.0,0.0,0.0,Digging,9.996845743336374,243.10078099957803,false
1,26,14:15,1,0.0,2.744213452885372,0.0,0.0,Loading/Swinging,9.310792380115032,243.52408442528267,false
1,27,14:30,1,0.0,0.0,3.690791118152906,0.0,Traveling,8.388094600576805,243.9473878509873,false
1,28,14:45,1,0.0,2.6164500557693224,0.0,0.0,Loading/Swinging,7.733982086634474,244.37069127669193,false
1,29,15:00,1,0.0,0.0,0.0,0.0,Idle,7.733982086634474,244.79399470239656,false
1,30,15:15,1,0.0,2.723497397448102,0.0,0.0,Loading/Swinging,7.053107737272448,245.2172981281012,false
1,31,15:30,1,4.31906856733142,0.0,0.0,0.0,Digging,5.973340595439593,245.64060155380582,false
1,32,15:45,1,0.0,2.70780882638865,0.0,0.0,Loading/Swinging,5.296388388842431,246.06390497951045,false
1,33,16:00,1,0.0,0.0,3.7421103612071507,0.0,Traveling,4.360860798540643,246.06390497951045,false
1,34,16:15,1,0.0,0.0,0.0,0.0,Charging,5.011849431655757,245.3786537867577,false
1,35,16:30,1,0.0,2.6878760823838697,0.0,0.0,Loading/Swinging,4.33988041105979,245.3786537867577,false
1,36,16:45,1,0.0,2.7771065973062488,0.0,0.0,Loading/Swinging,3.6456037617332275,245.3786537867577,false
1,37,17:00,1,0.0,0.0,0.0,0.0,Charging,5.645603761733227,243.27339062886296,false
1,38,17:15,1,0.0,0.0,0.0,0.0,Charging,7.645603761733227,241.16812747096822,false
1,39,17:30,1,0.0,0.0,0.0,0.0,Charging,9.645603761733227,239.06286431307348,false
1,40,17:45,1,0.0,0.0,0.0,0.0,Charging,11.645603761733227,236.95760115517874,false
1,41,18:00,1,0.0,0.0,0.0,0.0,Charging,12.96602085464562,235.56768842579726,false
1,42,18:15,1,0.0,0.0,0.0,0.0,Charging,14.8,233.53557856944892,false
1,43,18:30,1,0.0,0.0,0.0,0.0,,14.8,233.53557856944892,false
1,44,18:45,1,0.0,0.0,0.0,0.0,,14.8,233.53557856944892,false
1,45,19:00,1,0.0,0.0,0.0,0.0,,14.8,233.53557856944892,false
1,46,19:15,1,0.0,0.0,0.0,0.0,,14.8,233.53557856944892,false
1,47,19:30,1,0.0,0.0,0.0,0.0,,14.8,233.53557856944892,false
1,48,19:45,1,0.0,0.0,0.0,0.0,,14.8,233.53557856944892,false
1,49,20:00,1,0.0,0.0,0.0,0.0,,14.8,233.53557856944892,false
1,50,20:15,1,0.0,0.0,0.0,0.0,,14.8,233.53557856944892,false
1,51,20:30,1,0.0,0.0,0.0,0.0,,14.8,233.53557856944892,false
1,52,20:45,1,0.0,0.0,0.0,0.0,,14.8,233.53557856944892,false
1,53,21:00,1,0.0,0.0,0.0,0.0,,14.8,233.95888199515355,false
1,54,21:15,1,0.0,0.0,0.0,0.0,,14.8,234.38218542085818,false
1,55,21:30,1,0.0,0.0,0.0,0.0,,14.8,234.8054888465628,false
1,56,21:45,1,0.0,0.0,0.0,0.0,,14.8,235.22879227226744,false
1,57,22:00,1,0.0,0.0,0.0,0.0,,14.8,235.65209569797207,false
1,58,22:15,1,0.0,0.0,0.0,0.0,,14.8,236.0753991236767,false
1,59,22:30,1,0.0,0.0,0.0,0.0,,14.8,236.49870254938133,false
1,60,22:45,1,0.0,0.0,0.0,0.0,,14.8,236.49870254938133,false
1,61,23:00,1,0.0,0.0,0.0,0.0,,14.8,236.49870254938133,false
1,62,23:15,1,0.0,0.0,0.0,0.0,,14.8,236.49870254938133,false
1,63,23:30,1,0.0,0.0,0.0,0.0,,14.8,236.49870254938133,false
