Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,5.3659,Digging,Traveling,0.0,0.0,4.4919,Digging,Traveling,0.0,0.0,4.6773,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.2582,Digging,Idle,0.0,0.0,4.8544,Digging,Idle,0.0,0.0,4.7809,Digging,Traveling,0.0,0.0
3,08:30,8.0,2.0,0.7188,Charging,Serving CEV,0.0,0.0,4.7653,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-2.0,0.0
4,08:45,0.0,2.0,4.8277,Digging,Idle,0.0,0.0,3.4832,Digging,Idle,0.0,2.0,4.9634,Digging,Idle,-2.0,0.0
5,09:00,0.0,2.0,4.7809,Digging,Idle,7.999999999999972,1.999999999999993,0.0,Charging,Serving CEV,0.0,2.0,3.1344,Loading/Swinging,Idle,-7.105427357601002e-15,0.0
6,09:15,0.0,2.0,4.7746,Traveling,Idle,-6.750155989720952e-14,1.999999999999976,4.6066,Traveling,Idle,0.0,2.0,4.6559,Traveling,Idle,-2.398081733190338e-14,0.0
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,8.0,3.999999999999976,0.0,Charging,Serving CEV,8.0,4.0,0.0,Charging,Serving CEV,-2.398081733190338e-14,0.0
8,09:45,7.999999999999972,5.999999999999993,0.0,Charging,Serving CEV,0.0,3.999999999999976,5.1226,Digging,Idle,0.0,4.0,4.8905,Digging,Idle,-2.000000000000017,-1.999999999999993
9,10:00,0.0,5.999999999999993,4.7843,Digging,Idle,-1.2721580385042471e-12,3.999999999999658,4.8905,Digging,Idle,0.0,4.0,5.3389,Digging,Idle,-2.000000000000335,-1.999999999999993
10,10:15,0.0,5.999999999999993,5.1226,Digging,Idle,8.000000000000377,5.999999999999752,0.0,Charging,Serving CEV,0.0,4.0,4.78,Digging,Idle,-2.4069635173873394e-13,-1.999999999999993
11,10:30,0.0,5.999999999999993,5.3659,Digging,Idle,0.0,5.999999999999752,3.0004,Loading/Swinging,Idle,0.0,4.0,2.9596,Loading/Swinging,Idle,-2.4069635173873394e-13,-1.999999999999993
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,7.999999999999998,7.999999999999751,0.0,Charging,Serving CEV,8.0,6.0,0.2481,Charging,Serving CEV,-2.4158453015843406e-13,-1.999999999999993
13,11:00,0.0,7.999999999999993,3.4832,Digging,Idle,0.0,7.999999999999751,4.9351,Digging,Traveling,0.0,6.0,4.5117,Traveling,Traveling,-2.4158453015843406e-13,-1.999999999999993
14,11:15,0.0,7.999999999999993,5.3956,Traveling,Idle,0.0,7.999999999999751,4.7175,Traveling,Charging (grid),0.0,6.0,4.9351,Digging,Charging (grid),-2.4158453015843406e-13,-1.999999999999993
15,11:30,0.0,7.999999999999993,5.3659,Digging,Idle,0.0,7.999999999999751,4.8277,Digging,Charging (grid),0.0,6.0,4.78,Digging,Charging (grid),-2.4158453015843406e-13,-1.999999999999993
16,11:45,0.0,7.999999999999993,4.9634,Digging,Idle,0.0,7.999999999999751,3.4832,Digging,Charging (grid),0.0,6.0,4.3319,Loading/Swinging,Charging (grid),-2.4158453015843406e-13,-1.999999999999993
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,0.0,7.999999999999751,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-2.0000000000002416,-3.999999999999993
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,0.0,7.999999999999751,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-4.000000000000242,-5.999999999999993
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,7.999999999999751,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-4.000000000000242,-5.999999999999993
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,7.999999999999751,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-4.000000000000242,-5.999999999999993
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,7.999999999999751,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-4.000000000000242,-5.999999999999993
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,7.999999999999751,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-4.000000000000242,-5.999999999999993
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),0.0,7.999999999999751,0.0,,Charging (grid),0.0,6.0,0.0,,Traveling,-4.000000000000242,-5.999999999999993
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,7.999999999999751,0.0,,Charging (grid),8.0,8.0,0.0,Charging,Serving CEV,-4.000000000000242,-3.999999999999993
25,14:00,0.0,11.999999999999993,4.7843,Digging,Charging (grid),0.0,7.999999999999751,4.2907,Digging,Charging (grid),0.0,8.0,4.7809,Digging,Idle,-4.000000000000242,-3.999999999999993
26,14:15,0.0,11.999999999999993,5.3659,Digging,Charging (grid),0.0,7.999999999999751,5.4411,Digging,Charging (grid),0.0,8.0,4.486,Traveling,Idle,-4.000000000000242,-3.999999999999993
27,14:30,0.0,11.999999999999993,4.4502,Traveling,Charging (grid),0.0,7.999999999999751,4.6483,Traveling,Charging (grid),0.0,8.0,4.4919,Digging,Idle,-4.000000000000242,-3.999999999999993
28,14:45,0.0,11.999999999999993,3.4034,Loading/Swinging,Charging (grid),0.0,7.999999999999751,4.7653,Digging,Traveling,0.0,8.0,4.78,Digging,Idle,-4.000000000000242,-3.999999999999993
29,15:00,0.0,11.999999999999993,0.7188,Idle,Charging (grid),6.175684210527355,9.54392105263159,0.2481,Charging,Serving CEV,8.0,10.0,1.3131,Charging,Serving CEV,-2.456078947368402,-1.999999999999993
30,15:15,0.0,11.999999999999993,3.9497,Loading/Swinging,Charging (grid),0.0,9.54392105263159,2.9366,Loading/Swinging,Idle,0.0,10.0,2.5796,Loading/Swinging,Idle,-2.456078947368402,-1.999999999999993
31,15:30,0.0,11.999999999999993,3.4361,Loading/Swinging,Charging (grid),0.0,9.54392105263159,3.203,Loading/Swinging,Idle,0.0,10.0,5.3659,Digging,Idle,-2.456078947368402,-1.999999999999993
32,15:45,0.0,11.999999999999993,3.7658,Loading/Swinging,Charging (grid),8.0,11.54392105263159,0.0,Charging,Serving CEV,8.0,12.0,1.3131,Charging,Serving CEV,-0.45607894736840215,7.105427357601002e-15
33,16:00,0.0,11.999999999999993,4.6083,Traveling,Traveling,0.0,11.54392105263159,4.3319,Loading/Swinging,Idle,6.413299718804483,13.60332492970112,0.2481,Charging,Serving CEV,-0.45607894736840215,1.6033249297011274
34,16:15,8.0,13.999999999999993,0.0,Charging,Serving CEV,0.0,11.54392105263159,4.6066,Traveling,Idle,0.0,13.60332492970112,4.4502,Traveling,Idle,-2.456078947368402,-0.3966750702988726
35,16:30,0.0,13.999999999999993,3.0868,Loading/Swinging,Idle,6.982016620498564,13.289425207756231,0.061,Charging,Serving CEV,0.0,13.60332492970112,2.6102,Loading/Swinging,Idle,-0.7105747922437615,-0.3966750702988726
36,16:45,0.0,13.999999999999993,2.5796,Loading/Swinging,Idle,0.0,13.289425207756231,5.8726,Loading/Swinging,Idle,0.0,13.60332492970112,2.9596,Loading/Swinging,Idle,-0.7105747922437615,-0.3966750702988726
37,17:00,5.799411961722543,15.449852990430628,0.0,Charging,Serving CEV,8.0,15.289425207756231,0.0,Charging,Serving CEV,8.0,15.60332492970112,0.0,Charging,Serving CEV,-0.16042778267439672,0.15347193927049219
