Metric,A0,A2S
Total_Discharge_kWh,25.45,24.369
Total_Work_kWh,23.416,24.298
N_Capped_Intervals,0,1
N_Infeasible_Windows,0,0
Missed_Work_hour,0.0,0.006
Missed_Work_Penalty_USD,0.0,12.16
