Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.8277,Digging,Traveling,0.0,0.0,4.2026,Digging,Traveling,0.0,0.0,4.2026,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.78,Digging,Idle,4.4237894736884495,1.1059473684221124,0.7188,Charging,Serving CEV,0.0,0.0,4.2582,Digging,Traveling,1.1059473684221124,0.0
3,08:30,8.0,2.0,0.5059,Charging,Serving CEV,0.0,1.1059473684221124,4.7425,Digging,Idle,0.0,0.0,4.8544,Digging,Idle,-0.8940526315778876,-2.0
4,08:45,0.0,2.0,4.2026,Digging,Idle,0.0,1.1059473684221124,4.4919,Digging,Idle,0.0,0.0,4.4919,Digging,Idle,-0.8940526315778876,-2.0
5,09:00,0.0,2.0,4.2907,Digging,Idle,5.575274238223083,2.499765927977883,0.4879,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,0.499765927977883,0.0
6,09:15,0.0,2.0,4.6066,Traveling,Idle,0.0,2.499765927977883,4.5629,Digging,Idle,8.0,4.0,0.4879,Charging,Serving CEV,0.499765927977883,2.0
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,8.000000000000083,4.499765927977904,0.0,Charging,Serving CEV,0.0,4.0,4.6083,Traveling,Idle,0.4997659279779043,0.0
8,09:45,7.999999999999972,5.999999999999993,0.4879,Charging,Serving CEV,0.0,4.499765927977904,5.3364,Traveling,Idle,0.0,4.0,5.1226,Digging,Idle,-1.5002340720220886,-1.999999999999993
9,10:00,0.0,5.999999999999993,5.4411,Digging,Idle,0.0,4.499765927977904,4.7843,Digging,Idle,8.0,6.0,0.0,Charging,Serving CEV,-1.5002340720220886,7.105427357601002e-15
10,10:15,0.0,5.999999999999993,4.2026,Digging,Idle,0.0,4.499765927977904,4.8905,Digging,Idle,0.0,6.0,4.7809,Digging,Idle,-1.5002340720220886,7.105427357601002e-15
11,10:30,0.0,5.999999999999993,4.8544,Digging,Idle,0.0,4.499765927977904,4.4919,Digging,Idle,0.0,6.0,4.2582,Digging,Idle,-1.5002340720220886,7.105427357601002e-15
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,8.0,6.499765927977904,0.061,Charging,Serving CEV,8.0,8.0,0.1325,Charging,Serving CEV,-1.5002340720220886,7.105427357601002e-15
13,11:00,0.0,7.999999999999993,5.2098,Digging,Idle,0.0,6.499765927977904,4.2582,Digging,Idle,0.0,8.0,4.4919,Digging,Idle,-1.5002340720220886,7.105427357601002e-15
14,11:15,0.0,7.999999999999993,4.5726,Traveling,Idle,0.0,6.499765927977904,4.6483,Traveling,Idle,0.0,8.0,5.0591,Traveling,Idle,-1.5002340720220886,7.105427357601002e-15
15,11:30,0.0,7.999999999999993,4.9634,Digging,Idle,0.0,6.499765927977904,4.8905,Digging,Idle,0.0,8.0,4.8277,Digging,Idle,-1.5002340720220886,7.105427357601002e-15
16,11:45,0.0,7.999999999999993,4.2907,Digging,Idle,0.0,6.499765927977904,3.4832,Digging,Idle,0.0,8.0,5.3389,Digging,Idle,-1.5002340720220886,7.105427357601002e-15
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,8.000000000000002,8.499765927977904,0.0,Charging,Serving CEV,8.0,10.0,0.0,Charging,Serving CEV,-1.5002340720220886,7.105427357601002e-15
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,7.166985566408833,10.291512319580113,0.0,Charging,Serving CEV,0.0,10.0,0.0,,Traveling,-1.7084876804198803,-1.999999999999993
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,10.291512319580113,0.0,,Traveling,0.0,10.0,0.0,,Charging (grid),-1.7084876804198803,-1.999999999999993
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.291512319580113,0.0,,Charging (grid),0.0,10.0,0.0,,Charging (grid),-1.7084876804198803,-1.999999999999993
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.291512319580113,0.0,,Charging (grid),0.0,10.0,0.0,,Charging (grid),-1.7084876804198803,-1.999999999999993
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.291512319580113,0.0,,Charging (grid),0.0,10.0,0.0,,Charging (grid),-1.7084876804198803,-1.999999999999993
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.291512319580113,0.0,,Charging (grid),0.0,10.0,0.0,,Charging (grid),-1.7084876804198803,-1.999999999999993
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.291512319580113,0.0,,Charging (grid),0.0,10.0,0.0,,Charging (grid),-1.7084876804198803,-1.999999999999993
25,14:00,0.0,11.999999999999993,4.6773,Digging,Charging (grid),0.0,10.291512319580113,4.2026,Digging,Charging (grid),0.0,10.0,5.3389,Digging,Charging (grid),-1.7084876804198803,-1.999999999999993
26,14:15,0.0,11.999999999999993,4.7425,Digging,Charging (grid),0.0,10.291512319580113,3.0868,Loading/Swinging,Charging (grid),0.0,10.0,3.0868,Loading/Swinging,Charging (grid),-1.7084876804198803,-1.999999999999993
27,14:30,0.0,11.999999999999993,4.7095,Traveling,Charging (grid),0.0,10.291512319580113,4.7093,Traveling,Charging (grid),0.0,10.0,3.7534,Traveling,Charging (grid),-1.7084876804198803,-1.999999999999993
28,14:45,0.0,11.999999999999993,3.0868,Loading/Swinging,Charging (grid),0.0,10.291512319580113,4.8544,Digging,Charging (grid),0.0,10.0,5.8726,Loading/Swinging,Traveling,-1.7084876804198803,-1.999999999999993
29,15:00,0.0,11.999999999999993,0.0,Idle,Charging (grid),0.0,10.291512319580113,0.0,Idle,Charging (grid),8.0,12.0,0.5059,Charging,Serving CEV,-1.7084876804198803,7.105427357601002e-15
30,15:15,0.0,11.999999999999993,3.4034,Loading/Swinging,Charging (grid),0.0,10.291512319580113,4.1586,Loading/Swinging,Charging (grid),0.0,12.0,2.2701,Loading/Swinging,Idle,-1.7084876804198803,7.105427357601002e-15
31,15:30,0.0,11.999999999999993,2.9903,Loading/Swinging,Charging (grid),0.0,10.291512319580113,3.8487,Loading/Swinging,Charging (grid),0.0,12.0,4.4919,Digging,Idle,-1.7084876804198803,7.105427357601002e-15
32,15:45,0.0,11.999999999999993,2.9366,Loading/Swinging,Charging (grid),0.0,10.291512319580113,3.7658,Loading/Swinging,Traveling,8.0,14.0,0.0,Charging,Serving CEV,-1.7084876804198803,2.000000000000007
33,16:00,0.0,11.999999999999993,4.5721,Traveling,Traveling,8.0,12.291512319580113,0.0,Charging,Serving CEV,0.0,14.0,3.203,Loading/Swinging,Idle,0.2915123195801197,2.000000000000007
34,16:15,8.0,13.999999999999993,0.0,Charging,Serving CEV,0.0,12.291512319580113,4.5721,Traveling,Idle,0.0,14.0,5.3364,Traveling,Idle,-1.7084876804198803,7.105427357601002e-15
35,16:30,0.0,13.999999999999993,4.3319,Loading/Swinging,Idle,0.0,12.291512319580113,5.8726,Loading/Swinging,Idle,0.0,14.0,3.4034,Loading/Swinging,Idle,-1.7084876804198803,7.105427357601002e-15
36,16:45,0.0,13.999999999999993,3.4034,Loading/Swinging,Idle,0.37447444387320905,12.385130930548415,0.0,Charging,Serving CEV,0.0,14.0,4.1586,Loading/Swinging,Idle,-1.6148690694515775,7.105427357601002e-15
37,17:00,5.799411961722543,15.449852990430628,0.0,Charging,Serving CEV,8.0,14.385130930548415,0.0,Charging,Serving CEV,8.0,16.0,0.0,Charging,Serving CEV,-1.0647220598822127,0.5501470095693719
38,17:15,0.0,15.449852990430628,0.0,,Idle,8.0,16.385130930548414,0.0,Charging,Serving CEV,8.0,18.0,0.0,Charging,Serving CEV,0.9352779401177855,2.550147009569372
39,17:30,0.0,15.449852990430628,0.0,,Idle,8.0,18.385130930548414,0.0,Charging,Serving CEV,8.0,20.0,0.0,Charging,Serving CEV,2.9352779401177855,4.550147009569372
40,17:45,8.0,17.449852990430628,0.0,Charging,Serving CEV,8.0,20.385130930548414,0.0,Charging,Serving CEV,8.0,22.0,0.0,Charging,Serving CEV,2.9352779401177855,4.550147009569372
41,18:00,8.0,19.449852990430628,0.0,Charging,Serving CEV,8.0,22.385130930548414,0.0,Charging,Serving CEV,8.0,24.0,0.0,Charging,Serving CEV,2.9352779401177855,4.550147009569372
42,18:15,8.0,21.449852990430628,0.0,Charging,Serving CEV,5.875027660848778,23.853887845760607,0.0,Charging,Serving CEV,2.4590526315789645,24.614763157894743,0.0,Charging,Serving CEV,2.4040348553299786,3.1649101674641145
