Metric,A0,A2S
Total_Discharge_kWh,25.079,26.179
Total_Work_kWh,26.935,26.05
N_Capped_Intervals,2,0
N_Infeasible_Windows,0,0
Missed_Work_hour,0.232,0.25
Missed_Work_Penalty_USD,464.3,500.0
