Time_Period,Clock,A1S_Charging_kW,A1S_Discharging_kW,A2S_Charging_kW,A2S_Discharging_kW
1,08:00,0.0,0.0,0.0,0.0
2,08:15,0.0,0.0,0.0,0.0
3,08:30,0.0,4.063052631578911,0.0,0.0
4,08:45,0.0,0.0,0.0,0.0
5,09:00,0.0,0.0,0.0,8.0
6,09:15,0.0,7.584260387812932,0.0,8.00000000019163
7,09:30,0.0,7.95545997958555,0.0,0.0
8,09:45,0.0,0.0,-0.0,8.0
9,10:00,0.0,0.0,0.0,0.0
10,10:15,0.0,0.0,1.8223024185196515,0.0
11,10:30,0.0,0.0,1.8365376550036863,0.0
12,10:45,0.0,7.999999999999998,1.84361279163049,0.0
13,11:00,0.0,0.0,1.84361279163049,0.0
14,11:15,0.0,0.0,1.84361279163049,0.0
15,11:30,0.0,0.0,1.8686846169474733,0.0
16,11:45,0.0,0.0,1.8686846169474733,0.0
17,12:00,0.0,7.037894736842113,1.8712311386888998,0.0
18,12:15,0.0,7.62958448753456,1.8712311386888998,0.0
19,12:30,0.0,0.0,1.8825751761567386,0.0
20,12:45,1.9024871486623454,0.0,1.8839332218378366,0.0
21,13:00,1.9024871486623454,0.0,1.8839332218378362,0.0
22,13:15,1.9024871486623454,0.0,0.0,0.0
23,13:30,1.9024871486623454,0.0,0.0,8.0
24,13:45,1.9024871486623454,0.0,0.0,8.000000000000034
25,14:00,1.9024871486623454,0.0,0.0,0.0
26,14:15,1.9024871486623454,0.0,0.0,0.0
27,14:30,1.9024871486623454,0.0,0.0,0.0
28,14:45,1.9024871486623454,0.0,0.0,0.0
29,15:00,1.9024871486623454,0.0,0.0,8.0
30,15:15,1.9024871486623454,0.0,0.0,0.0
31,15:30,1.9024871486623454,0.0,0.0,0.0
32,15:45,1.9024871486623454,0.0,0.0,8.0
33,16:00,0.0,0.0,0.0,0.0
34,16:15,0.0,6.943495553287719,0.0,0.0
35,16:30,0.0,0.0,0.0,0.0
36,16:45,0.0,0.0,0.0,0.0
37,17:00,0.0,0.06781602351117344,0.0,8.0
38,17:15,0.0,7.996430735604672,0.0,8.0
39,17:30,0.0,7.579135224441865,0.0,8.0
40,17:45,0.0,7.601098146082008,0.0,8.0
41,18:00,0.0,8.0,0.0,8.0
42,18:15,0.0,7.17888957125884,0.0,0.0
43,18:30,0.0,7.622163706775847,-0.0,0.0
44,18:45,0.0,0.0,-0.0,0.0
45,19:00,0.0,0.0,-0.0,0.0
46,19:15,0.0,0.0,-0.0,0.0
47,19:30,0.0,0.0,-0.0,0.0
48,19:45,0.0,0.0,-0.0,0.0
49,20:00,-0.0,0.0,-0.0,0.0
50,20:15,-0.0,0.0,-0.0,0.0
51,20:30,-0.0,0.0,-0.0,0.0
52,20:45,0.0,0.0,0.0,0.0
53,21:00,1.9024871486623454,0.0,1.9102554444642346,0.0
54,21:15,1.9024871486623454,0.0,1.9102554444642346,0.0
55,21:30,1.9024871486623454,0.0,1.9102554444642346,0.0
56,21:45,1.9024871486623454,0.0,1.9102554444642346,0.0
57,22:00,1.9024871486623454,0.0,1.9102554444642346,0.0
58,22:15,1.9024871486623454,0.0,1.9102554444642346,0.0
59,22:30,1.9024871486623454,0.0,1.9102554444642346,0.0
60,22:45,1.9024871486623454,0.0,1.9102554444642346,0.0
61,23:00,0.9136568892948675,0.0,1.9102554444642346,0.0
62,23:15,1.9024871486623454,0.0,1.9102554444642346,0.0
63,23:30,1.9024871486623114,0.0,1.9102554444642346,0.0
64,23:45,0.0,0.0,1.910255444464685,0.0
65,00:00,1.9024871486623454,0.0,1.910255444464685,0.0
66,00:15,1.9024871486623454,0.0,1.910255444464685,0.0
67,00:30,1.9024871486623454,0.0,1.910255444464685,0.0
68,00:45,1.9024871486623454,0.0,1.910255444464685,0.0
69,01:00,1.9024871486623454,0.0,1.910255444464685,0.0
70,01:15,1.9024871486623454,0.0,1.910255444464685,0.0
71,01:30,1.9024871486623454,0.0,1.910255444464685,0.0
72,01:45,1.9024871486623454,0.0,1.910255444464685,0.0
73,02:00,1.9024871486623454,0.0,1.910255444464685,0.0
74,02:15,1.9024871486623454,0.0,1.910255444464685,0.0
75,02:30,1.9024871486623454,0.0,1.910255444464685,0.0
76,02:45,1.9024871486623454,0.0,1.910255444464685,0.0
77,03:00,1.9024871486623454,0.0,1.910255444464685,0.0
78,03:15,1.9024871486623454,0.0,1.910255444464685,0.0
79,03:30,1.9024871486623454,0.0,1.910255444464685,0.0
80,03:45,1.9024871486623454,0.0,1.910255444464685,0.0
81,04:00,1.9024871486623454,0.0,1.910255444464685,0.0
82,04:15,1.9024871486623454,0.0,1.910255444464685,0.0
83,04:30,1.9024871486623454,0.0,1.910255444464685,0.0
84,04:45,1.9024871486623454,0.0,1.910255444464685,0.0
85,05:00,1.9024871486623454,0.0,1.910255444464685,0.0
86,05:15,1.9024871486623454,0.0,1.910255444464685,0.0
87,05:30,1.9024871486623454,0.0,1.910255444464685,0.0
88,05:45,1.9024871486623454,0.0,1.910255444464685,0.0
89,06:00,1.902487148661713,0.0,1.9102554444506836,0.0
90,06:15,1.9024871486622852,0.0,1.9102554444647002,0.0
91,06:30,1.9024871486623787,0.0,1.9102554444646402,0.0
92,06:45,1.902487148662221,0.0,1.9102554444646702,0.0
93,07:00,1.9024871486623482,0.0,1.9102554444647006,0.0
94,07:15,1.9024871486623554,0.0,1.910255444464728,0.0
95,07:30,1.9024871486623631,0.0,1.910255444464732,0.0
96,07:45,1.902487148662371,0.0,1.9102554444646702,0.0
