Metric,A0,A1S
Total_Discharge_kWh,25.45,22.651
Total_Work_kWh,22.673,22.552
N_Capped_Intervals,0,0
N_Infeasible_Windows,0,0
Missed_Work_hour,0.0,0.5
Missed_Work_Penalty_USD,0.0,1000.0
