"VIN","Machine name","Event time","Battery (%)"
"JCB8GFB1PP3248768","11009663","09/02/2026 15:38:36","77"
"JCB8GFB1PP3248768","11009663","09/02/2026 15:38:40","77"
"JCB8GFB1PP3248768","11009663","09/02/2026 15:38:55","77"
"JCB8GFB1PP3248768","11009663","09/02/2026 15:39:00","77"
"JCB8GFB1PP3248768","11009663","09/02/2026 15:39:54","77"
"JCB8GFB1PP3248768","11009663","09/02/2026 15:40:00","77"
"JCB8GFB1PP3248768","11009663","09/02/2026 15:40:04","77"
"JCB8GFB1PP3248768","11009663","09/02/2026 15:42:22","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 15:42:23","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 16:01:25","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 16:01:27","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 16:01:28","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 16:01:44","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 16:01:47","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 16:02:46","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 16:02:49","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 16:02:51","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:35:27","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:35:29","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:35:30","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:35:39","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:35:41","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:35:46","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:35:59","77"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:36:02","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:36:21","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:36:22","76"
"JCB8GFB1PP3248768","11009663","09/02/2026 17:36:49","76"
"JCB8GFB1PP3248768","11009663","11/02/2026 10:03:13","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 10:03:19","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 10:03:22","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 10:03:32","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 10:03:33","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 10:04:16","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 11:45:25","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 11:45:27","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 11:45:46","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 11:46:46","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 11:46:51","75"
"JCB8GFB1PP3248768","11009663","11/02/2026 12:00:22","74"
"JCB8GFB1PP3248768","11009663","11/02/2026 12:15:22","73"
"JCB8GFB1PP3248768","11009663","11/02/2026 12:30:22","73"
"JCB8GFB1PP3248768","11009663","11/02/2026 12:44:20","73"
"JCB8GFB1PP3248768","11009663","11/02/2026 12:45:22","73"
"JCB8GFB1PP3248768","11009663","11/02/2026 12:58:37","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 12:58:39","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:41:51","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:41:52","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:41:54","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:41:57","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:42:00","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:42:19","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:43:15","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:43:18","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:43:25","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:43:35","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 14:43:36","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 15:15:40","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 15:15:47","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 15:15:49","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 15:15:51","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 15:15:53","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 15:15:59","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 15:16:12","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 15:16:18","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 15:16:19","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 15:17:06","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:00:54","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:00:56","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:00:57","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:01:13","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:01:16","72"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:01:59","71"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:02:01","71"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:02:16","71"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:41:28","71"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:41:30","71"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:41:31","71"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:41:47","71"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:41:50","71"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:42:49","71"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:42:56","71"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:43:37","70"
"JCB8GFB1PP3248768","11009663","11/02/2026 16:56:28","63"
"JCB8GFB1PP3248768","11009663","11/02/2026 17:11:28","56"
"JCB8GFB1PP3248768","11009663","11/02/2026 17:23:44","53"
"JCB8GFB1PP3248768","11009663","11/02/2026 17:23:46","53"
"JCB8GFB1PP3248768","11009663","11/02/2026 17:28:24","53"
"JCB8GFB1PP3248768","11009663","11/02/2026 17:38:46","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 05:38:49","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 05:38:50","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 05:39:09","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 05:40:24","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 05:40:49","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:08:54","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:13:28","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:13:31","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:13:47","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:14:46","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:15:03","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:15:10","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:17:55","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:17:56","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:17:58","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:18:15","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:19:15","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:19:20","100"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:32:51","95"
"JCB8GFB1PP3248768","11009663","12/02/2026 09:47:51","90"
"JCB8GFB1PP3248768","11009663","12/02/2026 10:02:51","89"
"JCB8GFB1PP3248768","11009663","12/02/2026 10:13:44","85"
"JCB8GFB1PP3248768","11009663","12/02/2026 10:17:51","83"
"JCB8GFB1PP3248768","11009663","12/02/2026 10:32:51","80"
"JCB8GFB1PP3248768","11009663","12/02/2026 10:47:51","80"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:02:51","79"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:13:45","73"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:17:05","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:17:07","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:51:20","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:51:21","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:51:22","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:51:32","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:51:42","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:52:15","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:52:16","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:52:18","71"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:56:55","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:56:58","72"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:57:17","71"
"JCB8GFB1PP3248768","11009663","12/02/2026 11:58:23","71"
"JCB8GFB1PP3248768","11009663","12/02/2026 12:11:54","64"
"JCB8GFB1PP3248768","11009663","12/02/2026 12:15:32","62"
"JCB8GFB1PP3248768","11009663","12/02/2026 12:15:34","62"
"JCB8GFB1PP3248768","11009663","12/02/2026 12:26:24","62"
"JCB8GFB1PP3248768","11009663","12/02/2026 12:26:43","62"
"JCB8GFB1PP3248768","11009663","12/02/2026 12:27:48","62"
"JCB8GFB1PP3248768","11009663","12/02/2026 12:41:19","62"
"JCB8GFB1PP3248768","11009663","12/02/2026 12:51:30","62"
"JCB8GFB1PP3248768","11009663","12/02/2026 12:56:19","62"
"JCB8GFB1PP3248768","11009663","12/02/2026 13:11:19","61"
"JCB8GFB1PP3248768","11009663","12/02/2026 13:26:19","61"
"JCB8GFB1PP3248768","11009663","12/02/2026 13:41:19","61"
"JCB8GFB1PP3248768","11009663","12/02/2026 13:51:30","60"
"JCB8GFB1PP3248768","11009663","12/02/2026 13:56:19","60"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:11:19","60"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:26:19","60"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:33:26","58"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:33:28","58"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:37:34","59"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:37:37","58"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:37:56","58"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:39:02","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:39:30","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:39:32","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:57:30","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:57:32","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:57:33","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:57:49","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:57:52","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:58:37","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:58:51","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:58:58","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:59:05","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 14:59:07","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:09:22","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:09:41","57"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:10:48","56"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:11:38","56"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:11:40","56"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:25:25","56"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:25:26","56"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:25:28","56"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:25:29","56"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:25:47","56"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:26:52","56"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:29:48","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:29:50","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:54:09","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:54:14","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:54:17","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:54:28","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:54:37","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:55:16","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:55:36","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:55:44","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:56:02","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:56:04","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:56:11","54"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:56:30","53"
"JCB8GFB1PP3248768","11009663","12/02/2026 15:57:37","53"
"JCB8GFB1PP3248768","11009663","12/02/2026 16:11:03","47"
"JCB8GFB1PP3248768","11009663","12/02/2026 16:16:08","46"
"JCB8GFB1PP3248768","11009663","12/02/2026 16:16:39","47"
"JCB8GFB1PP3248768","11009663","12/02/2026 16:16:42","46"
