Metric,A0,A1S
Total_Discharge_kWh,25.45,24.751
Total_Work_kWh,25.661,25.034
N_Capped_Intervals,0,1
N_Infeasible_Windows,0,0
Missed_Work_hour,0.0,0.061
Missed_Work_Penalty_USD,0.0,121.45
