Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.7784182492155605,Digging,Traveling,0.0,0.0,4.7784182492155605,Digging,Traveling,0.0,0.0,4.7784182492155605,Digging,Idle,0.0,0.0
2,08:15,5.04473684210517,1.2611842105262925,0.0,Charging,Serving CEV,0.0,0.0,4.89124233159133,Digging,Idle,0.0,0.0,4.89124233159133,Digging,Idle,-1.2611842105262925,-1.2611842105262925
3,08:30,-2.1227464230832993e-12,1.2611842105257618,4.89124233159133,Digging,Idle,0.0,0.0,4.7144295934251765,Digging,Idle,0.0,0.0,4.7144295934251765,Digging,Idle,-1.2611842105257618,-1.2611842105257618
4,08:45,0.0,1.2611842105257618,4.7144295934251765,Digging,Idle,0.0,0.0,4.654806209328332,Digging,Idle,0.0,0.0,4.654806209328332,Digging,Idle,-1.2611842105257618,-1.2611842105257618
5,09:00,7.999999999999997,3.2611842105257614,0.0,Charging,Serving CEV,8.00000000000006,2.000000000000015,0.0,Charging,Serving CEV,0.0,0.0,0.0,Idle,Idle,-1.2611842105257463,-3.2611842105257614
6,09:15,0.0,3.2611842105257614,4.654806209328332,Digging,Idle,0.0,2.000000000000015,4.852241715849725,Traveling,Idle,0.0,0.0,4.852241715849725,Traveling,Idle,-1.2611842105257463,-3.2611842105257614
7,09:30,0.0,3.2611842105257614,4.852241715849725,Traveling,Idle,0.0,2.000000000000015,4.564569249934158,Digging,Idle,0.0,0.0,4.564569249934158,Digging,Idle,-1.2611842105257463,-3.2611842105257614
8,09:45,8.0,5.261184210525761,0.0,Charging,Serving CEV,7.99999999999999,4.000000000000012,0.0,Charging,Serving CEV,0.0,0.0,4.900287106182524,Digging,Traveling,-1.261184210525749,-5.261184210525761
9,10:00,0.0,5.261184210525761,4.564569249934158,Digging,Traveling,8.000000000000119,6.000000000000043,0.0,Charging,Serving CEV,0.0,0.0,4.878461091915892,Digging,Idle,0.7388157894742813,-5.261184210525761
10,10:15,0.0,5.261184210525761,4.900287106182524,Digging,Charging (grid),0.0,6.000000000000043,4.900287106182524,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,0.7388157894742813,-3.2611842105257614
