Time_Period,Clock,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A1S_cum_kWh
1,08:00,0.0,0.0,5.4411,Digging,Traveling,0.0,0.0,5.3389,Digging,Idle,0.0
2,08:15,0.0,0.0,4.2907,Digging,Idle,0.0,0.0,4.9634,Digging,Idle,0.0
3,08:30,7.999999999999801,1.9999999999999503,0.0,Charging,Serving CEV,0.0,0.0,4.9634,Digging,Traveling,-1.9999999999999503
4,08:45,0.0,1.9999999999999503,4.9634,Digging,Idle,8.0,2.0,0.2481,Charging,Serving CEV,4.973799150320701e-14
5,09:00,0.0,1.9999999999999503,4.8544,Digging,Idle,0.0,2.0,5.4411,Digging,Idle,4.973799150320701e-14
6,09:15,7.999999999999898,3.9999999999999245,1.3131,Charging,Serving CEV,8.0,4.0,1.3131,Charging,Serving CEV,7.549516567451064e-14
7,09:30,0.0,3.9999999999999245,4.1464,Traveling,Idle,6.597894736842107,5.649473684210527,0.0,Charging,Serving CEV,1.6494736842106024
8,09:45,4.664210526315645,5.166052631578836,0.0262,Charging,Serving CEV,0.0,5.649473684210527,4.6066,Traveling,Traveling,0.4834210526316909
9,10:00,0.0,5.166052631578836,4.6773,Digging,Idle,0.0,5.649473684210527,4.78,Digging,Charging (grid),0.4834210526316909
10,10:15,0.0,5.166052631578836,4.8544,Digging,Idle,0.0,5.649473684210527,5.3659,Digging,Charging (grid),0.4834210526316909
11,10:30,0.0,5.166052631578836,4.2907,Digging,Idle,0.0,5.649473684210527,3.4832,Digging,Charging (grid),0.4834210526316909
12,10:45,0.0,5.166052631578836,5.2098,Digging,Idle,0.0,5.649473684210527,0.0,Idle,Charging (grid),0.4834210526316909
13,11:00,7.9999999999999725,7.166052631578829,0.7188,Charging,Serving CEV,0.0,5.649473684210527,4.9634,Digging,Charging (grid),-1.516578947368302
14,11:15,0.0,7.166052631578829,5.3364,Traveling,Idle,0.0,5.649473684210527,4.6066,Traveling,Charging (grid),-1.516578947368302
15,11:30,0.0,7.166052631578829,4.9634,Digging,Idle,0.0,5.649473684210527,4.2907,Digging,Charging (grid),-1.516578947368302
16,11:45,0.0,7.166052631578829,3.4034,Loading/Swinging,Idle,0.0,5.649473684210527,4.2026,Digging,Charging (grid),-1.516578947368302
17,12:00,8.0,9.166052631578829,0.0,Charging,Serving CEV,0.0,5.649473684210527,0.0,,Charging (grid),-3.516578947368302
18,12:15,8.0,11.166052631578829,0.0,Charging,Serving CEV,0.0,5.649473684210527,0.0,,Charging (grid),-5.516578947368302
19,12:30,0.0,11.166052631578829,0.0,,Traveling,0.0,5.649473684210527,0.0,,Charging (grid),-5.516578947368302
20,12:45,0.0,11.166052631578829,0.0,,Charging (grid),0.0,5.649473684210527,0.0,,Charging (grid),-5.516578947368302
21,13:00,0.0,11.166052631578829,0.0,,Charging (grid),0.0,5.649473684210527,0.0,,Charging (grid),-5.516578947368302
22,13:15,0.0,11.166052631578829,0.0,,Charging (grid),0.0,5.649473684210527,0.0,,Traveling,-5.516578947368302
23,13:30,0.0,11.166052631578829,0.0,,Charging (grid),8.0,7.649473684210527,0.0,Charging,Serving CEV,-3.516578947368302
24,13:45,0.0,11.166052631578829,0.0,,Charging (grid),8.0,9.649473684210527,0.0,Charging,Serving CEV,-1.516578947368302
25,14:00,0.0,11.166052631578829,4.2907,Digging,Charging (grid),0.0,9.649473684210527,4.7809,Digging,Idle,-1.516578947368302
26,14:15,0.0,11.166052631578829,4.6773,Digging,Charging (grid),0.0,9.649473684210527,4.9634,Digging,Idle,-1.516578947368302
27,14:30,0.0,11.166052631578829,4.2765,Traveling,Charging (grid),0.0,9.649473684210527,5.3956,Traveling,Idle,-1.516578947368302
28,14:45,0.0,11.166052631578829,4.7425,Digging,Charging (grid),0.0,9.649473684210527,2.4555,Loading/Swinging,Idle,-1.516578947368302
29,15:00,0.0,11.166052631578829,0.0264,Idle,Charging (grid),8.0,11.649473684210527,1.3131,Charging,Serving CEV,0.483421052631698
30,15:15,0.0,11.166052631578829,3.7992,Loading/Swinging,Charging (grid),0.0,11.649473684210527,2.9596,Loading/Swinging,Idle,0.483421052631698
31,15:30,0.0,11.166052631578829,3.1344,Loading/Swinging,Charging (grid),0.0,11.649473684210527,2.5796,Loading/Swinging,Idle,0.483421052631698
32,15:45,0.0,11.166052631578829,3.1344,Loading/Swinging,Traveling,0.0,11.649473684210527,2.5796,Loading/Swinging,Idle,0.483421052631698
33,16:00,7.719988919668096,13.096049861495853,1.3131,Charging,Serving CEV,5.24926407828384,12.961789703781488,0.7188,Charging,Serving CEV,-0.1342601577143654
34,16:15,0.0,13.096049861495853,4.4502,Traveling,Idle,0.0,12.961789703781488,5.0591,Traveling,Idle,-0.1342601577143654
35,16:30,0.0,13.096049861495853,3.1344,Loading/Swinging,Idle,0.0,12.961789703781488,5.8726,Loading/Swinging,Idle,-0.1342601577143654
36,16:45,0.0,13.096049861495853,3.9497,Loading/Swinging,Idle,8.0,14.961789703781488,0.0,Charging,Serving CEV,1.8657398422856346
37,17:00,1.509579530543777,13.473444744131797,0.0,Charging,Serving CEV,8.0,16.961789703781488,0.0,Charging,Serving CEV,3.488344959649691
