Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.2026,Digging,Traveling,0.0,0.0,4.8544,Digging,Traveling,0.0,0.0,4.8544,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.4919,Digging,Idle,5.1098947368418,1.27747368421045,0.0,Charging,Serving CEV,0.0,0.0,4.2026,Digging,Traveling,1.27747368421045,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,0.0,1.27747368421045,5.3659,Digging,Idle,0.0,0.0,4.7809,Digging,Idle,-0.7225263157895501,-2.0
4,08:45,0.0,2.0,4.7843,Digging,Idle,0.0,1.27747368421045,4.7653,Digging,Idle,8.0,2.0,0.4879,Charging,Serving CEV,-0.7225263157895501,0.0
5,09:00,0.0,2.0,4.7653,Digging,Idle,0.0,1.27747368421045,4.7653,Digging,Idle,0.0,2.0,4.8544,Digging,Idle,-0.7225263157895501,0.0
6,09:15,0.0,2.0,4.6083,Traveling,Idle,0.0,1.27747368421045,4.4502,Traveling,Idle,8.0,4.0,0.0,Charging,Serving CEV,-0.7225263157895501,2.0
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,8.0,3.2774736842104497,0.5059,Charging,Serving CEV,0.0,4.0,4.5721,Traveling,Idle,-0.7225263157895503,0.0
8,09:45,7.999999999999972,5.999999999999993,0.0262,Charging,Serving CEV,8.0,5.27747368421045,0.2629,Charging,Serving CEV,8.0,6.0,0.2481,Charging,Serving CEV,-0.7225263157895432,7.105427357601002e-15
9,10:00,0.0,5.999999999999993,4.8905,Digging,Idle,0.0,5.27747368421045,4.7809,Digging,Traveling,0.0,6.0,4.5629,Digging,Idle,-0.7225263157895432,7.105427357601002e-15
10,10:15,0.0,5.999999999999993,5.1226,Digging,Idle,0.0,5.27747368421045,4.2582,Digging,Charging (grid),0.0,6.0,4.3319,Loading/Swinging,Idle,-0.7225263157895432,7.105427357601002e-15
11,10:30,0.0,5.999999999999993,4.8905,Digging,Idle,0.0,5.27747368421045,3.9497,Loading/Swinging,Charging (grid),0.0,6.0,4.6773,Digging,Idle,-0.7225263157895432,7.105427357601002e-15
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,0.0,5.27747368421045,3.4832,Digging,Charging (grid),8.0,8.0,1.3131,Charging,Serving CEV,-2.722526315789543,7.105427357601002e-15
13,11:00,0.0,7.999999999999993,4.9351,Digging,Idle,0.0,5.27747368421045,0.061,Idle,Charging (grid),0.0,8.0,4.5629,Digging,Traveling,-2.722526315789543,7.105427357601002e-15
14,11:15,0.0,7.999999999999993,4.4502,Traveling,Idle,0.0,5.27747368421045,4.1464,Traveling,Charging (grid),0.0,8.0,4.5117,Traveling,Charging (grid),-2.722526315789543,7.105427357601002e-15
15,11:30,0.0,7.999999999999993,5.3659,Digging,Idle,0.0,5.27747368421045,5.3389,Digging,Charging (grid),0.0,8.0,4.5629,Digging,Charging (grid),-2.722526315789543,7.105427357601002e-15
16,11:45,0.0,7.999999999999993,4.4919,Digging,Idle,0.0,5.27747368421045,4.7809,Digging,Charging (grid),0.0,8.0,4.5629,Digging,Charging (grid),-2.722526315789543,7.105427357601002e-15
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,0.0,5.27747368421045,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-4.722526315789543,-1.999999999999993
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,0.0,5.27747368421045,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-6.722526315789543,-3.999999999999993
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,5.27747368421045,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-6.722526315789543,-3.999999999999993
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.27747368421045,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-6.722526315789543,-3.999999999999993
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.27747368421045,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-6.722526315789543,-3.999999999999993
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.27747368421045,0.0,,Traveling,0.0,8.0,0.0,,Charging (grid),-6.722526315789543,-3.999999999999993
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),6.426736842105251,6.884157894736763,0.0,Charging,Serving CEV,0.0,8.0,0.0,,Traveling,-5.11584210526323,-3.999999999999993
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),7.66175069252078,8.799595567866959,0.0,Charging,Serving CEV,8.0,10.0,0.0,Charging,Serving CEV,-3.200404432133034,-1.999999999999993
25,14:00,0.0,11.999999999999993,4.7809,Digging,Charging (grid),0.0,8.799595567866959,4.7843,Digging,Idle,0.0,10.0,5.3659,Digging,Idle,-3.200404432133034,-1.999999999999993
26,14:15,0.0,11.999999999999993,5.2098,Digging,Charging (grid),0.0,8.799595567866959,4.5629,Digging,Idle,0.0,10.0,5.2098,Digging,Idle,-3.200404432133034,-1.999999999999993
27,14:30,0.0,11.999999999999993,4.6176,Traveling,Charging (grid),7.34643417407785,10.636204111386421,0.4879,Charging,Serving CEV,0.0,10.0,4.1464,Traveling,Idle,-1.3637958886135717,-1.999999999999993
