Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,CEV_1_Working_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh
1,1,08:00,08:15,-0.0,0.0,0.0,250.0,250.0,4.761923324334817,14.8,13.609519168916297
2,2,08:15,08:30,-0.0,0.0,10.0,250.0,247.5,2.7772741928813125,13.609519168916297,12.915200620695968
3,3,08:30,08:45,0.0,0.0,0.0,247.5,247.5,4.995689118737115,12.915200620695968,11.66627834101169
4,4,08:45,09:00,0.0,0.0,0.0,247.5,247.5,4.6293420647438515,11.66627834101169,10.508942824825727
5,5,09:00,09:15,0.0,7.9999999999999964,0.0,247.5,245.39473684210526,0.0,10.508942824825727,12.508942824825727
6,6,09:15,09:30,0.0,0.0,0.0,245.39473684210526,245.39473684210526,5.165138534344186,12.508942824825727,11.21765819123968
7,7,09:30,09:45,0.0,0.0,0.0,245.39473684210526,245.39473684210526,4.505805427397838,11.21765819123968,10.09120683439022
8,8,09:45,10:00,0.0,0.0,0.0,245.39473684210526,245.39473684210526,4.318839009829549,10.09120683439022,9.011497081932834
9,9,10:00,10:15,0.0,0.0,0.0,245.39473684210526,245.39473684210526,5.014429434394708,9.011497081932834,7.7578897233341575
10,10,10:15,10:30,0.0,8.0,0.0,245.39473684210526,243.28947368421052,0.0,7.7578897233341575,9.757889723334157
11,11,10:30,10:45,0.0,0.0,-1.1368683772161603e-13,243.28947368421052,243.28947368421055,4.969207036337156,9.757889723334157,8.515587964249868
12,12,10:45,11:00,0.0,0.0,0.0,243.28947368421055,243.28947368421055,4.641830766040824,8.515587964249868,7.355130272739661
13,13,11:00,11:15,0.0,0.0,0.0,243.28947368421055,243.28947368421055,4.777013406082901,7.355130272739661,6.160876921218936
14,14,11:15,11:30,0.0,0.0,0.0,243.28947368421055,243.28947368421055,4.845771820549134,6.160876921218936,4.949433966081653
15,15,11:30,11:45,0.0,0.0,0.0,243.28947368421055,243.28947368421055,0.0,4.949433966081653,4.949433966081653
16,16,11:45,12:00,0.0,0.0,0.0,243.28947368421055,243.28947368421055,4.65614070521923,4.949433966081653,3.7853987897768455
17,17,12:00,12:15,0.0,0.0,0.0,243.28947368421055,243.28947368421055,0.0,3.7853987897768455,3.7853987897768455
18,18,12:15,12:30,0.0,8.0,0.0,243.28947368421055,241.1842105263158,0.0,3.7853987897768455,5.7853987897768455
19,19,12:30,12:45,0.0,8.0,0.0,241.1842105263158,239.07894736842107,0.0,5.7853987897768455,7.7853987897768455
20,20,12:45,13:00,0.0,8.0,0.0,239.07894736842107,236.97368421052633,0.0,7.7853987897768455,9.785398789776846
21,21,13:00,13:15,0.0,0.0,0.0,236.97368421052633,236.97368421052633,0.0,9.785398789776846,9.785398789776846
22,22,13:15,13:30,0.0,4.058404840892621,0.0,236.97368421052633,235.9056829366072,0.0,9.785398789776846,10.8
23,23,13:30,13:45,0.0,0.0,0.0,235.9056829366072,235.9056829366072,0.0,10.8,10.8
24,24,13:45,14:00,0.0,8.0,0.0,235.9056829366072,233.80041977871247,0.0,10.8,12.8
25,25,14:00,14:15,0.0,0.0,0.0,233.80041977871247,233.80041977871247,4.874004304701628,12.8,11.581498923824594
26,26,14:15,14:30,0.0,0.0,0.0,233.80041977871247,233.80041977871247,4.345636180099468,11.581498923824594,10.495089878799726
27,27,14:30,14:45,0.0,0.0,0.0,233.80041977871247,233.80041977871247,5.239670158831451,10.495089878799726,9.185172339091864
28,28,14:45,15:00,0.0,0.0,0.0,233.80041977871247,233.80041977871247,3.3369545158491576,9.185172339091864,8.350933710129574
29,29,15:00,15:15,0.0,8.0,0.0,233.80041977871247,231.69515662081773,0.0,8.350933710129574,10.350933710129574
