Time_Period,Time_Label,MCS_1_SOE_kWh,MCS_1_Max_SOE_kWh,MCS_1_Min_SOE_kWh
1,08:00,250.0,250.0,50.0
2,08:15,250.0,250.0,50.0
3,08:30,247.5,250.0,50.0
4,08:45,247.5,250.0,50.0
5,09:00,247.5,250.0,50.0
6,09:15,245.39473684210526,250.0,50.0
7,09:30,245.39473684210526,250.0,50.0
8,09:45,245.39473684210526,250.0,50.0
9,10:00,245.39473684210526,250.0,50.0
10,10:15,245.39473684210526,250.0,50.0
11,10:30,243.28947368421052,250.0,50.0
12,10:45,243.28947368421055,250.0,50.0
13,11:00,243.28947368421055,250.0,50.0
14,11:15,243.28947368421055,250.0,50.0
15,11:30,243.28947368421055,250.0,50.0
16,11:45,243.28947368421055,250.0,50.0
17,12:00,243.28947368421055,250.0,50.0
18,12:15,243.28947368421055,250.0,50.0
19,12:30,241.1842105263158,250.0,50.0
20,12:45,239.07894736842107,250.0,50.0
21,13:00,236.97368421052633,250.0,50.0
22,13:15,236.97368421052633,250.0,50.0
23,13:30,235.9056829366072,250.0,50.0
24,13:45,235.9056829366072,250.0,50.0
25,14:00,233.80041977871247,250.0,50.0
26,14:15,233.80041977871247,250.0,50.0
27,14:30,233.80041977871247,250.0,50.0
28,14:45,233.80041977871247,250.0,50.0
29,15:00,233.80041977871247,250.0,50.0
30,15:15,231.69515662081773,250.0,50.0
31,15:30,231.69515662081773,250.0,50.0
32,15:45,231.69515662081773,250.0,50.0
33,16:00,231.69515662081773,250.0,50.0
34,16:15,229.589893462923,250.0,50.0
35,16:30,229.589893462923,250.0,50.0
36,16:45,227.48463030502825,250.0,50.0
37,17:00,227.48463030502825,250.0,50.0
38,17:15,225.3793671471335,250.0,50.0
39,17:30,223.27410398923877,250.0,50.0
40,17:45,222.4427464471286,250.0,50.0
41,18:00,219.9427464471286,250.0,50.0
42,18:15,219.9427464471286,250.0,50.0
43,18:30,219.9427464471286,250.0,50.0
44,18:45,219.9427464471286,250.0,50.0
45,19:00,219.9427464471286,250.0,50.0
46,19:15,219.9427464471286,250.0,50.0
47,19:30,219.9427464471286,250.0,50.0
48,19:45,219.9427464471286,250.0,50.0
49,20:00,219.9427464471286,250.0,50.0
50,20:15,219.9427464471286,250.0,50.0
51,20:30,219.9427464471286,250.0,50.0
52,20:45,219.9427464471286,250.0,50.0
53,21:00,219.9427464471286,250.0,50.0
54,21:15,220.62586584605748,250.0,50.0
55,21:30,221.3089852449864,250.0,50.0
56,21:45,221.9921046439153,250.0,50.0
57,22:00,222.67522404284418,250.0,50.0
58,22:15,223.3583434417731,250.0,50.0
59,22:30,224.041462840702,250.0,50.0
60,22:45,224.7245822396309,250.0,50.0
61,23:00,225.4077016385598,250.0,50.0
62,23:15,226.0908210374887,250.0,50.0
63,23:30,226.7739404364176,250.0,50.0
64,23:45,227.4570598353465,250.0,50.0
65,00:00,228.14017923427514,250.0,50.0
66,00:15,228.82329863320402,250.0,50.0
67,00:30,229.50641803213293,250.0,50.0
68,00:45,230.18953743106184,250.0,50.0
69,01:00,230.87265682999072,250.0,50.0
70,01:15,231.55577622891963,250.0,50.0
71,01:30,232.23889562784854,250.0,50.0
72,01:45,232.92201502677744,250.0,50.0
73,02:00,233.60513442570632,250.0,50.0
74,02:15,234.28825382463523,250.0,50.0
75,02:30,234.97137322356414,250.0,50.0
76,02:45,235.65449262249305,250.0,50.0
77,03:00,236.33761202142193,250.0,50.0
78,03:15,237.02073142035084,250.0,50.0
79,03:30,237.70385081927975,250.0,50.0
80,03:45,238.38697021820866,250.0,50.0
81,04:00,239.07008961713754,250.0,50.0
82,04:15,239.75320901606645,250.0,50.0
83,04:30,240.43632841499536,250.0,50.0
84,04:45,241.11944781392427,250.0,50.0
85,05:00,241.80256721285315,250.0,50.0
86,05:15,242.48568661178206,250.0,50.0
87,05:30,243.16880601071097,250.0,50.0
88,05:45,243.85192540963988,250.0,50.0
89,06:00,244.53504480856878,250.0,50.0
90,06:15,245.21816420749767,250.0,50.0
91,06:30,245.90128360642657,250.0,50.0
92,06:45,246.58440300535548,250.0,50.0
93,07:00,247.2675224042844,250.0,50.0
94,07:15,247.95064180321327,250.0,50.0
95,07:30,248.63376120214218,250.0,50.0
96,07:45,249.31688060107106,250.0,50.0
97,08:00,250.0,250.0,50.0
