Time_Period,MCS_1_A1S_kWh,MCS_1_A2S_kWh
1,250.0,250.0
2,250.0,250.0
3,250.0,250.0
4,250.00000000000003,250.0
5,250.0,247.89473684204307
6,247.89473684210526,246.10077562327197
7,247.89473684210526,246.10077562327197
8,245.7894736842105,246.10077562327197
9,243.68421052631575,243.99551246537723
10,243.68421052631575,243.99551246537723
11,244.1528749505342,244.42907393887052
12,244.62153937475264,244.8626354123638
13,245.0915631916047,245.29619688585709
14,245.56158700845677,245.7334274211006
15,246.03517357834528,246.17173374802735
16,246.51635071908817,246.61221540772402
17,246.99752785983105,247.0700824815502
18,247.47960556024375,247.52794955537638
19,247.96168326065646,247.98581662920256
20,248.44376096106916,248.44368370302874
21,248.92583866148186,248.90155077685492
22,249.40791636189456,249.3594178506811
23,249.40791636189456,249.3594178506811
24,247.7359496028918,247.25415469278636
25,245.7186846954709,245.14889153489162
26,245.7186846954709,245.14889153489162
27,245.7186846954709,245.14889153489162
28,244.01574295929638,245.14889153489162
29,244.01574295929638,245.14889153489162
30,244.01574295929638,243.04362837699688
31,244.01574295929638,243.04362837699688
32,244.01574295929638,243.04362837699688
33,242.310246817987,243.04362837699688
34,242.310246817987,243.04362837699688
35,242.310246817987,240.93836521910214
36,242.310246817987,240.93836521910214
37,242.310246817987,240.93836521910214
38,241.85566074232185,238.8331020612074
39,239.7503975844271,236.72783890331266
40,237.64513442653237,234.62257574541792
41,235.53987126863763,232.51731258752318
42,233.7909436659718,230.41204942962844
43,231.68568050807707,229.64781120248162
44,229.783269495475,229.64781120248162
45,229.783269495475,229.64781120248162
46,229.783269495475,229.64781120248162
47,229.783269495475,229.64781120248162
48,229.783269495475,229.64781120248162
49,229.783269495475,229.64781120248162
50,229.783269495475,229.64781120248162
51,229.783269495475,229.64781120248162
52,229.783269495475,229.64781120248162
53,229.783269495475,229.64781120248162
54,230.2653471958877,230.11036094787977
55,230.7474248963004,230.57291069327792
56,231.2295025967131,231.03546043867607
57,231.7115802971258,231.49801018407422
58,232.1936579975385,231.96055992947237
59,232.6757356979512,232.42310967487052
60,233.1578133983639,232.88565942026867
61,233.63989109877662,233.34820916566682
62,233.63989109877662,233.81075891106497
63,234.12196879918932,234.27330865646312
64,234.5735135867934,234.73585840186126
65,234.5735135867934,235.19840814725939
66,235.0555912872061,235.66095789265754
67,235.53766898761882,236.12350763805568
68,236.01974668803152,236.58605738345383
69,236.50182438844422,237.04860712885198
70,236.98390208885692,237.51115687425013
71,237.46597978926962,237.97370661964828
72,237.94805748968233,238.43625636504643
73,238.43013519009503,238.89880611044458
74,238.91221289050773,239.36135585584273
75,239.39429059092043,239.82390560124088
76,239.87636829133314,240.28645534663903
77,240.35844599174584,240.74900509203718
78,240.84052369215854,241.21155483743533
79,241.32260139257124,241.67410458283348
80,241.80467909298395,242.13665432823163
81,242.28675679339665,242.59920407362978
82,242.76883449380935,243.06175381902793
83,243.25091219422205,243.52430356442608
84,243.73298989463476,243.98685330982423
85,244.21506759504746,244.44940305522238
86,244.69714529546016,244.91195280062053
87,245.17922299587286,245.37450254601868
88,245.66130069628556,245.83705229141682
89,246.14337839669827,246.29960203681497
90,246.62545609711105,246.76215178221298
91,247.1075337975233,247.22470152761113
92,247.58961149793606,247.68725127300925
93,248.07168919834885,248.1498010184074
94,248.5537668987616,248.61235076380555
95,249.0358445991744,249.0749005092037
96,249.5179222995872,249.53745025460185
97,250.0,250.0
