Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,5.21798175078444,Digging,Traveling,0.0,0.0,5.21798175078444,Digging,Traveling,0.0,0.0,5.21798175078444,Digging,Idle,0.0,0.0
2,08:15,5.04473684210517,1.2611842105262925,0.0,Charging,Serving CEV,0.0,0.0,3.6444160734769153,Loading/Swinging,Idle,0.0,0.0,5.30264233159133,Digging,Idle,-1.2611842105262925,-1.2611842105262925
3,08:30,-2.1227464230832993e-12,1.2611842105257618,5.30264233159133,Digging,Idle,-1.6011851880944246e-12,-4.0029629702360615e-13,5.30264233159133,Digging,Idle,0.0,0.0,5.281970406574824,Digging,Traveling,-1.2611842105261621,-1.2611842105257618
4,08:45,0.0,1.2611842105257618,5.281970406574824,Digging,Idle,0.0,-4.0029629702360615e-13,5.281970406574824,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-1.2611842105261621,0.7388157894742382
5,09:00,7.999999999999997,3.2611842105257614,0.0,Charging,Serving CEV,8.0,1.9999999999995997,0.0,Charging,Serving CEV,0.0,2.0,5.341593790671668,Digging,Idle,-1.2611842105261617,-1.2611842105257614
6,09:15,0.0,3.2611842105257614,5.341593790671668,Digging,Idle,0.0,1.9999999999995997,5.626241715849725,Traveling,Idle,6.0200740634161685,3.505018515854042,0.0,Charging,Serving CEV,-1.2611842105261617,0.24383430532828054
7,09:30,0.0,3.2611842105257614,5.626241715849725,Traveling,Idle,-6.981082378842984e-13,1.9999999999994251,5.341593790671668,Digging,Idle,0.0,3.505018515854042,5.626241715849725,Traveling,Traveling,-1.2611842105263362,0.24383430532828054
8,09:45,8.0,5.261184210525761,0.0,Charging,Serving CEV,1.0036416142611415e-13,1.9999999999994502,5.431830750065842,Digging,Idle,0.0,3.505018515854042,5.431830750065842,Digging,Traveling,-3.261184210526311,-1.7561656946717195
9,10:00,0.0,5.261184210525761,5.431830750065842,Digging,Traveling,8.0,3.99999999999945,0.0,Charging,Serving CEV,0.0,3.505018515854042,5.311687106182523,Digging,Idle,-1.2611842105263111,-1.7561656946717195
10,10:15,0.0,5.261184210525761,5.311687106182523,Digging,Charging (grid),0.0,3.99999999999945,5.311687106182523,Digging,Idle,8.0,5.505018515854042,0.0,Charging,Serving CEV,-1.2611842105263111,0.24383430532828054
