Time_Period,Time_Label,MCS_1_SOE_kWh,MCS_1_Max_SOE_kWh,MCS_1_Min_SOE_kWh
1,08:00,250.0,250.0,50.0
2,08:15,250.0,250.0,50.0
3,08:30,250.0,250.0,50.0
4,08:45,250.0000000000011,250.0,50.0
5,09:00,250.0,250.0,50.0
6,09:15,250.0,250.0,50.0
7,09:30,247.5,250.0,50.0
8,09:45,247.5,250.0,50.0
9,10:00,247.5,250.0,50.0
10,10:15,247.5,250.0,50.0
11,10:30,245.39473684210526,250.0,50.0
12,10:45,245.39473684210526,250.0,50.0
13,11:00,245.39473684210526,250.0,50.0
14,11:15,245.39473684210526,250.0,50.0
15,11:30,243.58533712634494,250.0,50.0
16,11:45,243.58533712634497,250.0,50.0
17,12:00,243.58533712634497,250.0,50.0
18,12:15,243.58533712634497,250.0,50.0
19,12:30,243.58533712634497,250.0,50.0
20,12:45,241.48007396845023,250.0,50.0
21,13:00,240.86662439751657,250.0,50.0
22,13:15,238.76136123962183,250.0,50.0
23,13:30,238.76136123962183,250.0,50.0
24,13:45,236.6560980817271,250.0,50.0
25,14:00,235.04222966067445,250.0,50.0
26,14:15,235.04222966067445,250.0,50.0
27,14:30,232.9369665027797,250.0,50.0
28,14:45,232.9369665027797,250.0,50.0
29,15:00,232.9369665027797,250.0,50.0
30,15:15,232.9369665027797,250.0,50.0
31,15:30,232.9369665027797,250.0,50.0
32,15:45,232.9369665027797,250.0,50.0
33,16:00,232.9369665027797,250.0,50.0
34,16:15,232.93696650277974,250.0,50.0
35,16:30,232.93696650277974,250.0,50.0
36,16:45,232.93696650277974,250.0,50.0
37,17:00,232.93696650277974,250.0,50.0
38,17:15,230.831703344885,250.0,50.0
39,17:30,228.7565889660802,250.0,50.0
40,17:45,226.65132580818545,250.0,50.0
41,18:00,226.65132580818545,250.0,50.0
42,18:15,224.5460626502907,250.0,50.0
43,18:30,222.44079949239597,250.0,50.0
44,18:45,219.94079949239597,250.0,50.0
45,19:00,219.94079949239597,250.0,50.0
46,19:15,219.94079949239597,250.0,50.0
47,19:30,219.94079949239597,250.0,50.0
48,19:45,219.94079949239597,250.0,50.0
49,20:00,219.94079949239597,250.0,50.0
50,20:15,219.94079949239597,250.0,50.0
51,20:30,219.94079949239597,250.0,50.0
52,20:45,219.94079949239597,250.0,50.0
53,21:00,219.94079949239597,250.0,50.0
54,21:15,220.62396314029607,250.0,50.0
55,21:30,221.30712678819617,250.0,50.0
56,21:45,221.99029043609627,250.0,50.0
57,22:00,222.67345408399635,250.0,50.0
58,22:15,223.3566177318964,250.0,50.0
59,22:30,224.0397813797965,250.0,50.0
60,22:45,224.72294502769657,250.0,50.0
61,23:00,225.40610867559664,250.0,50.0
62,23:15,226.08927232349671,250.0,50.0
63,23:30,226.7724359713968,250.0,50.0
64,23:45,227.45559961929686,250.0,50.0
65,00:00,228.1387632671976,250.0,50.0
66,00:15,228.82192691509835,250.0,50.0
67,00:30,229.5050905629991,250.0,50.0
68,00:45,230.18825421089986,250.0,50.0
69,01:00,230.87141785880058,250.0,50.0
70,01:15,231.55458150670134,250.0,50.0
71,01:30,232.2377451546021,250.0,50.0
72,01:45,232.92090880250285,250.0,50.0
73,02:00,233.60407245040358,250.0,50.0
74,02:15,234.28723609830433,250.0,50.0
75,02:30,234.9703997462051,250.0,50.0
76,02:45,235.65356339410584,250.0,50.0
77,03:00,236.33672704200657,250.0,50.0
78,03:15,237.01989068990733,250.0,50.0
79,03:30,237.70305433780808,250.0,50.0
80,03:45,238.38621798570884,250.0,50.0
81,04:00,239.06938163360957,250.0,50.0
82,04:15,239.75254528151032,250.0,50.0
83,04:30,240.43570892941108,250.0,50.0
84,04:45,241.11887257731183,250.0,50.0
85,05:00,241.80203622521256,250.0,50.0
86,05:15,242.48519987311332,250.0,50.0
87,05:30,243.16836352101407,250.0,50.0
88,05:45,243.85152716891483,250.0,50.0
89,06:00,244.53469081681556,250.0,50.0
90,06:15,245.21785446469474,250.0,50.0
91,06:30,245.9010181125955,250.0,50.0
92,06:45,246.58418176049625,250.0,50.0
93,07:00,247.267345408397,250.0,50.0
94,07:15,247.95050905629773,250.0,50.0
95,07:30,248.6336727041985,250.0,50.0
96,07:45,249.31683635209924,250.0,50.0
97,08:00,250.0,250.0,50.0
