Metric,A1S,A2S
Total_Discharge_kWh,23.815,23.61
Total_Work_kWh,23.73,23.512
N_Capped_Intervals,0,0
N_Infeasible_Windows,0,0
Missed_Work_hour,0.5,0.0
Missed_Work_Penalty_USD,1000.0,0.0
