Time_Period,MCS_1_A0_kWh,MCS_1_A1S_kWh
1,250.0,250.0
2,250.0,250.0
3,250.0,248.73403423857215
4,247.89473684210526,248.73403423857215
5,247.8947368421053,248.73403423857215
6,247.8947368421053,246.6287710806774
7,245.78947368421055,246.6287710806774
8,244.68975069252076,244.52350792278267
9,244.68975069252076,244.52350792278267
10,244.68975069252076,244.52350792278267
11,244.68975069252076,244.52350792278267
12,244.68975069252076,244.52350792278267
13,242.58448753462602,242.41824476488793
14,242.58448753462602,242.41824476488793
15,242.58448753462602,242.41824476488793
16,242.58448753462602,242.41824476488793
17,242.58448753462602,242.41824476488793
18,240.47922437673128,240.3129816069932
19,238.37396121883654,239.0904444685997
20,238.37396121883654,236.98518131070497
21,238.83710939398355,236.98518131070497
22,239.30025756913057,237.47761905017896
23,239.76340574427758,237.97005678965294
24,240.2265539194246,238.46249452912693
25,240.6897020945716,238.9549322686009
26,241.1528502697186,239.4473700080749
27,241.61599844486562,239.9423160581884
28,242.07914662001264,240.44007116747753
29,242.54229479515965,240.94383677011052
30,243.00544297030666,241.44760237274352
31,243.46859114545367,241.9513679753765
32,243.93173932060068,242.4551335780095
33,244.3948874957477,242.9588991806425
34,244.3948874957477,242.9588991806425
35,242.28962433785296,241.33413575819992
36,242.28962433785296,241.33413575819992
37,242.28962433785296,241.33413575819992
38,242.28962433785296,239.22887260030515
39,242.28962433785296,239.02059652606454
40,242.28962433785296,236.92629526681404
41,242.28962433785296,234.8210321089193
42,242.28962433785296,232.71576895102456
43,242.28962433785296,230.61050579312982
44,242.28962433785296,228.94787898960007
45,240.18436117995822,228.94787898960007
46,238.07909802206348,228.94787898960007
47,238.07909802206348,228.94787898960007
48,235.97383486416874,228.94787898960007
49,233.868571706274,228.94787898960007
50,233.83200660932107,228.94787898960007
51,231.72674345142633,228.94787898960007
52,229.6214802935316,228.94787898960007
53,229.6214802935316,228.94787898960007
54,230.0846284686786,229.45164459223307
55,230.5477766438256,229.95541019486606
56,231.01092481897263,230.45917579749906
57,231.47407299411964,230.96294140013205
58,231.93722116926665,231.46670700276505
59,232.40036934441366,231.97047260539804
60,232.86351751956067,232.47423820803104
61,233.32666569470769,232.97800381066403
62,233.7898138698547,232.97800381066403
63,234.2529620450017,233.48176941329703
64,234.71611022014872,233.8795007157443
65,235.17925839529573,233.8795007157443
66,235.64240657044274,234.3832663183773
67,236.10555474558976,234.8870319210103
68,236.56870292073677,235.3907975236433
69,237.03185109588378,235.8945631262763
70,237.4949992710308,236.3983287289093
71,237.9581474461778,236.9020943315423
72,238.42129562132482,237.40585993417528
73,238.88444379647183,237.90962553680828
74,239.34759197161884,238.41339113944127
75,239.81074014676585,238.91715674207427
76,240.27388832191286,239.42092234470726
77,240.73703649705988,239.92468794734026
78,241.2001846722069,240.42845354997326
79,241.6633328473539,240.93221915260625
80,242.1264810225009,241.43598475523925
81,242.58962919764792,241.93975035787224
82,243.05277737279494,242.44351596050524
83,243.51592554794195,242.94728156313823
84,243.97907372308896,243.45104716577123
85,244.44222189823597,243.95481276840422
86,244.90537007338298,244.45857837103722
87,245.36851824853,244.96234397367022
88,245.831666423677,245.4661095763032
89,246.29481459882402,245.9698751789362
90,246.75796277397103,246.47364078156906
91,247.22111094911804,246.97740638420206
92,247.68425912426505,247.48117198683502
93,248.14740729941207,247.98493758946802
94,248.61055547455908,248.488703192101
95,249.0737036497061,248.992468794734
96,249.536851824853,249.496234397367
97,250.0,250.0
