Time_Period,MCS_1_A0_kWh,MCS_1_A1R_kWh,MCS_1_A2R_kWh
1,250.0,250.0,250.0
2,250.0,250.0,250.0
3,248.67243767313022,248.6802391971107,250.0
4,248.6724376731308,248.6802391971107,250.0
5,248.6724376731308,248.6802391971107,250.0
6,246.56717451523605,246.57497603921595,250.0
7,246.56717451523605,246.57497603921595,250.0
8,246.56717451523605,246.57497603921595,250.0
9,244.4619113573413,244.46971288132121,247.89473684210526
10,244.4619113573413,244.46971288132121,247.89473684210526
11,244.78466066481974,244.46971288132121,247.89473684210526
12,245.2587824225634,244.46971288132121,247.89473684210526
13,245.73290418030706,242.74259678014744,245.78947368421052
14,246.20702593805072,242.74259678014744,245.78947368421052
15,246.68114769579438,242.74259678014744,245.78947368421052
16,247.15526945353804,242.74259678014744,245.78947368421052
17,247.6293912112817,242.74259678014744,243.68421052631578
18,248.10351296902536,240.6373336222527,241.57894736842104
19,248.57763472676902,238.5320704643581,239.71590152465907
20,249.05175648451268,238.5320704643581,238.0632229740637
21,249.52587824225634,238.9848218381173,238.0632229740637
22,250.0,239.43757321187653,238.50235910278334
23,250.0,239.89032458563574,238.94594230358825
24,247.89473684210526,240.34307595939495,239.38952550439316
25,245.78947368421052,240.79582733315416,239.83310870519807
26,245.78947368421052,241.24857870691338,240.27669190600298
27,245.78947368421052,241.7013300806726,240.7202751068079
28,245.78947368421052,242.1540814544318,241.16506607778928
29,243.68421052631578,242.60683282819102,241.61163554066937
30,243.68421052631578,243.05958420195023,242.06206015060795
31,243.68421052631578,243.51233557570944,242.51248476054653
32,243.68421052631578,243.96508694946866,242.9629093704851
33,243.68421052631578,244.41934631695946,243.41589299286568
34,241.57894736842104,244.41934631695946,243.41589299286568
35,241.57894736842104,242.5920405829092,241.31062983497094
36,241.57894736842104,242.5920405829092,241.31062983497094
37,241.57894736842104,242.5920405829092,241.31062983497094
38,239.4736842105263,242.5461041098674,239.2053666770762
39,237.36842105263156,240.44325866108014,237.10010351918146
40,235.26315789473682,238.44867157943736,234.99484036128672
41,235.26315789473682,236.44838668899752,232.88957720339198
42,233.15789473684208,234.4484016832312,230.78431404549724
43,231.05263157894734,232.34313852533646,230.04270256588373
44,231.05263157894734,230.45394106026598,230.04270256588373
45,229.13864265927918,230.45394106026598,230.04270256588373
46,229.13864265927918,230.45394106026598,230.04270256588373
47,229.13864265927918,230.45394106026598,230.04270256588373
48,229.13864265927918,230.45394106026598,230.04270256588373
49,229.13864265927918,230.45394106026598,230.04270256588373
50,229.13864265927918,230.45394106026598,230.04270256588373
51,229.13864265927918,230.45394106026598,230.04270256588373
52,229.13864265927918,230.45394106026598,230.04270256588373
53,229.13864265927918,230.45394106026598,230.04270256588373
54,229.61276441702285,230.90820042775678,230.49627750756818
55,230.0868861747665,231.3624597952476,230.94985244925263
56,230.56100793251017,231.8167191627384,231.40342739093708
57,231.03512969025383,232.2709785302292,231.85700233262153
58,231.50925144799749,232.72523789772,232.31057727430598
59,231.98337320574115,233.1794972652108,232.76415221599044
60,232.4574949634848,233.63375663270162,233.2177271576749
61,232.93161672122847,234.08801600019243,233.67130209935934
62,233.40573847897213,234.54227536768323,234.1248770410438
63,233.87986023671579,234.99653473517404,234.57845198272824
64,234.35398199445945,235.45079410266484,235.0320269244127
65,234.8281037522031,235.4637002402939,235.48560186609728
66,235.30222550994677,235.9179596077847,235.93917680778188
67,235.77634726769043,236.3722189752755,236.39275174946647
68,236.25046902543409,236.8264783427663,236.84632669115106
69,236.72459078317775,237.2807377102571,237.29990163283566
70,237.1987125409214,237.73499707774792,237.75347657452025
71,237.67283429866507,238.18925644523873,238.20705151620484
72,238.14695605640873,238.64351581272953,238.66062645788944
73,238.6210778141524,239.09777518022034,239.11420139957403
74,239.09519957189605,239.55203454771114,239.56777634125862
75,239.5693213296397,240.00629391520195,240.02135128294321
76,240.04344308738337,240.46055328269276,240.4749262246278
77,240.51756484512703,240.91481265018356,240.9285011663124
78,240.9916866028707,241.36907201767437,241.382076107997
79,241.46580836061435,241.82333138516518,241.8356510496816
80,241.939930118358,242.27759075265598,242.28922599136618
81,242.41405187610167,242.7318501201468,242.74280093305077
82,242.88817363384533,243.1861094876376,243.19637587473537
83,243.362295391589,243.6403688551284,243.64995081641996
84,243.83641714933265,244.0946282226192,244.10352575810455
85,244.3105389070763,244.54888759011,244.55710069978915
86,244.78466066481997,245.00314695760082,245.01067564147374
87,245.25878242256363,245.45740632509163,245.46425058315833
88,245.7329041803073,245.91166569258243,245.91782552484293
89,246.20702593805095,246.36592506007324,246.37140046652752
90,246.6811476957946,246.8201844275643,246.82497540820796
91,247.15526945353827,247.2744437950537,247.27855034989253
92,247.62939121128193,247.72870316254475,247.73212529157712
93,248.1035129690256,248.1829625300358,248.18570023326168
94,248.57763472676925,248.63722189752684,248.63927517494628
95,249.0517564845129,249.0914812650179,249.09285011663084
96,249.52587824225634,249.54574063250894,249.5464250583154
97,250.0,250.0,250.0
