Time_Period,MCS_1_A0_kWh,MCS_1_A1S_kWh,MCS_1_A2S_kWh
1,250.0,250.0,250.0
2,250.0,250.0,250.0
3,250.0,248.63790307884045,250.0
4,247.89473684210526,248.63790307884045,250.0
5,247.8947368421053,248.63790307884045,250.0
6,247.8947368421053,248.63790307884045,247.89473684210523
7,245.78947368421055,248.63790307884045,247.89473684210523
8,244.68975069252076,246.5326399209457,247.89473684210523
9,244.68975069252076,244.42737676305106,245.7894736842105
10,244.68975069252076,244.42737676305106,243.68421052631575
11,244.68975069252076,244.8340365606638,243.68421052631575
12,244.68975069252076,245.30335746756072,243.68421052631575
13,242.58448753462602,245.77267837445763,243.68421052631575
14,242.58448753462602,246.24244808297294,241.57894736842084
15,242.58448753462602,246.71161204039277,241.57894736842084
16,242.58448753462602,247.17382153864972,241.57894736842084
17,242.58448753462602,247.6458753908774,241.57894736842084
18,240.47922437673128,248.11792924310507,239.61170333080668
19,238.37396121883654,248.58383844331698,238.16853535207227
20,238.37396121883654,249.05589229554462,238.16853535207227
21,238.83710939398355,249.52794614777233,238.60349026535226
22,239.30025756913057,250.0,239.04239571406066
23,239.76340574427758,250.0,239.48130116276906
24,240.2265539194246,248.18107756094096,239.92020661147745
25,240.6897020945716,246.1715471629967,240.35911206018585
26,241.1528502697186,246.1715471629967,240.79801750889422
27,241.61599844486562,246.1715471629967,241.23692295760262
28,242.07914662001264,244.24964167291245,241.675828406311
29,242.54229479515965,244.24964167291245,242.12085664679248
30,243.00544297030666,244.24964167291245,242.56805111030656
31,243.46859114545367,244.24964167291245,243.0159927887779
32,243.93173932060068,244.24964167291245,243.46393446724926
33,244.3948874957477,242.1737799614789,243.91244079630494
34,244.3948874957477,242.1737799614789,243.91244079630494
35,242.28962433785296,242.1737799614789,241.8071776384102
36,242.28962433785296,242.1737799614789,241.8071776384102
37,242.28962433785296,242.1737799614789,241.8071776384102
38,242.28962433785296,240.06851680358417,239.70191448051546
39,242.28962433785296,238.23698585962802,237.59665132262072
40,242.28962433785296,236.13172270173328,235.49138816472598
41,242.28962433785296,234.02645954383854,233.38612500683124
42,242.28962433785296,231.9211963859438,231.2808618489365
43,242.28962433785296,230.2447395658196,230.53042775549545
44,242.28962433785296,230.2447395658196,230.53042775549545
45,240.18436117995822,230.2447395658196,230.53042775549545
46,238.07909802206348,230.2447395658196,230.53042775549545
47,238.07909802206348,230.2447395658196,230.53042775549545
48,235.97383486416874,230.2447395658196,230.53042775549545
49,233.868571706274,230.2447395658196,230.53042775549545
50,233.83200660932107,230.2447395658196,230.53042775549545
51,231.72674345142633,230.2447395658196,230.53042775549545
52,229.6214802935316,230.2447395658196,230.53042775549545
53,229.6214802935316,230.2447395658196,230.53042775549545
54,230.0846284686786,230.7167934180473,230.97893408455113
55,230.5477766438256,231.188847270275,231.4274404136068
56,231.01092481897263,231.6609011225027,231.87594674266248
57,231.47407299411964,232.1329549747304,232.32445307171815
58,231.93722116926665,232.6050088269581,232.77295940077383
59,232.40036934441366,233.07706267918581,233.2214657298295
