day,step,clock,status,objective,gap_percent,solve_time_s
1,1,08:00,TIME_LIMIT,107.19721576342684,44.53244165380632,1200.160169839859
1,2,08:15,TIME_LIMIT,63.67476463545236,8.801491704398762,1200.105140209198
1,3,08:30,TIME_LIMIT,65.28021233519995,7.393779033898385,1200.104748249054
1,4,08:45,TIME_LIMIT,64.46402325026021,6.796069373699886,1200.100965499878
1,5,09:00,TIME_LIMIT,64.61258292009146,6.695092274732506,1200.0874547958374
1,6,09:15,TIME_LIMIT,64.48205241618179,4.682523550082053,1200.159287929535
1,7,09:30,TIME_LIMIT,63.538813446727175,3.7077805846292597,1200.1729409694672
1,8,09:45,TIME_LIMIT,63.312725257206225,2.569444753058769,1200.186219215393
1,9,10:00,OPTIMAL,62.774169853596476,0.9999684302321279,512.0957951545715
1,10,10:15,OPTIMAL,63.05709126095323,0.9995100864775919,429.4450316429138
1,11,10:30,OPTIMAL,62.846402726709506,0.9999462809702699,264.9085793495178
1,12,10:45,OPTIMAL,63.02116845081043,0.9973152346164946,189.97880625724792
1,13,11:00,OPTIMAL,64.33755747756838,0.9969260522619751,18.40970540046692
1,14,11:15,OPTIMAL,59.135439411003425,0.4143199482013949,46.29892826080322
1,15,11:30,OPTIMAL,59.34100559536273,0.9974730271666128,19.170128345489502
1,16,11:45,OPTIMAL,59.48969101183328,0.999983319921323,25.932456016540527
1,17,12:00,OPTIMAL,58.87818700143264,0.0013016596209452173,32.04959273338318
1,18,12:15,OPTIMAL,58.9070364776025,0.3898655659142432,15.378071784973145
1,19,12:30,OPTIMAL,58.876863222001056,0.433107869404951,19.40568256378174
1,20,12:45,OPTIMAL,59.27408704146572,0.9520624367001864,20.08951449394226
1,21,13:00,OPTIMAL,58.816652567554186,0.9956816386220205,7.5477776527404785
1,22,13:15,OPTIMAL,58.75050791915324,0.9921815471879585,8.509712934494019
1,23,13:30,OPTIMAL,60.30615330317657,0.0785380949297011,2.0317060947418213
1,24,13:45,OPTIMAL,55.23281750464635,0.08337416886773148,2.0787954330444336
1,25,14:00,OPTIMAL,54.76598317406991,0.5667623251254503,2.464261770248413
1,26,14:15,OPTIMAL,54.766175094745996,0.7284726619825076,1.1376359462738037
1,27,14:30,OPTIMAL,54.57747707214564,0.43704853024121426,0.8257310390472412
1,28,14:45,OPTIMAL,54.87267043941549,0.9670033795409523,1.6694908142089844
1,29,15:00,OPTIMAL,54.81167356748781,0.7398157475782026,0.9760012626647949
1,30,15:15,OPTIMAL,54.597307659020416,0.061481501491970264,1.0315001010894775
1,31,15:30,OPTIMAL,54.37427776144843,3.920287854915901e-14,0.6151411533355713
1,32,15:45,OPTIMAL,54.55247325569648,0.0,0.39855337142944336
1,33,16:00,OPTIMAL,54.65893020657772,0.0,0.3959221839904785
1,34,16:15,OPTIMAL,54.543536608186514,0.0,0.26591062545776367
1,35,16:30,OPTIMAL,54.241009026042406,0.0,0.3137040138244629
1,36,16:45,OPTIMAL,54.16344978366188,0.0,0.32361292839050293
