Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,CEV_1_Working_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh
1,1,D1 08:00,D1 08:15,0.0,0.0,0.0,250.0,250.0,4.764522806889278,14.8,13.608869298277682
2,2,D1 08:15,D1 08:30,0.0,0.0,0.0,250.0,250.0,3.3737180298307656,13.608869298277682,12.76543979081999
3,3,D1 08:30,D1 08:45,0.0,0.0,0.0,250.0,250.0,4.9902806693388,12.76543979081999,11.51786962348529
4,4,D1 08:45,D1 09:00,0.0,0.0,0.0,250.0,250.0,4.636483279794859,11.51786962348529,10.358748803536574
5,5,D1 09:00,D1 09:15,0.0,0.0,0.0,250.0,250.0,0.0,10.358748803536574,10.358748803536574
6,6,D1 09:15,D1 09:30,0.0,0.0,0.0,250.0,250.0,4.687769446515396,10.358748803536574,9.186806441907725
7,7,D1 09:30,D1 09:45,0.0,0.0,0.0,250.0,250.0,4.51717854039641,9.186806441907725,8.057511806808623
8,8,D1 09:45,D1 10:00,0.0,0.0,0.0,250.0,250.0,3.128867606129193,8.057511806808623,7.275294905276325
9,9,D1 10:00,D1 10:15,-0.0,0.0,0.0,250.0,250.0,4.336616885138063,7.275294905276325,6.191140683991809
10,10,D1 10:15,D1 10:30,-0.0,0.0,10.0,250.0,247.5,0.0,6.191140683991809,6.191140683991809
11,11,D1 10:30,D1 10:45,-0.0,0.0,0.0,247.5,247.5,2.990281148486907,6.191140683991809,5.443570396870082
12,12,D1 10:45,D1 11:00,-0.0,8.000000000000004,8.881784197001252e-15,247.5,245.39473684210526,0.0,5.443570396870082,7.443570396870083
13,13,D1 11:00,D1 11:15,-0.0,0.0,0.0,245.39473684210526,245.39473684210526,4.524665316037099,7.443570396870083,6.3124040678608075
14,14,D1 11:15,D1 11:30,-0.0,0.0,0.0,245.39473684210526,245.39473684210526,5.008379012662744,6.3124040678608075,5.060309314695122
15,15,D1 11:30,D1 11:45,-0.0,0.0,0.0,245.39473684210526,245.39473684210526,3.3337784392252736,5.060309314695122,4.226864704888803
16,16,D1 11:45,D1 12:00,-0.0,0.0,0.0,245.39473684210526,245.39473684210526,2.9920557194725386,4.226864704888803,3.4788507750206685
17,17,D1 12:00,D1 12:15,-0.0,8.0,-1.0125233984581428e-13,245.39473684210526,243.28947368421055,0.0,3.4788507750206685,5.4788507750206685
18,18,D1 12:15,D1 12:30,-0.0,8.0,0.0,243.28947368421055,241.1842105263158,0.0,5.4788507750206685,7.4788507750206685
19,19,D1 12:30,D1 12:45,-0.0,8.0,-1.0125233984581428e-13,241.1842105263158,239.0789473684211,0.0,7.4788507750206685,9.478850775020668
20,20,D1 12:45,D1 13:00,-0.0,8.0,1.2434497875801753e-14,239.0789473684211,236.97368421052636,0.0,9.478850775020668,11.478850775020668
21,21,D1 13:00,D1 13:15,-0.0,8.0,-1.0125233984581428e-13,236.97368421052636,234.86842105263165,0.0,11.478850775020668,13.478850775020668
22,22,D1 13:15,D1 13:30,-0.0,5.839199999999995,1.6076029396572264e-13,234.86842105263165,233.33178947368424,0.0,13.478850775020668,14.8
23,23,D1 13:30,D1 13:45,-0.0,0.0,0.0,233.33178947368424,233.33178947368424,0.0,14.8,14.8
24,24,D1 13:45,D1 14:00,-0.0,0.0,0.0,233.33178947368424,233.33178947368424,0.0,14.8,14.8
25,25,D1 14:00,D1 14:15,-0.0,0.0,0.0,233.33178947368424,233.33178947368424,4.964705762919694,14.8,13.558823559270078
26,26,D1 14:15,D1 14:30,-0.0,0.0,0.0,233.33178947368424,233.33178947368424,5.352011811559689,13.558823559270078,12.220820606380155
27,27,D1 14:30,D1 14:45,-0.0,8.0,0.0,233.33178947368424,231.2265263157895,0.0,12.220820606380155,14.220820606380155
28,28,D1 14:45,D1 15:00,-0.0,0.0,0.0,231.2265263157895,231.2265263157895,4.779095959511314,14.220820606380155,13.026046616502326
29,29,D1 15:00,D1 15:15,-0.0,0.0,0.0,231.2265263157895,231.2265263157895,4.845498970760261,13.026046616502326,11.81467187381226
30,30,D1 15:15,D1 15:30,-0.0,8.0,-1.0125233984581428e-13,231.2265263157895,229.1212631578948,0.0,11.81467187381226,13.81467187381226
31,31,D1 15:30,D1 15:45,-0.0,0.0,0.0,229.1212631578948,229.1212631578948,4.662363900207027,13.81467187381226,12.649080898760504
32,32,D1 15:45,D1 16:00,-0.0,8.0,1.2434497875801753e-14,229.1212631578948,227.01600000000005,0.0,12.649080898760504,14.649080898760504
33,33,D1 16:00,D1 16:15,-0.0,0.0,0.0,227.01600000000005,227.01600000000005,4.872764316788339,14.649080898760504,13.430889819563419
34,34,D1 16:15,D1 16:30,-0.0,0.0,1.1368683772161603e-13,227.01600000000005,227.01600000000002,4.782637780779867,13.430889819563419,12.235230374368452
35,35,D1 16:30,D1 16:45,-0.0,0.0,0.0,227.01600000000002,227.01600000000002,3.4599494989451327,12.235230374368452,11.370242999632168
36,36,D1 16:45,D1 17:00,-0.0,0.0,0.0,227.01600000000002,227.01600000000002,5.225903841799684,11.370242999632168,10.063767039182247
37,37,D1 17:00,D1 17:15,-0.0,8.000000000000002,1.0658141036401503e-14,227.01600000000002,224.91073684210528,0.0,10.063767039182247,12.063767039182247
38,38,D1 17:15,D1 17:30,-0.0,8.0,-1.0125233984581428e-13,224.91073684210528,222.80547368421057,0.0,12.063767039182247,14.063767039182247
39,39,D1 17:30,D1 17:45,-0.0,1.4497999999999478,1.6164847238542282e-13,222.80547368421057,222.42394736842107,0.0,14.063767039182247,14.426217039182234
40,40,D1 17:45,D1 18:00,-0.0,0.0,0.0,222.42394736842107,222.42394736842107,0.0,14.426217039182234,14.426217039182234
41,41,D1 18:00,D1 18:15,-0.0,0.0,10.0,222.42394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
42,42,D1 18:15,D1 18:30,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
43,43,D1 18:30,D1 18:45,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
44,44,D1 18:45,D1 19:00,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
45,45,D1 19:00,D1 19:15,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
46,46,D1 19:15,D1 19:30,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
47,47,D1 19:30,D1 19:45,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
48,48,D1 19:45,D1 20:00,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
49,49,D1 20:00,D1 20:15,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
50,50,D1 20:15,D1 20:30,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
51,51,D1 20:30,D1 20:45,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
52,52,D1 20:45,D1 21:00,-0.0,0.0,0.0,219.92394736842107,219.92394736842107,0.0,14.426217039182234,14.426217039182234
53,53,D1 21:00,D1 21:15,2.8780911609166435,0.0,6.128431095930864e-14,219.92394736842107,220.60749401913876,0.0,14.426217039182234,14.426217039182234
54,54,D1 21:15,D1 21:30,2.878091160916643,0.0,0.0,220.60749401913876,221.29104066985647,0.0,14.426217039182234,14.426217039182234
55,55,D1 21:30,D1 21:45,2.878091160916643,0.0,6.084022174945858e-14,221.29104066985647,221.97458732057416,0.0,14.426217039182234,14.426217039182234
56,56,D1 21:45,D1 22:00,2.878091160916643,0.0,6.084022174945858e-14,221.97458732057416,222.65813397129185,0.0,14.426217039182234,14.426217039182234
57,57,D1 22:00,D1 22:15,2.878091160916643,0.0,6.084022174945858e-14,222.65813397129185,223.34168062200953,0.0,14.426217039182234,14.426217039182234
58,58,D1 22:15,D1 22:30,2.878091160916643,0.0,-5.284661597215745e-14,223.34168062200953,224.02522727272725,0.0,14.426217039182234,14.426217039182234
59,59,D1 22:30,D1 22:45,2.878091160916643,0.0,6.084022174945858e-14,224.02522727272725,224.70877392344494,0.0,14.426217039182234,14.426217039182234
60,60,D1 22:45,D1 23:00,2.878091160916643,0.0,6.084022174945858e-14,224.70877392344494,225.39232057416262,0.0,14.426217039182234,14.426217039182234
61,61,D1 23:00,D1 23:15,2.878091160916643,0.0,6.084022174945858e-14,225.39232057416262,226.0758672248803,0.0,14.426217039182234,14.426217039182234
62,62,D1 23:15,D1 23:30,2.878091160916643,0.0,-5.284661597215745e-14,226.0758672248803,226.75941387559803,0.0,14.426217039182234,14.426217039182234
63,63,D1 23:30,D1 23:45,2.878091160916643,0.0,0.0,226.75941387559803,227.44296052631574,0.0,14.426217039182234,14.426217039182234
64,64,D1 23:45,D1 00:00,2.878091160916643,0.0,6.084022174945858e-14,227.44296052631574,228.12650717703343,0.0,14.426217039182234,14.426217039182234
65,65,D1 00:00,D1 00:15,2.878091160916643,0.0,-5.284661597215745e-14,228.12650717703343,228.81005382775115,0.0,14.426217039182234,14.426217039182234
66,66,D1 00:15,D1 00:30,2.878091160916643,0.0,6.084022174945858e-14,228.81005382775115,229.49360047846884,0.0,14.426217039182234,14.426217039182234
67,67,D1 00:30,D1 00:45,2.878091160916643,0.0,6.084022174945858e-14,229.49360047846884,230.17714712918652,0.0,14.426217039182234,14.426217039182234
68,68,D1 00:45,D1 01:00,2.878091160916643,0.0,6.084022174945858e-14,230.17714712918652,230.8606937799042,0.0,14.426217039182234,14.426217039182234
69,69,D1 01:00,D1 01:15,2.878091160916643,0.0,-5.284661597215745e-14,230.8606937799042,231.54424043062193,0.0,14.426217039182234,14.426217039182234
70,70,D1 01:15,D1 01:30,2.878091160916643,0.0,6.084022174945858e-14,231.54424043062193,232.2277870813396,0.0,14.426217039182234,14.426217039182234
71,71,D1 01:30,D1 01:45,2.878091160916643,0.0,6.084022174945858e-14,232.2277870813396,232.9113337320573,0.0,14.426217039182234,14.426217039182234
72,72,D1 01:45,D1 02:00,2.878091160916643,0.0,0.0,232.9113337320573,233.59488038277502,0.0,14.426217039182234,14.426217039182234
73,73,D1 02:00,D1 02:15,2.878091160916643,0.0,-5.284661597215745e-14,233.59488038277502,234.27842703349273,0.0,14.426217039182234,14.426217039182234
74,74,D1 02:15,D1 02:30,2.878091160916643,0.0,6.084022174945858e-14,234.27842703349273,234.96197368421042,0.0,14.426217039182234,14.426217039182234
75,75,D1 02:30,D1 02:45,2.878091160916643,0.0,6.084022174945858e-14,234.96197368421042,235.6455203349281,0.0,14.426217039182234,14.426217039182234
76,76,D1 02:45,D1 03:00,2.878091160916643,0.0,-5.284661597215745e-14,235.6455203349281,236.32906698564582,0.0,14.426217039182234,14.426217039182234
77,77,D1 03:00,D1 03:15,2.878091160916643,0.0,6.084022174945858e-14,236.32906698564582,237.0126136363635,0.0,14.426217039182234,14.426217039182234
78,78,D1 03:15,D1 03:30,2.878091160916643,0.0,6.084022174945858e-14,237.0126136363635,237.6961602870812,0.0,14.426217039182234,14.426217039182234
79,79,D1 03:30,D1 03:45,2.878091160916643,0.0,6.084022174945858e-14,237.6961602870812,238.3797069377989,0.0,14.426217039182234,14.426217039182234
80,80,D1 03:45,D1 04:00,2.878091160916643,0.0,-5.284661597215745e-14,238.3797069377989,239.0632535885166,0.0,14.426217039182234,14.426217039182234
81,81,D1 04:00,D1 04:15,2.878091160916643,0.0,0.0,239.0632535885166,239.74680023923432,0.0,14.426217039182234,14.426217039182234
82,82,D1 04:15,D1 04:30,2.878091160916643,0.0,6.084022174945858e-14,239.74680023923432,240.430346889952,0.0,14.426217039182234,14.426217039182234
83,83,D1 04:30,D1 04:45,2.878091160916643,0.0,-5.284661597215745e-14,240.430346889952,241.11389354066972,0.0,14.426217039182234,14.426217039182234
84,84,D1 04:45,D1 05:00,2.878091160916643,0.0,6.084022174945858e-14,241.11389354066972,241.7974401913874,0.0,14.426217039182234,14.426217039182234
85,85,D1 05:00,D1 05:15,2.878091160916643,0.0,6.084022174945858e-14,241.7974401913874,242.4809868421051,0.0,14.426217039182234,14.426217039182234
86,86,D1 05:15,D1 05:30,2.878091160916643,0.0,6.084022174945858e-14,242.4809868421051,243.16453349282278,0.0,14.426217039182234,14.426217039182234
87,87,D1 05:30,D1 05:45,2.878091160916643,0.0,-5.284661597215745e-14,243.16453349282278,243.8480801435405,0.0,14.426217039182234,14.426217039182234
88,88,D1 05:45,D1 06:00,2.878091160916643,0.0,6.084022174945858e-14,243.8480801435405,244.5316267942582,0.0,14.426217039182234,14.426217039182234
89,89,D1 06:00,D1 06:15,2.878091160916643,0.0,6.084022174945858e-14,244.5316267942582,245.21517344497587,0.0,14.426217039182234,14.426217039182234
90,90,D1 06:15,D1 06:30,2.878091160916643,0.0,0.0,245.21517344497587,245.8987200956936,0.0,14.426217039182234,14.426217039182234
91,91,D1 06:30,D1 06:45,2.878091160916643,0.0,-5.284661597215745e-14,245.8987200956936,246.5822667464113,0.0,14.426217039182234,14.426217039182234
92,92,D1 06:45,D1 07:00,2.878091160916643,0.0,6.084022174945858e-14,246.5822667464113,247.265813397129,0.0,14.426217039182234,14.426217039182234
93,93,D1 07:00,D1 07:15,2.878091160916643,0.0,6.084022174945858e-14,247.265813397129,247.94936004784668,0.0,14.426217039182234,14.426217039182234
94,94,D1 07:15,D1 07:30,2.878091160916643,0.0,-5.284661597215745e-14,247.94936004784668,248.6329066985644,0.0,14.426217039182234,14.426217039182234
95,95,D1 07:30,D1 07:45,2.878091160916643,0.0,-7.349676423018536e-13,248.6329066985644,249.31645334928228,0.0,14.426217039182234,14.426217039182234
96,96,D1 07:45,D1 08:00,2.878091160916643,0.0,-5.284661597215745e-14,249.31645334928228,250.0,0.0,14.426217039182234,14.426217039182234
