Time_Period,CEV_1_A0_kWh,CEV_1_A1S_kWh,CEV_1_A2S_kWh
1,14.8,14.8,14.8
2,13.495504562303891,13.495504562303891,13.495504562303891
3,14.756688772830184,12.584400543934661,12.169843979406059
4,13.431028189931821,11.25873996103643,10.849351377762353
5,12.110535588288116,9.938247359392724,9.513952930094437
6,14.110535588288116,11.938247359392724,11.513952930094437
7,12.775137140620199,10.531686930430293,10.107392501132006
8,11.368576711657768,9.196288482762203,8.749434813615546
9,13.368576711657768,7.838330795245767,7.838330795246317
10,12.010619024141308,9.838330795245767,9.838330795246318
11,10.682697247595677,8.510409018700136,11.838330795246318
12,9.360231974616703,10.510409018700136,10.510409018700686
13,9.360231974616703,12.510409018700136,9.187943745721714
14,8.057557295845733,11.187943745721164,11.187943745721714
15,6.638717919476428,9.76910436935186,9.76910436935241
16,5.331146255065965,8.466429690580892,8.877008447316047
17,4.013887159021618,7.158858026170429,7.5743337685450784
18,4.013887159021618,9.15885802617043,9.574333768545078
19,4.013887159021618,11.15885802617043,11.57433376854508
20,4.013887159021618,11.15885802617043,11.57433376854508
21,4.013887159021618,11.15885802617043,11.57433376854508
22,4.013887159021618,11.15885802617043,11.57433376854508
23,4.013887159021618,11.15885802617043,11.57433376854508
24,6.013887159021618,11.15885802617043,11.57433376854508
25,8.013887159021618,11.15885802617043,11.57433376854508
26,6.702908982416077,10.266762104134067,10.266762104134617
27,5.347809814377815,9.3816441821895,9.381644182190051
28,3.9420746219618428,7.9759089897735285,7.975908989774079
29,5.942074621961843,7.05394181434157,7.053941814342121
30,5.030970603592614,7.8931609571399175,9.05394181434212
31,4.138874681556252,6.57590186109557,7.736682718297773
32,3.2537567596116856,5.26492368449003,6.425704541692233
33,2.96,7.26492368449003,5.0706053736539705
34,4.96,5.909824516451767,3.684471179912567
35,3.5738658062585964,4.5236903227103635,5.684471179912567
36,2.96,6.1720689303836656,4.792542426091425
37,2.96,5.280140176562524,3.8851902278912815
38,4.96,5.301045253865131,5.8851902278912815
39,6.96,7.301045253865131,7.8851902278912815
40,8.96,9.30104525386513,9.885190227891282
41,8.96,11.089418670849204,11.885190227891282
42,10.96,13.089418670849204,13.885190227891282
43,12.96,14.8,14.8
44,12.96,14.8,14.8
45,14.778289473684762,14.8,14.8
46,14.778289473684762,14.8,14.8
47,14.778289473684762,14.8,14.8
48,14.778289473684762,14.8,14.8
49,14.778289473684762,14.8,14.8
50,14.778289473684762,14.8,14.8
51,14.778289473684762,14.8,14.8
52,14.778289473684762,14.8,14.8
53,14.778289473684762,14.8,14.8
54,14.778289473684762,14.8,14.8
55,14.778289473684762,14.8,14.8
56,14.778289473684762,14.8,14.8
57,14.778289473684762,14.8,14.8
58,14.778289473684762,14.8,14.8
59,14.778289473684762,14.8,14.8
60,14.778289473684762,14.8,14.8
61,14.778289473684762,14.8,14.8
62,14.778289473684762,14.8,14.8
63,14.778289473684762,14.8,14.8
64,14.778289473684762,14.8,14.8
65,14.778289473684762,14.8,14.8
66,14.778289473684762,14.8,14.8
67,14.778289473684762,14.8,14.8
68,14.778289473684762,14.8,14.8
69,14.778289473684762,14.8,14.8
70,14.778289473684762,14.8,14.8
71,14.778289473684762,14.8,14.8
72,14.778289473684762,14.8,14.8
73,14.778289473684762,14.8,14.8
74,14.778289473684762,14.8,14.8
75,14.778289473684762,14.8,14.8
76,14.778289473684762,14.8,14.8
77,14.778289473684762,14.8,14.8
78,14.778289473684762,14.8,14.8
79,14.778289473684762,14.8,14.8
80,14.778289473684762,14.8,14.8
81,14.778289473684762,14.8,14.8
82,14.778289473684762,14.8,14.8
83,14.778289473684762,14.8,14.8
84,14.778289473684762,14.8,14.8
85,14.778289473684762,14.8,14.8
86,14.778289473684762,14.8,14.8
87,14.778289473684762,14.8,14.8
88,14.778289473684762,14.8,14.8
89,14.778289473684762,14.8,14.8
90,14.778289473684762,14.8,14.8
91,14.778289473684762,14.8,14.8
92,14.778289473684762,14.8,14.8
93,14.778289473684762,14.8,14.8
94,14.778289473684762,14.8,14.8
95,14.778289473684762,14.8,14.8
96,14.778289473684762,14.8,14.8
97,14.778289473684762,14.8,14.8
