Time_Period,MCS_1_A0_kWh,MCS_1_A1R_kWh
1,250.0,250.0
2,250.0,250.0
3,248.67243767313022,250.0
4,248.6724376731308,250.0
5,248.6724376731308,247.89473684210526
6,246.56717451523605,247.89473684210526
7,246.56717451523605,247.89473684210526
8,246.56717451523605,245.78947368421055
9,244.4619113573413,244.78954437481786
10,244.4619113573413,244.78954437481786
11,244.78466066481974,244.78954437481786
12,245.2587824225634,244.78954437481784
13,245.73290418030706,244.78954437481784
14,246.20702593805072,242.6842812169231
15,246.68114769579438,242.6842812169231
16,247.15526945353804,242.6842812169231
17,247.6293912112817,242.6842812169231
18,248.10351296902536,240.57901805902972
19,248.57763472676902,238.47375490113498
20,249.05175648451268,238.47375490113498
21,249.52587824225634,238.91268146187582
22,250.0,239.35160802261666
23,250.0,239.7905345833575
24,247.89473684210526,240.22946114409834
25,245.78947368421052,240.66838770483918
26,245.78947368421052,241.10731426558002
27,245.78947368421052,241.54624082632085
28,245.78947368421052,241.98541053033557
29,243.68421052631578,242.4245802343503
30,243.68421052631578,242.863749938365
31,243.68421052631578,243.30291964237972
32,243.68421052631578,243.74208934639444
33,243.68421052631578,244.18125905040915
34,241.57894736842104,244.18125905040915
35,241.57894736842104,243.53440228106186
36,241.57894736842104,243.53440228106186
37,241.57894736842104,243.53440228106186
38,239.4736842105263,243.25668280504698
39,237.36842105263156,241.16603646167934
40,235.26315789473682,239.17080732185659
41,235.26315789473682,237.17055622395253
42,233.15789473684208,235.1705694396317
43,231.05263157894734,233.06530628173695
44,231.05263157894734,231.17610891027462
45,229.13864265927918,231.17610891027462
46,229.13864265927918,231.17610891027462
47,229.13864265927918,231.17610891027462
48,229.13864265927918,231.17610891027462
49,229.13864265927918,231.17610891027462
50,229.13864265927918,231.17610891027462
51,229.13864265927918,231.17610891027462
52,229.13864265927918,231.17610891027462
53,229.13864265927918,231.17610891027462
54,229.61276441702285,231.61527861428934
55,230.0868861747665,232.05444831830405
56,230.56100793251017,232.49361802231877
57,231.03512969025383,232.9327877263335
58,231.50925144799749,233.3719574303482
59,231.98337320574115,233.81112713436292
60,232.4574949634848,234.25029683837764
61,232.93161672122847,234.68946654239235
62,233.40573847897213,235.06823006349993
63,233.87986023671579,235.50739976751464
64,234.35398199445945,235.94656947152933
65,234.8281037522031,235.94656947152933
66,235.30222550994677,236.38573917554405
67,235.77634726769043,236.82490887955876
68,236.25046902543409,237.26407858357348
69,236.72459078317775,237.7032482875882
70,237.1987125409214,238.1424179916029
71,237.67283429866507,238.58158769561763
72,238.14695605640873,239.02075739963234
73,238.6210778141524,239.45992710364706
74,239.09519957189605,239.89909680766178
75,239.5693213296397,240.3382665116765
76,240.04344308738337,240.7774362156912
77,240.51756484512703,241.21660591970593
78,240.9916866028707,241.65577562372064
79,241.46580836061435,242.09494532773536
80,241.939930118358,242.53411503175008
81,242.41405187610167,242.9732847357648
82,242.88817363384533,243.4124544397795
83,243.362295391589,243.85162414379423
84,243.83641714933265,244.29079384780894
85,244.3105389070763,244.72996355182366
86,244.78466066481997,245.16913325583837
87,245.25878242256363,245.6083029598531
88,245.7329041803073,246.0474726638678
89,246.20702593805095,246.48664236788252
90,246.6811476957946,246.92581207189704
91,247.15526945353827,247.36498177591176
92,247.62939121128193,247.80415147992645
93,248.1035129690256,248.24332118394116
94,248.57763472676925,248.68249088795585
95,249.0517564845129,249.12166059197057
96,249.52587824225634,249.56083029598528
97,250.0,250.0
