day,step,clock,status,objective,gap_percent,solve_time_s
1,1,08:00,OPTIMAL,68.5412632026014,0.9869052069627191,14.205418348312378
1,2,08:15,OPTIMAL,63.445027776559556,0.9366641851724166,11.411499738693237
1,3,08:30,OPTIMAL,63.401282801993204,0.9983564970732698,7.734647989273071
1,4,08:45,OPTIMAL,63.52954397426233,0.8651162999390231,7.708332061767578
1,5,09:00,OPTIMAL,63.74966279170633,0.974660197096611,11.30904769897461
1,6,09:15,OPTIMAL,63.30528235158325,0.9914566290673804,9.97190260887146
1,7,09:30,OPTIMAL,63.34014316187177,0.9977740589362358,7.056904315948486
1,8,09:45,OPTIMAL,63.06063223997193,0.7599577267690835,5.450662612915039
1,9,10:00,OPTIMAL,63.05448363958096,0.9920925301370285,5.024820804595947
1,10,10:15,OPTIMAL,62.985992708613594,3.417319332586893e-5,4.536576271057129
1,11,10:30,OPTIMAL,62.78224491940615,0.9359074851400495,4.746754884719849
1,12,10:45,OPTIMAL,62.78423822146465,0.913079579543646,3.984879493713379
1,13,11:00,OPTIMAL,62.81015666318777,5.969863817190544e-5,3.3366024494171143
1,14,11:15,OPTIMAL,62.60639387398071,3.202711909785686e-5,3.2196037769317627
1,15,11:30,OPTIMAL,62.558543642416026,0.9974340448246695,2.995697021484375
1,16,11:45,OPTIMAL,62.59065603183264,0.6518895963639485,2.4949591159820557
1,17,12:00,OPTIMAL,62.564955865117255,0.934385631979219,2.642775297164917
1,18,12:15,OPTIMAL,62.36122607590982,0.2868399046902751,3.465070962905884
1,19,12:30,OPTIMAL,62.15746428670211,5.8516048991048984e-5,0.23389124870300293
1,20,12:45,OPTIMAL,57.15745628670211,3.192015689731044e-5,0.2660644054412842
1,21,13:00,OPTIMAL,57.03065190208585,3.1542290875567655e-5,0.34829068183898926
1,22,13:15,OPTIMAL,56.90403125135083,2.8893890465988658e-5,0.20599699020385742
1,23,13:30,OPTIMAL,56.77716282466536,2.5490077066059045e-5,0.23220205307006836
1,24,13:45,OPTIMAL,56.650450003725076,2.533683488156938e-5,0.2109203338623047
1,25,14:00,OPTIMAL,56.523883915731076,2.4592111144489484e-5,0.2077956199645996
1,26,14:15,OPTIMAL,56.326112771350765,2.507166260545447e-5,0.36124610900878906
1,27,14:30,OPTIMAL,56.15103928220498,2.186966034967553e-5,0.2858161926269531
1,28,14:45,OPTIMAL,56.130195125354426,1.8672707016815163e-5,0.19898509979248047
1,29,15:00,OPTIMAL,55.956516699627265,1.805387955666793e-5,0.17959237098693848
1,30,15:15,OPTIMAL,55.769520644868045,1.6915381702778048e-5,0.16432571411132812
1,31,15:30,OPTIMAL,55.5703986963462,1.417698406333634e-5,0.22681546211242676
1,32,15:45,OPTIMAL,55.380778528002175,0.0,0.16645550727844238
1,33,16:00,OPTIMAL,55.202447357779555,0.01556417663728666,0.06625699996948242
1,34,16:15,OPTIMAL,50.32725382558412,0.0,0.10493969917297363
1,35,16:30,OPTIMAL,50.183468056572195,0.0,0.14551353454589844
1,36,16:45,OPTIMAL,50.19176951275538,0.0,0.12059950828552246
1,37,17:00,OPTIMAL,50.201277668533784,0.01526843333328059,0.07078957557678223
1,38,17:15,OPTIMAL,50.19117619660029,0.0,0.07994556427001953
1,39,17:30,OPTIMAL,50.144789192186806,0.0,0.08178973197937012
1,40,17:45,OPTIMAL,50.097872057671694,0.935452235529457,0.05535292625427246
1,41,18:00,OPTIMAL,50.05586619362619,0.0,0.06659770011901855
1,42,18:15,OPTIMAL,50.011169550004034,0.0,0.08284258842468262
1,43,18:30,OPTIMAL,50.01116855000401,0.0,0.05077481269836426
1,44,18:45,OPTIMAL,45.01116855000401,0.0,0.010187149047851562
1,45,19:00,OPTIMAL,45.01116855000401,0.0,0.010334014892578125
1,46,19:15,OPTIMAL,45.01116855000401,0.0,0.009816884994506836
1,47,19:30,OPTIMAL,45.01116855000401,0.0,0.010132551193237305
1,48,19:45,OPTIMAL,45.01116855000401,0.0,0.009336233139038086
1,49,20:00,OPTIMAL,45.01116855000401,0.0,0.009454011917114258
1,50,20:15,OPTIMAL,45.01116855000401,0.0,0.009113550186157227
1,51,20:30,OPTIMAL,45.01116855000401,0.0,0.00907588005065918
1,52,20:45,OPTIMAL,45.01116855000401,0.0,0.008858919143676758
1,53,21:00,OPTIMAL,45.01116855000401,0.0,0.008607864379882812
1,54,21:15,OPTIMAL,44.821978489572565,0.0,0.008219242095947266
1,55,21:30,OPTIMAL,44.632764840009855,0.0,0.008370161056518555
1,56,21:45,OPTIMAL,44.44344192997171,0.0,0.00805974006652832
1,57,22:00,OPTIMAL,44.253794041334956,0.0,0.007974624633789062
1,58,22:15,OPTIMAL,44.06392774096198,0.0,0.007713794708251953
1,59,22:30,OPTIMAL,43.873580532905024,0.0,0.007546186447143555
1,60,22:45,OPTIMAL,43.68288714488738,0.0,0.007276773452758789
1,61,23:00,OPTIMAL,43.49203349666455,0.0,0.007177829742431641
1,62,23:15,OPTIMAL,43.306832250293,0.0,0.007096290588378906
1,63,23:30,OPTIMAL,43.11599149020884,0.0,0.0067865848541259766
1,64,23:45,OPTIMAL,42.92502834442043,0.0,0.0073773860931396484
1,65,00:00,OPTIMAL,42.92502834442043,0.0,0.006776571273803711
1,66,00:15,OPTIMAL,42.79350461463099,0.0,0.006744384765625
1,67,00:30,OPTIMAL,42.66287995526758,0.0,0.006579875946044922
1,68,00:45,OPTIMAL,42.53220553970961,0.0,0.006513833999633789
1,69,01:00,OPTIMAL,42.40153030456619,0.0,0.006291866302490234
1,70,01:15,OPTIMAL,42.27090757937688,0.0,0.006213665008544922
1,71,01:30,OPTIMAL,42.1401951277557,0.0,0.006271839141845703
1,72,01:45,OPTIMAL,42.00940616061177,0.0,0.005780220031738281
1,73,02:00,OPTIMAL,41.878608486249085,0.0,0.0056650638580322266
1,74,02:15,OPTIMAL,41.747841196147725,0.0,0.00550389289855957
1,75,02:30,OPTIMAL,41.6170624117854,0.0,0.005336284637451172
1,76,02:45,OPTIMAL,41.48621346498914,0.0,0.005379676818847656
1,77,03:00,OPTIMAL,41.355389527257415,0.0,0.005175590515136719
1,78,03:15,OPTIMAL,41.224536479609796,0.0,0.005158424377441406
1,79,03:30,OPTIMAL,41.09358602104007,0.0,0.004878520965576172
1,80,03:45,OPTIMAL,40.962572755503786,0.0,0.004730939865112305
1,81,04:00,OPTIMAL,40.831529857181046,0.0,0.0054416656494140625
1,82,04:15,OPTIMAL,40.70052247582847,0.0,0.005282163619995117
1,83,04:30,OPTIMAL,40.56976118447449,0.0,0.005242109298706055
1,84,04:45,OPTIMAL,40.439008910842674,0.0,0.005087375640869141
