day,step,clock,cev,p_dig_kW,p_load_kW,p_trav_kW,p_idle_kW,activity_executed,soe_cev_kWh,soe_mcs_kWh,infeasible_flag
1,1,08:00,1,5.2098,0.0,0.0,0.0,Digging,13.49755,250.0,false
1,2,08:15,1,4.6773,0.0,0.0,0.0,Digging,12.328225,250.0,false
1,3,08:30,1,4.5629,0.0,0.0,0.0,Digging,11.1875,250.0,false
1,4,08:45,1,0.0,0.0,0.0,0.0262,Charging,13.180950000059084,247.89473684204307,false
1,5,09:00,1,0.0,0.0,0.0,0.0,Charging,14.8,246.10077562327197,false
1,6,09:15,1,4.9351,0.0,0.0,0.0,Digging,13.566225000000001,246.10077562327197,false
1,7,09:30,1,0.0,0.0,4.5721,0.0,Traveling,12.423200000000001,246.10077562327197,false
1,8,09:45,1,0.0,0.0,0.0,0.0264,Charging,14.4166,243.99551246537723,false
1,9,10:00,1,0.0,3.0004,0.0,0.0,Loading/Swinging,13.666500000000001,243.99551246537723,false
1,10,10:15,1,4.2907,0.0,0.0,0.0,Digging,12.593825,244.42907393887052,false
1,11,10:30,1,4.7809,0.0,0.0,0.0,Digging,11.3986,244.8626354123638,false
1,12,10:45,1,5.4411,0.0,0.0,0.0,Digging,10.038325,245.29619688585709,false
1,13,11:00,1,0.0,0.0,0.0,0.2629,Idle,9.9726,245.7334274211006,false
1,14,11:15,1,0.0,0.0,4.1464,0.0,Traveling,8.936,246.17173374802735,false
1,15,11:30,1,4.78,0.0,0.0,0.0,Digging,7.741,246.61221540772402,false
1,16,11:45,1,5.4411,0.0,0.0,0.0,Digging,6.380725,247.0700824815502,false
1,17,12:00,1,0.0,0.0,0.0,0.0,,6.380725,247.52794955537638,false
1,18,12:15,1,0.0,0.0,0.0,0.0,,6.380725,247.98581662920256,false
1,19,12:30,1,0.0,0.0,0.0,0.0,,6.380725,248.44368370302874,false
1,20,12:45,1,0.0,0.0,0.0,0.0,,6.380725,248.90155077685492,false
1,21,13:00,1,0.0,0.0,0.0,0.0,,6.380725,249.3594178506811,false
1,22,13:15,1,0.0,0.0,0.0,0.0,,6.380725,249.3594178506811,false
1,23,13:30,1,0.0,0.0,0.0,0.0,Charging,8.380725,247.25415469278636,false
1,24,13:45,1,0.0,0.0,0.0,0.0,Charging,10.380725,245.14889153489162,false
1,25,14:00,1,4.7809,0.0,0.0,0.0,Digging,9.1855,245.14889153489162,false
1,26,14:15,1,4.5629,0.0,0.0,0.0,Digging,8.044775,245.14889153489162,false
