Time_Period,MCS_1_A0_kWh,MCS_1_A1R_kWh
1,250.0,250.0
2,250.0,250.0
3,248.67243767313022,250.0
4,248.6724376731308,250.0
5,248.6724376731308,247.9903031825348
6,246.56717451523605,247.9903031825348
7,246.56717451523605,247.99030318253486
8,246.56717451523605,245.88504002464012
9,244.4619113573413,245.88504002464012
10,244.4619113573413,243.77977686674538
11,244.78466066481974,243.77977686674538
12,245.2587824225634,243.77977686674538
13,245.73290418030706,241.67451370885064
14,246.20702593805072,241.67451370885064
15,246.68114769579438,242.0980689322642
16,247.15526945353804,242.52162415567776
17,247.6293912112817,242.94630939170466
18,248.10351296902536,243.37099462773156
19,248.57763472676902,243.79567986375847
20,249.05175648451268,244.22036509978537
21,249.52587824225634,244.64505033581227
22,250.0,245.06973557183917
23,250.0,245.49442080786608
24,247.89473684210526,245.91910604389298
25,245.78947368421052,246.34379127991988
26,245.78947368421052,246.7684765159468
27,245.78947368421052,247.1931617519737
28,245.78947368421052,247.6178469880006
29,243.68421052631578,247.6178469880006
30,243.68421052631578,245.51258383010585
31,243.68421052631578,245.51258383010585
32,243.68421052631578,245.51258383010585
33,243.68421052631578,245.40314443577296
34,241.57894736842104,245.40314443577296
35,241.57894736842104,245.40314443577296
36,241.57894736842104,245.40314443577296
37,241.57894736842104,245.40314443577296
38,239.4736842105263,243.97850323402778
39,237.36842105263156,241.9482211920144
40,235.26315789473682,239.9498149836993
41,235.26315789473682,237.9497310999264
42,233.15789473684208,235.84446794203166
43,231.05263157894734,233.95527568106678
44,231.05263157894734,233.95527568106678
45,229.13864265927918,233.95527568106678
46,229.13864265927918,233.95527568106678
47,229.13864265927918,233.95527568106678
48,229.13864265927918,233.95527568106678
49,229.13864265927918,233.95527568106678
50,229.13864265927918,233.95527568106678
51,229.13864265927918,233.95527568106678
52,229.13864265927918,233.95527568106678
53,229.13864265927918,233.95527568106678
54,229.61276441702285,234.37996091709368
55,230.0868861747665,234.8046461531206
56,230.56100793251017,235.2293313891475
57,231.03512969025383,235.6540166251744
58,231.50925144799749,236.0787018612013
59,231.98337320574115,236.5033870972282
60,232.4574949634848,236.83475768316558
61,232.93161672122847,236.83475768316558
62,233.40573847897213,236.83475768316558
63,233.87986023671579,236.83475768316558
64,234.35398199445945,236.83475768316558
65,234.8281037522031,236.83475768316558
66,235.30222550994677,237.25944291919248
67,235.77634726769043,237.68412815521938
68,236.25046902543409,238.1088133912463
69,236.72459078317775,238.5334986272732
70,237.1987125409214,238.9581838633001
71,237.67283429866507,239.382869099327
72,238.14695605640873,239.8075543353539
73,238.6210778141524,240.2322395713808
74,239.09519957189605,240.6569248074077
75,239.5693213296397,241.0816100434346
76,240.04344308738337,241.5062952794615
77,240.51756484512703,241.93098051548841
78,240.9916866028707,242.35566575151532
79,241.46580836061435,242.78035098754222
80,241.939930118358,243.20503622356912
81,242.41405187610167,243.62972145959603
82,242.88817363384533,244.05440669562293
83,243.362295391589,244.47909193164983
84,243.83641714933265,244.90377716767674
85,244.3105389070763,245.32846240370364
86,244.78466066481997,245.75314763973054
87,245.25878242256363,246.17783287575745
88,245.7329041803073,246.60251811178435
89,246.20702593805095,247.02720334781125
90,246.6811476957946,247.02720334781125
91,247.15526945353827,247.4518885838385
92,247.62939121128193,247.87657381986375
93,248.1035129690256,248.30125905589102
94,248.57763472676925,248.7259442919182
95,249.0517564845129,249.15062952794548
96,249.52587824225634,249.57531476397273
97,250.0,250.0
