Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.8277,Digging,Traveling,0.0,0.0,4.8544,Digging,Traveling,0.0,0.0,4.7653,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,5.4411,Digging,Idle,5.1098947368418,1.27747368421045,0.0,Charging,Serving CEV,0.0,0.0,4.78,Digging,Traveling,1.27747368421045,0.0
3,08:30,8.0,2.0,0.4879,Charging,Serving CEV,0.0,1.27747368421045,4.9351,Digging,Idle,0.0,0.0,4.9351,Digging,Idle,-0.7225263157895501,-2.0
4,08:45,0.0,2.0,4.8277,Digging,Idle,0.0,1.27747368421045,4.8905,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-0.7225263157895501,0.0
5,09:00,0.0,2.0,4.78,Digging,Idle,0.0,1.27747368421045,4.8277,Digging,Idle,0.0,2.0,4.5629,Digging,Idle,-0.7225263157895501,0.0
6,09:15,0.0,2.0,4.2765,Traveling,Idle,8.0,3.2774736842104497,0.5059,Charging,Serving CEV,8.0,4.0,0.0,Charging,Serving CEV,1.2774736842104497,2.0
7,09:30,8.0,4.0,0.4689,Charging,Serving CEV,0.0,3.2774736842104497,4.5506,Traveling,Idle,-0.0,4.0,4.7093,Traveling,Idle,-0.7225263157895503,0.0
8,09:45,7.999999999999972,5.999999999999993,0.0,Charging,Serving CEV,7.999999999997441,5.27747368420981,0.2629,Charging,Serving CEV,8.0,6.0,0.0,Charging,Serving CEV,-0.7225263157901827,7.105427357601002e-15
9,10:00,0.0,5.999999999999993,4.2026,Digging,Idle,0.0,5.27747368420981,4.8905,Digging,Traveling,0.0,6.0,4.9351,Digging,Traveling,-0.7225263157901827,7.105427357601002e-15
10,10:15,0.0,5.999999999999993,4.2582,Digging,Idle,0.0,5.27747368420981,4.6773,Digging,Charging (grid),0.0,6.0,5.4411,Digging,Charging (grid),-0.7225263157901827,7.105427357601002e-15
11,10:30,0.0,5.999999999999993,4.7843,Digging,Idle,0.0,5.27747368420981,4.9634,Digging,Charging (grid),0.0,6.0,4.7843,Digging,Charging (grid),-0.7225263157901827,7.105427357601002e-15
12,10:45,8.0,7.999999999999993,0.2629,Charging,Serving CEV,0.0,5.27747368420981,0.0262,Idle,Charging (grid),0.0,6.0,3.4832,Digging,Charging (grid),-2.7225263157901827,-1.999999999999993
13,11:00,0.0,7.999999999999993,4.7425,Digging,Idle,0.0,5.27747368420981,4.7425,Digging,Charging (grid),0.0,6.0,0.4689,Idle,Charging (grid),-2.7225263157901827,-1.999999999999993
14,11:15,0.0,7.999999999999993,4.7746,Traveling,Idle,0.0,5.27747368420981,4.5506,Traveling,Charging (grid),0.0,6.0,4.6083,Traveling,Charging (grid),-2.7225263157901827,-1.999999999999993
15,11:30,0.0,7.999999999999993,4.8544,Digging,Idle,0.0,5.27747368420981,4.1586,Loading/Swinging,Charging (grid),0.0,6.0,5.4411,Digging,Charging (grid),-2.7225263157901827,-1.999999999999993
16,11:45,0.0,7.999999999999993,4.7843,Digging,Idle,0.0,5.27747368420981,5.2098,Digging,Charging (grid),0.0,6.0,4.7809,Digging,Charging (grid),-2.7225263157901827,-1.999999999999993
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,0.0,5.27747368420981,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-4.722526315790183,-3.999999999999993
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,0.0,5.27747368420981,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-6.722526315790183,-5.999999999999993
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,5.27747368420981,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-6.722526315790183,-5.999999999999993
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.27747368420981,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-6.722526315790183,-5.999999999999993
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.27747368420981,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-6.722526315790183,-5.999999999999993
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.27747368420981,0.0,,Traveling,0.0,6.0,0.0,,Traveling,-6.722526315790183,-5.999999999999993
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),8.0,7.27747368420981,0.0,Charging,Serving CEV,8.0,8.0,0.0,Charging,Serving CEV,-4.722526315790183,-3.999999999999993
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),8.0,9.27747368420981,0.0,Charging,Serving CEV,7.999999999999998,10.0,0.0,Charging,Serving CEV,-2.7225263157901836,-1.999999999999993
25,14:00,0.0,11.999999999999993,4.2907,Digging,Charging (grid),0.0,9.27747368420981,4.2907,Digging,Idle,0.0,10.0,4.4919,Digging,Idle,-2.7225263157901836,-1.999999999999993
26,14:15,0.0,11.999999999999993,4.2026,Digging,Charging (grid),0.0,9.27747368420981,4.8544,Digging,Idle,0.0,10.0,4.2907,Digging,Idle,-2.7225263157901836,-1.999999999999993
27,14:30,0.0,11.999999999999993,4.7175,Traveling,Charging (grid),7.518315789476386,11.157052631578907,0.5059,Charging,Serving CEV,0.0,10.0,6.1076,Traveling,Idle,-0.8429473684210862,-1.999999999999993
28,14:45,0.0,11.999999999999993,3.9497,Loading/Swinging,Charging (grid),0.0,11.157052631578907,5.3364,Traveling,Idle,0.0,10.0,4.1586,Loading/Swinging,Idle,-0.8429473684210862,-1.999999999999993
29,15:00,0.0,11.999999999999993,0.5059,Idle,Charging (grid),0.0,11.157052631578907,3.4361,Loading/Swinging,Idle,8.0,12.0,0.2629,Charging,Serving CEV,-0.8429473684210862,7.105427357601002e-15
30,15:15,0.0,11.999999999999993,2.9903,Loading/Swinging,Charging (grid),0.0,11.157052631578907,3.7658,Loading/Swinging,Idle,0.0,12.0,3.9497,Loading/Swinging,Idle,-0.8429473684210862,7.105427357601002e-15
31,15:30,0.0,11.999999999999993,2.9903,Loading/Swinging,Charging (grid),0.0,11.157052631578907,5.3389,Digging,Idle,0.0,12.0,3.9497,Loading/Swinging,Idle,-0.8429473684210862,7.105427357601002e-15
32,15:45,0.0,11.999999999999993,3.1344,Loading/Swinging,Charging (grid),6.97766759002755,12.901469529085794,0.061,Charging,Serving CEV,5.888510804230523,13.47212770105763,0.0,Charging,Serving CEV,0.9014695290858015,1.4721277010576372
33,16:00,0.0,11.999999999999993,4.7095,Traveling,Traveling,7.696964863682759,14.825710745006484,0.0,Charging,Serving CEV,0.0,13.47212770105763,3.8487,Loading/Swinging,Idle,2.825710745006491,1.4721277010576372
34,16:15,8.0,13.999999999999993,0.4689,Charging,Serving CEV,0.0,14.825710745006484,3.8487,Loading/Swinging,Idle,0.0,13.47212770105763,4.4502,Traveling,Idle,0.8257107450064911,-0.5278722989423628
35,16:30,0.0,13.999999999999993,2.4555,Loading/Swinging,Idle,0.0,14.825710745006484,4.486,Traveling,Idle,0.0,13.47212770105763,5.8726,Loading/Swinging,Idle,0.8257107450064911,-0.5278722989423628
36,16:45,0.0,13.999999999999993,2.6102,Loading/Swinging,Idle,0.0,14.825710745006484,2.4555,Loading/Swinging,Idle,8.0,15.47212770105763,0.0264,Charging,Serving CEV,0.8257107450064911,1.4721277010576372
37,17:00,5.799411961722543,15.449852990430628,0.0,Charging,Serving CEV,7.345317638753543,16.66204015469487,0.0,Charging,Serving CEV,8.0,17.47212770105763,0.0,Charging,Serving CEV,1.2121871642642432,2.022274710627002
38,17:15,0.0,15.449852990430628,0.0,,Idle,7.61340433480245,18.565391238395485,0.0,Charging,Serving CEV,8.0,19.47212770105763,0.0,Charging,Serving CEV,3.1155382479648566,4.022274710627002
39,17:30,0.0,15.449852990430628,0.0,,Idle,8.0,20.565391238395485,0.0,Charging,Serving CEV,8.0,21.47212770105763,0.0,Charging,Serving CEV,5.115538247964857,6.022274710627002
40,17:45,8.0,17.449852990430628,0.0,Charging,Serving CEV,8.0,22.565391238395485,0.0,Charging,Serving CEV,8.0,23.47212770105763,0.0,Charging,Serving CEV,5.115538247964857,6.022274710627002
41,18:00,8.0,19.449852990430628,0.0,Charging,Serving CEV,6.757189245536712,24.25468854977966,0.0,Charging,Serving CEV,5.750935995546806,24.909861699944333,0.0,Charging,Serving CEV,4.8048355593490335,5.460008709513705
42,18:15,8.0,21.449852990430628,0.0,Charging,Serving CEV,0.0,24.25468854977966,0.0,,Traveling,0.0,24.909861699944333,0.0,,Traveling,2.8048355593490335,3.460008709513705
43,18:30,8.0,23.449852990430628,0.0,Charging,Serving CEV,0.0,24.25468854977966,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,0.8048355593490335,1.4600087095137049
44,18:45,8.0,25.449852990430628,0.0,Charging,Serving CEV,0.0,24.25468854977966,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,-1.1951644406509665,-0.5399912904862951
45,19:00,0.0,25.449852990430628,0.0,,Idle,0.0,24.25468854977966,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,-1.1951644406509665,-0.5399912904862951
46,19:15,0.0,25.449852990430628,0.0,,Traveling,0.0,24.25468854977966,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,-1.1951644406509665,-0.5399912904862951
47,19:30,0.0,25.449852990430628,0.0,,Idle,0.0,24.25468854977966,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,-1.1951644406509665,-0.5399912904862951
48,19:45,0.0,25.449852990430628,0.0,,Idle,0.0,24.25468854977966,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,-1.1951644406509665,-0.5399912904862951
49,20:00,0.0,25.449852990430628,0.0,,Idle,0.0,24.25468854977966,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,-1.1951644406509665,-0.5399912904862951
50,20:15,0.0,25.449852990430628,0.0,,Idle,0.0,24.25468854977966,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,-1.1951644406509665,-0.5399912904862951
51,20:30,0.0,25.449852990430628,0.0,,Idle,0.0,24.25468854977966,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,-1.1951644406509665,-0.5399912904862951
52,20:45,0.0,25.449852990430628,0.0,,Idle,0.0,24.25468854977966,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,-1.1951644406509665,-0.5399912904862951
53,21:00,0.0,25.449852990430628,0.0,,Charging (grid),0.0,24.25468854977966,0.0,,Charging (grid),0.0,24.909861699944333,0.0,,Charging (grid),-1.1951644406509665,-0.5399912904862951
54,21:15,0.0,25.449852990430628,0.0,,Charging (grid),0.0,24.25468854977966,0.0,,Charging (grid),0.0,24.909861699944333,0.0,,Charging (grid),-1.1951644406509665,-0.5399912904862951
55,21:30,0.0,25.449852990430628,0.0,,Charging (grid),0.0,24.25468854977966,0.0,,Charging (grid),0.0,24.909861699944333,0.0,,Charging (grid),-1.1951644406509665,-0.5399912904862951
